XID,Reg.,State
r58454,UPRERAPRJ7429,Uttar Pradesh
r58454,UPRERAPRJ7458,Uttar Pradesh
r350361,UPRERAPRJ132075,Uttar Pradesh
r214277,UPRERAPRJ958972,Uttar Pradesh
r351031,UPRERAPRJ282078 ,Uttar Pradesh
r325311,UPRERAPRJ308470,Uttar Pradesh
r14486,UPRERAPRJ5834,Uttar Pradesh
r285221,UPRERAPRJ260653,Uttar Pradesh
r326117,UPRERAPRJ749123,Uttar Pradesh
r368688,UPRERAPRJ8267,Uttar Pradesh
r368890,UPRERAPRJ658704,Uttar Pradesh
r12104,UPRERAPRJ10279,Uttar Pradesh
r370562,UPRERAPRJ351699,Uttar Pradesh
r8874,UPRERAPRJ403642,Uttar Pradesh
r371545,UPRERAPRJ940852,Uttar Pradesh
r224443,UPRERAPRJ202994,Uttar Pradesh
r325311,UPRERAPRJ626431,Uttar Pradesh
r373245,UPRERAPRJ479698,Uttar Pradesh
r373410,UPRERAPRJ7818,Uttar Pradesh
r374312,UPRERAPRJ704730,Uttar Pradesh
r374315,UPRERAPRJ612919 ,Uttar Pradesh
r375353,UPRERAPRJ186008,Uttar Pradesh
r1676,UPRERAPRJ626371,Uttar Pradesh
r376075,UPRERAPRJ494396,Uttar Pradesh
r72931,UPRERAPRJ256196,Uttar Pradesh
r5832,UPRERAPRJ265789,Uttar Pradesh
r376632,UPRERAPRJ916732,Uttar Pradesh
r376821,UPRERAPRJ180413,Uttar Pradesh
r325311,UPRERAPRJ447396,Uttar Pradesh
r171063,UPRERAPRJ922369,Uttar Pradesh
r262156,UPRERAPRJ5379,Uttar Pradesh
r378082,UPRERAPRJ750395,Uttar Pradesh
r8874,UPRERAPRJ5854,Uttar Pradesh
r8874,UPRERAPRJ403642,Uttar Pradesh
r8874,UPRERAPRJ5863,Uttar Pradesh
r378990, UPRERAPRJ4780,Uttar Pradesh
r293555, UPRERAPRJ461785,Uttar Pradesh
r32146,UPRERAPRJ207416,Uttar Pradesh
r379918,UPRERAPRJ555694 ,Uttar Pradesh
r380719,UPRERAPRJ929056,Uttar Pradesh
r380736,UPRERAPRJ418011,Uttar Pradesh
r69286,UPRERAPRJ479502,Uttar Pradesh
r270000,UPRERAPRJ469983,Uttar Pradesh
r382046,UPRERAPRJ183246,Uttar Pradesh
r5452,UPRERAPRJ301564 ,Uttar Pradesh
r374312,UPRERAPRJ773536,Uttar Pradesh
r318631,UPRERAPRJ811908,Uttar Pradesh
r387584,UPRERAPRJ262828,Uttar Pradesh
r343931,UPRERAPRJ5660 ,Uttar Pradesh
r343931,UPRERAPRJ17362 ,Uttar Pradesh
r343931,UPRERAPRJ140979 ,Uttar Pradesh
r390759,UPRERAPRJ239050,Uttar Pradesh
r217045,UPRERAPRJ892218  ,Uttar Pradesh
r393708,UPRERAPRJ734569,Uttar Pradesh
r395716,UPRERAPRJ228846,Uttar Pradesh
r373245,UPRERAPRJ229234,Uttar Pradesh
r1149, UPRERAPRJ508551,Uttar Pradesh
r396988,UPRERAPRJ6085,Uttar Pradesh
r397089,UPRERAPRJ422981,Uttar Pradesh
r398190,UPRERAPRJ223547,Uttar Pradesh
r313093,UPRERAPRJ16460,Uttar Pradesh
r400436,UPRERAPRJ256314,Uttar Pradesh
r374315,UPRERAPRJ707640,Uttar Pradesh
r374899,P52000048049,Uttar Pradesh
r402728,UPRERAPRJ274689,Uttar Pradesh
r403916,UPRERAPRJ569037,Uttar Pradesh
r405175,UPRERAPRJ845716,Uttar Pradesh
r301705,UPRERAPRJ707869,Uttar Pradesh
r406892,UPRERAPRJ707952,Uttar Pradesh
r409011,UPRERAPRJ145736,Uttar Pradesh
r410309,UPRERAPRJ496663,Uttar Pradesh
r384794,UPRERAPRJ766232,Uttar Pradesh
r23822,UPRERAPRJ520064,Uttar Pradesh
r412181,UPRERAPRJ557069,Uttar Pradesh
r413011,UPRERAPRJ564201,Uttar Pradesh
r414339,UPRERAPRJ120027/04/2024,Uttar Pradesh
r414540,UPRERAPRJ308567,Uttar Pradesh
r415650,UPRERAPRJ136219/04/2024,Uttar Pradesh
r417345,UPRERAPRJ160941,Uttar Pradesh
r419026,UPRERAPRJ844481,Uttar Pradesh
r380719,UPRERAPRJ396763,Uttar Pradesh
r421711, UPRERAPRJ246070,Uttar Pradesh
r376075,UPRERAPRJ567816,Uttar Pradesh
r4376,UPRERAPRJ980703/04/2024,Uttar Pradesh
r425712,UPRERAPRJ783951/04/2024,Uttar Pradesh
r427454,UPRERAPRJ616042,Uttar Pradesh
r428049,UPRERAPRJ460592/05/2024,Uttar Pradesh
r293555,UPRERAPRJ550435/05/2024,Uttar Pradesh
r429101,UPRERAPRJ330166/06/2024,Uttar Pradesh
r429659,UPRERAPRJ546517/07/2024,Uttar Pradesh
r224443,UPRERAPRJ3430,Uttar Pradesh
r224443,UPRERAPRJ4562,Uttar Pradesh
r430094,UPRERAPRJ344049/07/2024,Uttar Pradesh
r430205,UPRERAPRJ3901,Uttar Pradesh
r430219,UPRERAPRJ512436/07/2024,Uttar Pradesh
r430588,UPRERAPRJ724518/07/2024,Uttar Pradesh
r431965,UPRERAPRJ188811/08/2024,Uttar Pradesh
r432866,UPRERAPRJ764470/08/2024,Uttar Pradesh
r433611,UPRERAPRJ742692/09/2024,Uttar Pradesh
r433641,UPRERAPRJ678818,Uttar Pradesh
r380719,UPRERAPRJ481588/08/2024,Uttar Pradesh
r433861, UPRERAPRJ556045/10/2024,Uttar Pradesh
r410309,UPRERAPRJ944626/09/2024,Uttar Pradesh
r434440,UPRERAPRJ263165/10/2024,Uttar Pradesh
r438048,UPRERAPRJ790651/09/2024,Uttar Pradesh
r262156,UPRERAPRJ793157/10/2024,Uttar Pradesh
r94206,UPRERAPRJ2115,Uttar Pradesh
