state,unmatched_registration_number
Rajasthan,RAJ/P/2022/2212
Rajasthan,RAJ/P/2022/2225
Rajasthan,RAJ/P/2022/2252
Rajasthan,RAJ/P/2022/2254
Rajasthan,RAJ/P/2023/2419
Rajasthan,RAJ/P/2023/2426
Rajasthan,RAJ/P/2023/2442
Rajasthan,RAJ/P/2023/2466
Rajasthan,RAJ/P/2023/2512
Rajasthan,RAJ/P/2023/2544
Rajasthan,RAJ/P/2023/2571
Rajasthan,RAJ/P/2023/2582
Rajasthan,RAJ/P/2023/2600
Rajasthan,RAJ/P/2023/2606
Rajasthan,RAJ/P/2023/2636
Rajasthan,RAJ/P/2023/2650
Rajasthan,RAJ/P/2023/2651
Rajasthan,RAJ/P/2023/2668
Rajasthan,RAJ/P/2023/2700
Rajasthan,RAJ/P/2023/2719
Rajasthan,RAJ/P/2023/2730
Rajasthan,RAJ/P/2023/2742
Rajasthan,RAJ/P/2023/2755
Rajasthan,RAJ/P/2023/2836
Rajasthan,RAJ/P/2023/2841
Rajasthan,RAJ/P/2023/2856
Rajasthan,RAJ/P/2023/2877
Rajasthan,RAJ/P/2024/2905
Rajasthan,RAJ/P/2024/2915
Rajasthan,RAJ/P/2024/2923
Rajasthan,RAJ/P/2024/3000
Rajasthan,RAJ/P/2024/3016
Rajasthan,RAJ/P/2024/3054
Rajasthan,RAJ/P/2024/3058
Rajasthan,RAJ/P/2024/3063
Rajasthan,RAJ/P/2024/3100
Rajasthan,RAJ/P/2024/3111
Rajasthan,RAJ/P/2024/3117
Rajasthan,RAJ/P/2024/3128
Rajasthan,RAJ/P/2024/3154
Rajasthan,RAJ/P/2024/3165
Rajasthan,RAJ/P/2024/3183
Rajasthan,RAJ/P/2024/3193
Rajasthan,RAJ/P/2024/3196
Rajasthan,RAJ/P/2024/3197
Rajasthan,RAJ/P/2024/3218
Rajasthan,RAJ/P/2024/3220
Rajasthan,RAJ/P/2024/3223
Rajasthan,RAJ/P/2024/3237
Rajasthan,RAJ/P/2024/3238
Rajasthan,RAJ/P/2024/3261
Rajasthan,RAJ/P/2024/3277
Rajasthan,RAJ/P/2024/3322
Rajasthan,RAJ/P/2024/3341
Rajasthan,RAJ/P/2024/3353
Rajasthan,RAJ/P/2024/3420
Rajasthan,RAJ/P/2024/3427
Rajasthan,RAJ/P/2025/3468
Haryana,RC/REP/HARERA/313OF2017
Haryana,RC/REP/HARERA/GGM/2018/05
Haryana,RC/REP/HARERA/GGM/2018/06
Haryana,RC/REP/HARERA/GGM/2018/10
Haryana,RC/REP/HARERA/GGM/2018/18 dated 15.06.2021
Haryana,RC/REP/HARERA/GGM/270 of 20l7/7(3)/40/2023/17
Haryana,RC/REP/HARERA/GGM/307/39/2019/01
Haryana,RC/REP/HARERA/GGM/317/49/2019/11
Haryana,RC/REP/HARERA/GGM/320/52/2019/14
Haryana,RC/REP/HARERA/GGM/329/61/2019/23
Haryana,RC/REP/HARERA/GGM/335/67/2019/29
Haryana,RC/REP/HARERA/GGM/336/68/2019/30
Haryana,RC/REP/HARERA/GGM/345/77/2019/39
Haryana,RC/REP/HARERA/GGM/346/78/2019/40
Haryana,RC/REP/HARERA/GGM/352/84/2019/46
Haryana,RC/REP/HARERA/GGM/358/90/2019/52
Haryana,RC/REP/HARERA/GGM/36/2018
Haryana,RC/REP/HARERA/GGM/487/219/2021/55
Haryana,RC/REP/HARERA/GGM/733/465/2023/77
Haryana,RC/REP/HARERA/GGM/772/504/2023/116
Haryana,RC/REP/HARERA/GGM/869/601/2024/96
Haryana,RC/REP/HARERA/GGM/885/617/2024/112
Haryana,RC/REP/HARERA/GGM/901/633/2025/04
Haryana,RC/REP/HRERA/GGM/850/582/2024/77
Haryana,RC/REP/YHARERA/GGM/585/317/2022/150DATED29.08.2022
Assam,RERAA DU 32 of 2024-25
Assam,RERAA JO 36 OF 2023-2024
Assam,RERAA KM 42 A OF 2021-22
Assam,RERAA KM 43 A OF 2021-22
Assam,RERAAJO18OF2022-2023
Assam,RERAAKM 14 OF 2021
Assam,RERAAKM 33 OF 2021
Assam,RERAAKM 40 OF 2021
Assam,RERAAKM 42 OF 2021
Assam,RERAAKM 43 OF 2021
Assam,RERAAKM165OF2021
Bihar,RERAP04082021160002-2
Tamil Nadu,TN / 01 / Building / 0095 / 2018
Tamil Nadu,TN / 01 /Layout/0188/2024
Tamil Nadu,TN/01/ Building/ 0245/2022
Tamil Nadu,TN/01/ Building/ 0246/2022
Tamil Nadu,TN/01/Building/0497/2022 dated 05/12/2022
Tamil Nadu,TN/02/Building/0065/2022 dated 22/02/2022
Tamil Nadu,TN/02/Building/0086/2023 dated 20/02/2023
Tamil Nadu,TN/02/Building/0467/2020 dated 18/12/2020
Tamil Nadu,TN/02/Layout/4178/2022dated26/05/2022
Tamil Nadu,TN/1/Regularisation-Layout/0848/2023
Tamil Nadu,TN/1/Regularisation-Layout/0859/2023
Tamil Nadu,TN/11/Building/0090/2021 dated 29/03/2021
Tamil Nadu,TN/11/Building/0129/2022dated22/04/2022
Tamil Nadu,TN/16/Building/0094/2022dated30/03/2022
Tamil Nadu,TN/16/Building/0104/2021 dated 05/04/2021
Tamil Nadu,TN/2/Regularisation-Layout/0934/2023
Tamil Nadu,TN/20/Building/0294/2023 dated 05/07/2023
Tamil Nadu,TN/20/Building/414/2023 dated 06/10/2023
Tamil Nadu,TN/20/Regularisation-Layout/0944/2024
Tamil Nadu,TN/20/Regularisation-Layout/1055/2022 dated 08/03/2022
Tamil Nadu,TN/29/Building/0008/2023 dated 04/01/2023
Tamil Nadu,TN/29/Building/0009/2023 dated 04/01/2023
Tamil Nadu,TN/29/Building/0010/2023 dated 04/01/2023
Tamil Nadu,TN/29/Building/0038/2022 dated 28/01/2022
Tamil Nadu,TN/29/Building/0154/2020 dated 20/03/2020
Tamil Nadu,TN/29/Building/0175/2022dated20/05/2022
Tamil Nadu,TN/29/Building/0341/2021 dated 01/10/2021
Tamil Nadu,TN/29/Building/318/2021 dated 21/09/2021
Karnataka,TN/30/Layout/2758/2024
Tamil Nadu,TN/35/Building/0053/2024 dated 13/02/2024
Tamil Nadu,TN/35/Building/0435/2023 dated 19/10/2023
Tamil Nadu,TN/35/Regularisation-Layout/0224/2024
Tamil Nadu,TN/35/Regularisation-Layout/0225/2024
Tamil Nadu,TN/35/Regularisation-Layout/0226/2024
Tamil Nadu,TN/35/Regularisation-Layout/0227/2024
Tamil Nadu,TN/35/Regularisation-Layout/0228/2024
Tamil Nadu,TN/35/Regularisation-Layout/0229/2024
Tamil Nadu,TN/35/Regularisation-Layout/0230/2024
Karnataka,TOR/PRM/KA/RERA/1250/301/PR/221116/001916
Karnataka,TOR/PRM/KA/RERA/1251/309/PR/221116/000068
Karnataka,TOR/PRM/KA/RERA/1251/310/PR/230120/001682
Karnataka,TOR/PRM/KA/RERA/1251/446/PR/230419/001674
West Bengal,WBRERA/P/BAN/2024/002064
West Bengal,WBRERA/P/JAL/2023/000230
West Bengal,WBRERA/P/JAL/2023/000325
West Bengal,WBRERA/P/MAL/2024/002105
West Bengal,WBRERA/P/PAS/2024/001357
West Bengal,WBRERA/P/PAS/2024/002109
West Bengal,WBRERA/P/PUR/2023/000157
Gujarat,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06829/040320
Rajasthan,RAJ/P/2021/1430
Haryana,08 OF 2018
Haryana,148 OF 2017
Haryana,275 OF 2017
Haryana,GGM/401/133/2020/17
Haryana,GGM/413/145/2020/29
Haryana,GGM/478/210/2021/46DATED27.07.2021
Haryana,GGM/588/320/2022/63
Haryana,GGM/716/448/2023/60
West Bengal,HIRA/P/SOU/2020/000874
Haryana,HRERA-55OF2017
Haryana,HRERA-PKL-RWR-207-2020
Gujarat,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09476/151221
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA08159/090321
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA02798/A1R/110219
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA06438/091219
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09500/181221
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA01279/100118
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07345/EX1/020424/300624
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA00246/250917
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA10114/290422
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA05581/EX1/020724/301124
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA09624/311221
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA08993/070921
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09922/190322
Rajasthan,RAJ/P/2017/054
Rajasthan,RAJ/P/2017/163
Rajasthan,RAJ/P/2020/1407
Haryana,RC/REP/HARERA/GGM/2018/04
Haryana,RC/REP/HARERA/GGM/349/81/2019/43
Karnataka,RM/KA/RERA/1251/309/PR/290822/005198
Tamil Nadu,TN/29/Building/0155/2022dated10/05/2022
Tamil Nadu,TN/35/Regularisation-Layout/0223/2024
Karnataka,TOR/PRM/KA/RERA/1251/309/PR/211028/002104
