state,unmatched_registration_number,closest_template_match
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12447/131023,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12573/011123,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12715/161123,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12948/170224/310127,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA00493/171017,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA04138/271118,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07053/EX1/230724/310525,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07338/140820,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07393/280820,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07650/091120,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA08400/030521,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA08686/280621,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09078/200921,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09268/301021,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09387/301121,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09534/241221,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09578/271221,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA10769/131022,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA10898/111122,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA11316/030323,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA11720/050523,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA12069/040723,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA12448/131023,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA13290/090424/300428,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/Others/MAA10450/140722,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13008/210224/300627,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13809/080724/311228,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13821/080724/300328,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13907/290724/311227,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14211/300924/300628,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14399/121124/310328,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14409/141124/310728,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14658/070125/311228,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MN187AA10087/150922,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MN292AA10192/020123,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13665/100624/310329,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RN49AA09949/310522,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14610/301224/301228,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/RAA01901/A1R/280225/300626
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MN96AA09996/270622,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/RAA01901/A1R/280225/300626
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/RAA12729/030124/300627,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/RAA01901/A1R/280225/300626
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/MAA13311/120424/311229,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/MN174AA10074/090922,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/MN174AA10074/A1M/201223,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/RAA13853/160724/311229,PR/GJ/RAJKOT/RAJKOT/Rajkot Municipal Corporation/MAA14049/280824/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00039/310817,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00218/210917,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA08016/060221,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09817/150222,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA10397/050722,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA10524/010822,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA10524/A1M/290124/311225,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA11474/160323,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00340/EX1/200219,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00427/131017,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00577/021117,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01518/030218,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01519/030218,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01522/EX1/311218,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA08011/EX1/260224/280225  View scanned Document,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA10949/191122,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11288/020323,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00004/A1M/121218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AHMEDABAD URBAN DEVELOPMENT AUTHORITY/MAA12900/080224/300627,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917
Gujarat,PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA13079/060324/311227,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/RAA01901/A1R/280225/300626
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA01865/A1M/031219,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA04910/250219
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA05754/A1M/101120,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA07874/050121,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA08630/170621,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09148/111021,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09251/291021,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA04910/250219
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09396/011221,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09626/A1M/080422,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA10293/A1M/140323,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA11869/290523,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA11896/020623,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA12621/101123,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/PAA00361/061017,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA07154/170620
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06528/EX1/280922,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06528/EX2/A1R/260523
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06528/EX2/010223,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06528/EX2/A1R/260523
Gujarat,PR/GJ/ANAND/ANAND/Others/RAA11392/060323,PR/GJ/RAJKOT/RAJKOT/Others/RAA12607/081123
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA00673/EX1/071218,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA00388/091017
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA01279/A1M/010921,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA04324/A1R/211021
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA01279/A1M/EX1/030424/270125,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA04324/A1R/211021
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA09056/150921,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA00388/091017
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MN330AA10230/310323,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MN38AA09938/230522,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13092/A1R/141024/300628,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13673/120624/311227,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA14134/180924/300928,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA10275/201223/311229,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12154/A1M/260924/310727,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12906/120224/311228,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12917/120224/311228,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12925/120224/311028,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA13377/230424/311228,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA14215/031024/310328,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/RAA13500/140524/311227,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/RN363AA10263/181023,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA13896/290724/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarUrbanDevelopmentAuthority/RAA13603/310524/311230,PR/GJ/GANDHINAGAR/GANDHINAGAR/GIFT Urban Development Authority/RN209AA10109/011022
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GIFTUrbanDevelopmentAuthority/RAA13206/300324/311230,PR/GJ/GANDHINAGAR/GANDHINAGAR/GIFT Urban Development Authority/RN209AA10109/011022
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA03405/A1M/EX1/040522,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07212/A1M/060421,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA09919/A1M/180423,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA05158/EX1/180924/290925,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA07301/100820,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA09000/070921,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA09353/221121,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA10315/130622,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA10931/161122,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA11904/030623,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA12307/250923,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA12149/170823
Gujarat,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA00455/141017,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA00023/EX1/100119
Gujarat,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA00507/A1R/280921,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA00023/EX1/100119
Gujarat,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA09873/280222,PR/GJ/GANDHINAGAR/KALOL/AUDA/MAA00023/EX1/100119
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA02764/310518,PR/GJ/SURAT/CHORASI/SUDA/RAA06320/A2R/060523
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA06320/111119,PR/GJ/SURAT/CHORASI/SUDA/RAA06320/A2R/060523
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA09560/261221,PR/GJ/SURAT/CHORASI/SUDA/RAA06320/A2R/060523
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA10610/300822,PR/GJ/SURAT/CHORASI/SUDA/RAA06320/A2R/060523
Gujarat,PR/GJ/SURAT/SURAT CITY/Others/RAA11954/130623,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA06106/260919,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA06106/A1R/281221,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA11704/020523,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA02816/A1R/EX1/121022,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA03127/090718,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA10183/110522,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA11888/020623,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12080/050723,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12102/060723,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12269/010923,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12531/251023,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12759/080124/311229,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA05733/A1R/310524/301124,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA12987/200224/311229,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13529/200524/101029,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA14333/281024/311229,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN107AA10007/A1R/271023,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN15AA09915/250422,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN194AA10094/190922,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN198AA10098/220922,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN198AA10098/A1R/200323,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN247AA10147/121122,PR/GJ/SURAT/OLPAD/Surat Municipal Corporation/RAA14569/231224/311229
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA10670/190922,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA11565/060423,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA12201/290823,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA12331/290923,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA00162/A1R/EX2/310824/311224,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA02816/A1R/170519,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA02816/EX2/EX1/191023,PR/GJ/SURAT/SURAT CITY/SUDA/RAA01941/EX1/A1R/140622
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA03437/180918,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA05733/160719,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA05825/030819,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA06461/121219,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA07721/A1R/260523,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA09293/031121,PR/GJ/SURAT/SURAT CITY/SUDA/RAA06461/A1R/301122
