XID,Project Name,Unit Type,Area,Price,Area Type
416806,Basil Maximus,2 BHK 789 Sq. Ft. Apartment,789 Sq. Ft.,Rs 82.55 Lac,(Carpet)
416806,Basil Maximus,3 BHK 1021 Sq. Ft. Apartment,1021 Sq. Ft.,Rs 1.04 Cr,(Carpet)
416806,Basil Maximus,3 BHK 1174 Sq. Ft. Apartment,1174 Sq. Ft.,Rs 1.19 Cr,(Carpet)
416806,Basil Maximus,3 BHK 1126 Sq. Ft. Apartment,1126 Sq. Ft.,Rs 1.14 Cr,(Carpet)
416806,Basil Maximus,284 Sq. Ft. Retail Shop,284 Sq. Ft.,Price on Request,(Carpet)
371964,Nyati Exuberance 1,2 BHK 701 Sq. Ft. Apartment,701 Sq. Ft.,Rs 60.46 L,(Carpet)
410862,Nyati Emerald,2 BHK 838 Sq. Ft. Apartment,838 Sq. Ft.,Rs 1.12 Cr,(Carpet)
410862,Nyati Emerald,3 BHK 1213 Sq. Ft. Apartment,1213 Sq. Ft.,Rs 1.62 Cr,(Carpet)
410862,Nyati Emerald,1498 Sq. Ft. Office Space,1498 Sq. Ft.,Price on Request,(Carpet)
410862,Nyati Emerald,584 Sq. Ft. Retail Shop,584 Sq. Ft.,Price on Request,(Carpet)
227305,Kohinoor Courtyard One,2 BHK 576 Sq. Ft. Apartment,576 Sq. Ft.,Rs 69.14 Lac,(Carpet)
227305,Kohinoor Courtyard One,2 BHK 645 Sq. Ft. Apartment,645 Sq. Ft.,Rs 77.42 Lac,(Carpet)
227305,Kohinoor Courtyard One,3 BHK 749 Sq. Ft. Apartment,749 Sq. Ft.,Rs 89.91 Lac,(Carpet)
227305,Kohinoor Courtyard One,3 BHK 958 Sq. Ft. Apartment,958 Sq. Ft.,Rs 1.15 Cr,(Carpet)
385408,Nyati Era,1 BHK 393 Sq. Ft. Apartment,393 Sq. Ft.,Rs 33.79 L,(Carpet)
385408,Nyati Era,1 BHK 579 Sq. Ft. Apartment,579 Sq. Ft.,Rs 49.79 L,(Carpet)
385408,Nyati Era,2 BHK 686 Sq. Ft. Apartment,686 Sq. Ft.,Rs 58.99 L,(Carpet)
385408,Nyati Era,2 BHK 699 Sq. Ft. Apartment,699 Sq. Ft.,Rs 60.11 L,(Carpet)
385408,Nyati Era,3 BHK 1036 Sq. Ft. Apartment,1036 Sq. Ft.,Rs 89.09 L,(Carpet)
421806,Mantra Magnus,1 BHK 605 Sq. Ft. Apartment,605 Sq. Ft.,Rs 75.00 Lac,(Carpet)
421806,Mantra Magnus,2 BHK 888 Sq. Ft. Apartment,888 Sq. Ft.,Rs 1.15 Cr,(Carpet)
421806,Mantra Magnus,3 BHK 1134 Sq. Ft. Apartment,1134 Sq. Ft.,Rs 1.45 Cr,(Carpet)
421806,Mantra Magnus,3 BHK 1358 Sq. Ft. Apartment,1358 Sq. Ft.,Rs 1.65 Cr,(Carpet)
421806,Mantra Magnus,4 BHK 1738 Sq. Ft. Apartment,1738 Sq. Ft.,Rs 2.20 Cr,(Carpet)
421806,Mantra Magnus,5 BHK 3037 Sq. Ft. Villa,3037 Sq. Ft.,Rs 4.90 Cr,(Carpet)
421806,Mantra Magnus,906 Sq. Ft. Retail Shop,906 Sq. Ft.,Rs 3.42 Cr,(Carpet)
412253,VTP Flamante,2 BHK 762 Sq. Ft. Apartment,762 Sq. Ft.,Rs 93.00 Lac,(Carpet)
412253,VTP Flamante,2 BHK 849 Sq. Ft. Apartment,849 Sq. Ft.,Rs 1.04 Cr,(Carpet)
412253,VTP Flamante,3 BHK 1062 Sq. Ft. Apartment,1062 Sq. Ft.,Rs 1.35 Cr,(Carpet)
412253,VTP Flamante,3 BHK 1230 Sq. Ft. Apartment,1230 Sq. Ft.,Rs 1.60 Cr,(Carpet)
412253,VTP Flamante,4 BHK 1793 Sq. Ft. Apartment,1793 Sq. Ft.,Rs 2.24 Cr,(Carpet)
411200,Kolte Patil 24K Altura,3 BHK 1136 Sq. Ft. Apartment,1136 Sq. Ft.,Rs 1.98 Cr,(Carpet)
411200,Kolte Patil 24K Altura,3 BHK 1374 Sq. Ft. Apartment,1374 Sq. Ft.,Rs 2.40 Cr,(Carpet)
411200,Kolte Patil 24K Altura,4 BHK 1695 Sq. Ft. Apartment,1695 Sq. Ft.,Rs 2.70 Cr,(Carpet)
411200,Kolte Patil 24K Altura,4 BHK 2166 Sq. Ft. Apartment,2166 Sq. Ft.,Rs 3.05 Cr,(Carpet)
398586,Ceratec Presidential Towers,2 BHK 727 Sq. Ft. Apartment,727 Sq. Ft.,Rs 86.00 Lac,(Carpet)
398586,Ceratec Presidential Towers,2 BHK 792 Sq. Ft. Apartment,792 Sq. Ft.,Rs 93.69 Lac,(Carpet)
398586,Ceratec Presidential Towers,3 BHK 1031 Sq. Ft. Apartment,1031 Sq. Ft.,Rs 1.21 Cr,(Carpet)
398586,Ceratec Presidential Towers,3 BHK 971 Sq. Ft. Apartment,971 Sq. Ft.,Rs 1.14 Cr,(Carpet)
4700,Lodha Bella Vita,2 BHK 720 Sq. Ft. Apartment,720 Sq. Ft.,Rs 98.14 Lac,(Carpet)
4700,Lodha Bella Vita,2 BHK 741 Sq. Ft. Apartment,741 Sq. Ft.,Rs 1.01 Cr,(Carpet)
4700,Lodha Bella Vita,3 BHK 935 Sq. Ft. Apartment,935 Sq. Ft.,Rs 1.27 Cr,(Carpet)
4700,Lodha Bella Vita,3 BHK 1005 Sq. Ft. Apartment,1005 Sq. Ft.,Rs 1.37 Cr,(Carpet)
4700,Lodha Bella Vita,4 BHK 1490 Sq. Ft. Apartment,1490 Sq. Ft.,Rs 2.03 Cr,(Carpet)
4700,Lodha Bella Vita,5 BHK 2134 Sq. Ft. Apartment,2134 Sq. Ft.,Rs 2.91 Cr,(Carpet)
429431,Basil Vrundavan,2 BHK 747 Sq. Ft. Apartment,747 Sq. Ft.,Rs 81.00 Lac,(Carpet)
429431,Basil Vrundavan,2 BHK 755 Sq. Ft. Apartment,755 Sq. Ft.,Rs 81.87 Lac,(Carpet)
429431,Basil Vrundavan,3 BHK 1046 Sq. Ft. Apartment,1046 Sq. Ft.,Rs 1.13 Cr,(Carpet)
429431,Basil Vrundavan,3 BHK 1105 Sq. Ft. Apartment,1105 Sq. Ft.,Rs 1.20 Cr,(Carpet)
326299,VTP Blue Waters,1 BHK 429 Sq. Ft. Apartment,429 Sq. Ft.,Rs 44.05 L,(Carpet)
326299,VTP Blue Waters,2 BHK 800 Sq. Ft. Apartment,800 Sq. Ft.,Rs 82.15 L,(Carpet)
326299,VTP Blue Waters,2 BHK 806 Sq. Ft. Apartment,806 Sq. Ft.,Rs 82.76 L,(Carpet)
326299,VTP Blue Waters,3 BHK 1193 Sq. Ft. Apartment,1193 Sq. Ft.,Rs 1.22 Cr,(Carpet)
326299,VTP Blue Waters,3 BHK 1005 Sq. Ft. Apartment,1005 Sq. Ft.,Rs 1.03 Cr,(Carpet)
326299,VTP Blue Waters,3 BHK 1236 Sq. Ft. Apartment,1236 Sq. Ft.,Rs 1.26 Cr,(Carpet)
326299,VTP Blue Waters,290 Sq. Ft. Retail Shop,290 Sq. Ft.,Rs 29.78 L,(Carpet)
423182,Pristine O2 World,2 BHK 811 Sq. Ft. Apartment,811 Sq. Ft.,Rs 95.00 Lac,(Carpet)
423182,Pristine O2 World,3 BHK 991 Sq. Ft. Apartment,991 Sq. Ft.,Rs 1.16 Cr,(Carpet)
423182,Pristine O2 World,3 BHK 1103 Sq. Ft. Apartment,1103 Sq. Ft.,Rs 1.29 Cr,(Carpet)
423182,Pristine O2 World,4 BHK 1393 Sq. Ft. Apartment,1393 Sq. Ft.,Rs 1.63 Cr,(Carpet)
423182,Pristine O2 World,4 BHK 1688 Sq. Ft. Apartment,1688 Sq. Ft.,Rs 1.98 Cr,(Carpet)
388179,VTP Bellissimo,1 BHK 473 Sq. Ft. Apartment,473 Sq. Ft.,Rs 55.00 Lac,(Carpet)
388179,VTP Bellissimo,2 BHK 615 Sq. Ft. Apartment,615 Sq. Ft.,Rs 72.00 Lac,(Carpet)
388179,VTP Bellissimo,2 BHK 845 Sq. Ft. Apartment,845 Sq. Ft.,Rs 98.45 Lac,(Carpet)
388179,VTP Bellissimo,3 BHK 900 Sq. Ft. Apartment,900 Sq. Ft.,Rs 1.35 Cr,(Carpet)
388179,VTP Bellissimo,3 BHK 1445 Sq. Ft. Apartment,1445 Sq. Ft.,Rs 21.68 Lac,(Carpet)
408305,Ram India Address One,3 BHK 1101 Sq. Ft. Apartment,1101 Sq. Ft.,Rs 1.95 Cr,(Carpet)
408305,Ram India Address One,3 BHK 1173 Sq. Ft. Apartment,1173 Sq. Ft.,Rs 2.06 Cr,(Carpet)
408305,Ram India Address One,4 BHK 1415 Sq. Ft. Apartment,1415 Sq. Ft.,Rs 2.51 Cr,(Carpet)
386817,Shevi Utopia Gold,2 BHK 664 Sq. Ft. Apartment,664 Sq. Ft.,Rs 54.00 Lac,(Carpet)
386817,Shevi Utopia Gold,2 BHK 707 Sq. Ft. Apartment,707 Sq. Ft.,Rs 57.50 Lac,(Carpet)
435139,Lohia Jain The Reserve,3 BHK 1243 Sq. Ft. Apartment,1243 Sq. Ft.,Rs 2.10 Cr,(Carpet)
435139,Lohia Jain The Reserve,3 BHK 1417 Sq. Ft. Apartment,1417 Sq. Ft.,Rs 2.41 Cr,(Carpet)
435139,Lohia Jain The Reserve,4 BHK 2482 Sq. Ft. Apartment,2482 Sq. Ft.,Rs 4.20 Cr,(Carpet)
435139,Lohia Jain The Reserve,4 BHK 2698 Sq. Ft. Apartment,2698 Sq. Ft.,Rs 4.75 Cr,(Carpet)
70384,Pride World City,2 BHK 441 Sq. Ft. Apartment,441 Sq. Ft.,Rs 32.91 L,(Carpet)
70384,Pride World City,2 BHK 725 Sq. Ft. Apartment,725 Sq. Ft.,Rs 54.10 L,(Carpet)
70384,Pride World City,3 BHK 950 Sq. Ft. Apartment,950 Sq. Ft.,Rs 70.89 L,(Carpet)
70384,Pride World City,3 BHK 1056 Sq. Ft. Apartment,1056 Sq. Ft.,Rs 78.80 L,(Carpet)
70384,Pride World City,3 BHK 1472 Sq. Ft. Apartment,1472 Sq. Ft.,Rs 1.09 Cr,(Carpet)
70384,Pride World City,4 BHK 2260 Sq. Ft. Apartment,2260 Sq. Ft.,Rs 1.68 Cr,(Carpet)
70384,Pride World City,338 Sq. Ft. Retail Shop,338 Sq. Ft.,Rs 25.22 L,(Carpet)
114901,Pethkar Siyona,2 BHK 708 Sq. Ft. Apartment,708 Sq. Ft.,Rs 48.18 L,(Carpet)
114901,Pethkar Siyona,2 BHK 769 Sq. Ft. Apartment,769 Sq. Ft.,Rs 52.33 L,(Carpet)
114901,Pethkar Siyona,3 BHK 872 Sq. Ft. Apartment,872 Sq. Ft.,Rs 59.34 L,(Carpet)
114901,Pethkar Siyona,3 BHK 1003 Sq. Ft. Apartment,1003 Sq. Ft.,Rs 68.26 L,(Carpet)
412358,Kohinoor Famville,2 BHK 702 Sq. Ft. Apartment,702 Sq. Ft.,Rs 75.00 Lac,(Carpet)
412358,Kohinoor Famville,2 BHK 792 Sq. Ft. Apartment,792 Sq. Ft.,Rs 84.60 Lac,(Carpet)
412358,Kohinoor Famville,3 BHK 927 Sq. Ft. Apartment,927 Sq. Ft.,Rs 97.00 Lac,(Carpet)
412358,Kohinoor Famville,3 BHK 1071 Sq. Ft. Apartment,1071 Sq. Ft.,Rs 1.16 Cr,(Carpet)
430372,Godrej River Crest,3 BHK 1379 Sq. Ft. Apartment,1379 Sq. Ft.,Rs 2.00 Cr,(Carpet)
430372,Godrej River Crest,3 BHK 1492 Sq. Ft. Apartment,1492 Sq. Ft.,Rs 2.16 Cr,(Carpet)
430372,Godrej River Crest,4 BHK 1726 Sq. Ft. Apartment,1726 Sq. Ft.,Rs 2.50 Cr,(Carpet)
386131,Venkatesh Erandwane Central,2 BHK 511 Sq. Ft. Apartment,511 Sq. Ft.,Rs 1.21 Cr,(Carpet)
386131,Venkatesh Erandwane Central,2 BHK 778 Sq. Ft. Apartment,778 Sq. Ft.,Rs 1.84 Cr,(Carpet)
386131,Venkatesh Erandwane Central,3 BHK 979 Sq. Ft. Apartment,979 Sq. Ft.,Rs 2.50 Cr,(Carpet)
386131,Venkatesh Erandwane Central,3 BHK 1084 Sq. Ft. Apartment,1084 Sq. Ft.,Rs 2.77 Cr,(Carpet)
386131,Venkatesh Erandwane Central,4 BHK 1576 Sq. Ft. Apartment,1576 Sq. Ft.,Rs 4.20 Cr,(Carpet)
386131,Venkatesh Erandwane Central,3330 Sq. Ft. Office Space,3330 Sq. Ft.,Price on Request,(Carpet)
386131,Venkatesh Erandwane Central,1712 Sq. Ft. Retail Shop,1712 Sq. Ft.,Price on Request,(Carpet)
319475,Adani Atelier Greens,1 BHK 510 Sq. Ft. Apartment,510 Sq. Ft.,Rs 75.15 L,(Carpet)
319475,Adani Atelier Greens,1 BHK 663 Sq. Ft. Apartment,663 Sq. Ft.,Rs 97.70 L,(Carpet)
319475,Adani Atelier Greens,2 BHK 1102 Sq. Ft. Apartment,1102 Sq. Ft.,Rs 1.62 Cr,(Carpet)
319475,Adani Atelier Greens,2 BHK 785 Sq. Ft. Apartment,785 Sq. Ft.,Rs 1.15 Cr,(Carpet)
319475,Adani Atelier Greens,2 BHK 855 Sq. Ft. Apartment,855 Sq. Ft.,Rs 1.26 Cr,(Carpet)
319475,Adani Atelier Greens,2 BHK 912 Sq. Ft. Apartment,912 Sq. Ft.,Rs 1.34 Cr,(Carpet)
319475,Adani Atelier Greens,2 BHK 1179 Sq. Ft. Apartment,1179 Sq. Ft.,Rs 1.73 Cr,(Carpet)
319475,Adani Atelier Greens,3 BHK 1329 Sq. Ft. Apartment,1329 Sq. Ft.,Rs 1.95 Cr,(Carpet)
319475,Adani Atelier Greens,3 BHK 1474 Sq. Ft. Apartment,1474 Sq. Ft.,Rs 2.17 Cr,(Carpet)
319475,Adani Atelier Greens,3 BHK 1694 Sq. Ft. Apartment,1694 Sq. Ft.,Rs 2.49 Cr,(Carpet)
386756,Mantra Mirari,2 BHK 849 Sq. Ft. Apartment,849 Sq. Ft.,Rs 1.11 Cr,(Carpet)
386756,Mantra Mirari,2 BHK 895 Sq. Ft. Apartment,895 Sq. Ft.,Rs 1.17 Cr,(Carpet)
386756,Mantra Mirari,3 BHK 1103 Sq. Ft. Apartment,1103 Sq. Ft.,Rs 1.45 Cr,(Carpet)
386756,Mantra Mirari,4 BHK 1649 Sq. Ft. Apartment,1649 Sq. Ft.,Rs 2.16 Cr,(Carpet)
386756,Mantra Mirari,4 BHK 1916 Sq. Ft. Apartment,1916 Sq. Ft.,Rs 2.51 Cr,(Carpet)
100595,Goel Ganga Legend,1 BHK 359 Sq. Ft. Apartment,359 Sq. Ft.,Rs 51.15 L,(Carpet)
100595,Goel Ganga Legend,2 BHK 414 Sq. Ft. Apartment,414 Sq. Ft.,Rs 58.98 L,(Carpet)
100595,Goel Ganga Legend,3 BHK 824 Sq. Ft. Apartment,824 Sq. Ft.,Rs 1.17 Cr,(Carpet)
100595,Goel Ganga Legend,3 BHK 840 Sq. Ft. Apartment,840 Sq. Ft.,Rs 1.19 Cr,(Carpet)
100595,Goel Ganga Legend,3 BHK 972 Sq. Ft. Apartment,972 Sq. Ft.,Rs 1.38 Cr,(Carpet)
100595,Goel Ganga Legend,3 BHK 1250 Sq. Ft. Apartment,1250 Sq. Ft.,Rs 1.78 Cr,(Carpet)
100595,Goel Ganga Legend,3 BHK 1380 Sq. Ft. Apartment,1380 Sq. Ft.,Rs 1.96 Cr,(Carpet)
100595,Goel Ganga Legend,3 BHK 1440 Sq. Ft. Apartment,1440 Sq. Ft.,Rs 2.05 Cr,(Carpet)
122341,Purva Silversands,1 BHK 358 Sq. Ft. Apartment,358 Sq. Ft.,Rs 70.38 Lac,(Carpet)
122341,Purva Silversands,1 BHK 426 Sq. Ft. Apartment,426 Sq. Ft.,Rs 83.75 Lac,(Carpet)
122341,Purva Silversands,2 BHK 529 Sq. Ft. Apartment,529 Sq. Ft.,Rs 1.04 Cr,(Carpet)
122341,Purva Silversands,2 BHK 790 Sq. Ft. Apartment,790 Sq. Ft.,Rs 1.55 Cr,(Carpet)
122341,Purva Silversands,3 BHK 816 Sq. Ft. Apartment,816 Sq. Ft.,Rs 1.60 Cr,(Carpet)
122341,Purva Silversands,3 BHK 927 Sq. Ft. Apartment,927 Sq. Ft.,Rs 1.82 Cr,(Carpet)
20852,Pharande Puneville,2 BHK 624 Sq. Ft. Apartment,624 Sq. Ft.,Rs 77.03 L,(Carpet)
20852,Pharande Puneville,2 BHK 1011 Sq. Ft. Apartment,1011 Sq. Ft.,Rs 1.24 Cr,(Carpet)
20852,Pharande Puneville,2 BHK 552 Sq. Ft. Apartment,552 Sq. Ft.,Rs 68.14 L,(Carpet)
20852,Pharande Puneville,2 BHK 656 Sq. Ft. Apartment,656 Sq. Ft.,Rs 80.98 L,(Carpet)
20852,Pharande Puneville,2 BHK 603 Sq. Ft. Apartment,603 Sq. Ft.,Rs 74.44 L,(Carpet)
20852,Pharande Puneville,2 BHK 599 Sq. Ft. Apartment,599 Sq. Ft.,Rs 73.95 L,(Carpet)
20852,Pharande Puneville,2 BHK 602 Sq. Ft. Apartment,602 Sq. Ft.,Rs 74.32 L,(Carpet)
20852,Pharande Puneville,2 BHK 625 Sq. Ft. Apartment,625 Sq. Ft.,Rs 77.16 L,(Carpet)
20852,Pharande Puneville,2 BHK 658 Sq. Ft. Apartment,658 Sq. Ft.,Rs 81.23 L,(Carpet)
20852,Pharande Puneville,2 BHK 728 Sq. Ft. Apartment,728 Sq. Ft.,Rs 89.87 L,(Carpet)
20852,Pharande Puneville,3 BHK 1013 Sq. Ft. Apartment,1013 Sq. Ft.,Rs 1.25 Cr,(Carpet)
20852,Pharande Puneville,3 BHK 900 Sq. Ft. Apartment,900 Sq. Ft.,Rs 1.11 Cr,(Carpet)
20852,Pharande Puneville,3 BHK 901 Sq. Ft. Apartment,901 Sq. Ft.,Rs 1.11 Cr,(Carpet)
20852,Pharande Puneville,4 BHK 1519 Sq. Ft. Apartment,1519 Sq. Ft.,Rs 1.87 Cr,(Carpet)
371185,Divine Palm Springs,1 BHK 354 Sq. Ft. Apartment,354 Sq. Ft.,Rs 40.86 L,(Carpet)
371185,Divine Palm Springs,1 BHK 411 Sq. Ft. Apartment,411 Sq. Ft.,Rs 47.44 L,(Carpet)
371185,Divine Palm Springs,2 BHK 750 Sq. Ft. Apartment,750 Sq. Ft.,Rs 86.58 L,(Carpet)
371185,Divine Palm Springs,2 BHK 825 Sq. Ft. Apartment,825 Sq. Ft.,Rs 95.23 L,(Carpet)
371185,Divine Palm Springs,3 BHK 1007 Sq. Ft. Apartment,1007 Sq. Ft.,Rs 1.16 Cr,(Carpet)
388275,Aishwaryam Insignia,1 BHK 416 Sq. Ft. Apartment,416 Sq. Ft.,Rs 36.59 Lac,(Carpet)
388275,Aishwaryam Insignia,1 BHK 449 Sq. Ft. Apartment,449 Sq. Ft.,Rs 39.49 Lac,(Carpet)
388275,Aishwaryam Insignia,2 BHK 628 Sq. Ft. Apartment,628 Sq. Ft.,Rs 55.23 Lac,(Carpet)
388275,Aishwaryam Insignia,2 BHK 635 Sq. Ft. Apartment,635 Sq. Ft.,Rs 55.85 Lac,(Carpet)
9584,Kasturi Eon Homes,2 BHK 839 Sq. Ft. Apartment,839 Sq. Ft.,Rs 91.31 L,(Carpet)
9584,Kasturi Eon Homes,3 BHK 973 Sq. Ft. Apartment,973 Sq. Ft.,Rs 1.05 Cr,(Carpet)
9584,Kasturi Eon Homes,3 BHK 1150 Sq. Ft. Apartment,1150 Sq. Ft.,Rs 1.25 Cr,(Carpet)
405131,Lodha Panache,2 BHK 862 Sq. Ft. Apartment,862 Sq. Ft.,Rs 1.20 Cr,(Carpet)
405131,Lodha Panache,2 BHK 883 Sq. Ft. Apartment,883 Sq. Ft.,Rs 1.25 Cr,(Carpet)
405131,Lodha Panache,3 BHK 1122 Sq. Ft. Apartment,1122 Sq. Ft.,Rs 1.60 Cr,(Carpet)
405131,Lodha Panache,3 BHK 1133 Sq. Ft. Apartment,1133 Sq. Ft.,Rs 1.62 Cr,(Carpet)
405131,Lodha Panache,4 BHK 1744 Sq. Ft. Apartment,1744 Sq. Ft.,Rs 2.40 Cr,(Carpet)
382837,Pride Purple Park Titan,2 BHK 652 Sq. Ft. Apartment,652 Sq. Ft.,Rs 77.57 Lac,(Carpet)
382837,Pride Purple Park Titan,2 BHK 790 Sq. Ft. Apartment,790 Sq. Ft.,Rs 94.00 Lac,(Carpet)
382837,Pride Purple Park Titan,3 BHK 988 Sq. Ft. Apartment,988 Sq. Ft.,Rs 1.12 Cr,(Carpet)
382837,Pride Purple Park Titan,3 BHK 1063 Sq. Ft. Apartment,1063 Sq. Ft.,Rs 1.21 Cr,(Carpet)
428235,Kohinoor Central Park,2 BHK 803 Sq. Ft. Apartment,803 Sq. Ft.,Rs 91.00 Lac,(Carpet)
428235,Kohinoor Central Park,2 BHK 725 Sq. Ft. Apartment,725 Sq. Ft.,Rs 83.00 Lac,(Carpet)
428235,Kohinoor Central Park,3 BHK 955 Sq. Ft. Apartment,955 Sq. Ft.,Rs 1.09 Cr,(Carpet)
428235,Kohinoor Central Park,3 BHK 1087 Sq. Ft. Apartment,1087 Sq. Ft.,Rs 1.29 Cr,(Carpet)
413028,Krisala 41 Zillenia,2 BHK 722 Sq. Ft. Apartment,722 Sq. Ft.,Rs 68.00 Lac,(Carpet)
413028,Krisala 41 Zillenia,2 BHK 753 Sq. Ft. Apartment,753 Sq. Ft.,Rs 71.00 Lac,(Carpet)
413028,Krisala 41 Zillenia,3 BHK 904 Sq. Ft. Apartment,904 Sq. Ft.,Rs 89.00 Lac,(Carpet)
413028,Krisala 41 Zillenia,3 BHK 918 Sq. Ft. Apartment,918 Sq. Ft.,Rs 91.50 Lac,(Carpet)
393900,Eka Elitas,2 BHK 849 Sq. Ft. Apartment,849 Sq. Ft.,Rs 1.45 Cr,(Carpet)
393900,Eka Elitas,3 BHK 1249 Sq. Ft. Apartment,1249 Sq. Ft.,Rs 2.15 Cr,(Carpet)
393900,Eka Elitas,4 BHK 1698 Sq. Ft. Apartment,1698 Sq. Ft.,Rs 3.00 Cr,(Carpet)
424835,Venkatesh Anandmayi,2 BHK 690 Sq. Ft. Apartment,690 Sq. Ft.,Rs 57.27 Lac,(Carpet)
424835,Venkatesh Anandmayi,2 BHK 721 Sq. Ft. Apartment,721 Sq. Ft.,Rs 59.84 Lac,(Carpet)
403485,Unique K Pune,2 BHK 812 Sq. Ft. Apartment,812 Sq. Ft.,Rs 99.00 Lac,(Carpet)
403485,Unique K Pune,2 BHK 943 Sq. Ft. Apartment,943 Sq. Ft.,Rs 1.19 Cr,(Carpet)
403485,Unique K Pune,3 BHK 1116 Sq. Ft. Apartment,1116 Sq. Ft.,Rs 1.39 Cr,(Carpet)
403485,Unique K Pune,3 BHK 1271 Sq. Ft. Apartment,1271 Sq. Ft.,Rs 1.58 Cr,(Carpet)
403485,Unique K Pune,4 BHK 1515 Sq. Ft. Apartment,1515 Sq. Ft.,Rs 1.94 Cr,(Carpet)
413782,Kumar Magna City,2 BHK 757 Sq. Ft. Apartment,757 Sq. Ft.,Rs 73.92 Lac,(Carpet)
413782,Kumar Magna City,2 BHK 705 Sq. Ft. Apartment,705 Sq. Ft.,Rs 68.84 Lac,(Carpet)
413782,Kumar Magna City,3 BHK 1053 Sq. Ft. Apartment,1053 Sq. Ft.,Rs 1.03 Cr,(Carpet)
428296,SS Blueroof Sylva,1 BHK 544 Sq. Ft. Apartment,544 Sq. Ft.,Rs 60.69 Lac,(Carpet)
428296,SS Blueroof Sylva,2 BHK 732 Sq. Ft. Apartment,732 Sq. Ft.,Rs 81.64 Lac,(Carpet)
428296,SS Blueroof Sylva,2 BHK 857 Sq. Ft. Apartment,857 Sq. Ft.,Rs 94.38 Lac,(Carpet)
428296,SS Blueroof Sylva,2 BHK 870 Sq. Ft. Apartment,870 Sq. Ft.,Rs 95.69 Lac,(Carpet)
423508,Dream Delmont,2 BHK 731 Sq. Ft. Apartment,731 Sq. Ft.,Rs 93.04 Lac,(Carpet)
423508,Dream Delmont,2 BHK 825 Sq. Ft. Apartment,825 Sq. Ft.,Rs 1.05 Cr,(Carpet)
423508,Dream Delmont,3 BHK 1110 Sq. Ft. Apartment,1110 Sq. Ft.,Rs 1.50 Cr,(Carpet)
331299,Nyati Esteban,2 BHK 744 Sq. Ft. Apartment,744 Sq. Ft.,Rs 87.27 L,(Carpet)
331299,Nyati Esteban,2 BHK 819 Sq. Ft. Apartment,819 Sq. Ft.,Rs 96.06 L,(Carpet)
331299,Nyati Esteban,2 BHK 923 Sq. Ft. Apartment,923 Sq. Ft.,Rs 1.08 Cr,(Carpet)
331299,Nyati Esteban,3 BHK 1096 Sq. Ft. Apartment,1096 Sq. Ft.,Rs 1.28 Cr,(Carpet)
331299,Nyati Esteban,3 BHK 1325 Sq. Ft. Apartment,1325 Sq. Ft.,Rs 1.55 Cr,(Carpet)
434000,Vasupujya Neco Park Central,2 BHK 817 Sq. Ft. Apartment,817 Sq. Ft.,Rs 99.00 Lac,(Carpet)
434000,Vasupujya Neco Park Central,2 BHK 976 Sq. Ft. Apartment,976 Sq. Ft.,Rs 1.19 Cr,(Carpet)
434000,Vasupujya Neco Park Central,3 BHK 1174 Sq. Ft. Apartment,1174 Sq. Ft.,Rs 1.47 Cr,(Carpet)
434000,Vasupujya Neco Park Central,4 BHK 1718 Sq. Ft. Apartment,1718 Sq. Ft.,Rs 2.19 Cr,(Carpet)
425745,Vishal Eastern Front,3 BHK 960 Sq. Ft. Apartment,960 Sq. Ft.,Price on Request,(Carpet)
425745,Vishal Eastern Front,4 BHK 1254 Sq. Ft. Apartment,1254 Sq. Ft.,Price on Request,(Carpet)
402775,Aishwarya CHS,3 BHK 1242 Sq. Ft. Apartment,1242 Sq. Ft.,Rs 2.75 Cr,(Carpet)
402775,Aishwarya CHS,3 BHK 1414 Sq. Ft. Apartment,1414 Sq. Ft.,Rs 3.11 Cr,(Carpet)
402775,Aishwarya CHS,4 BHK 1723 Sq. Ft. Apartment,1723 Sq. Ft.,Rs 3.83 Cr,(Carpet)
402775,Aishwarya CHS,4 BHK 2590 Sq. Ft. Apartment,2590 Sq. Ft.,Rs 5.72 Cr,(Carpet)
103296,Kundan Prangan,1 BHK 473 Sq. Ft. Apartment,473 Sq. Ft.,Rs 43.00 Lac,(Carpet)
103296,Kundan Prangan,2 BHK 675 Sq. Ft. Apartment,675 Sq. Ft.,Rs 62.00 Lac,(Carpet)
103296,Kundan Prangan,3 BHK 972 Sq. Ft. Apartment,972 Sq. Ft.,Rs 89.30 Lac,(Carpet)
393496,Kohinoor Kaleido,2 BHK 696 Sq. Ft. Apartment,696 Sq. Ft.,Rs 80.00 Lac,(Carpet)
393496,Kohinoor Kaleido,2 BHK 767 Sq. Ft. Apartment,767 Sq. Ft.,Rs 89.19 Lac,(Carpet)
393496,Kohinoor Kaleido,3 BHK 852 Sq. Ft. Apartment,852 Sq. Ft.,Rs 1.02 Cr,(Carpet)
393496,Kohinoor Kaleido,3 BHK 989 Sq. Ft. Apartment,989 Sq. Ft.,Rs 1.15 Cr,(Carpet)
393496,Kohinoor Kaleido,3 BHK 900 Sq. Ft. Apartment,900 Sq. Ft.,Rs 1.05 Cr,(Carpet)
413596,Gera Island of Joy,2 BHK 672 Sq. Ft. Apartment,672 Sq. Ft.,Rs 79.90 Lac,(Carpet)
413596,Gera Island of Joy,2 BHK 856 Sq. Ft. Apartment,856 Sq. Ft.,Rs 1.04 Cr,(Carpet)
