XID,Project Name,Unit Type,Area,Price,Area Type
428716,Shriram 122 West,2 BHK 880 Sq. Ft. Apartment,880 Sq. Ft.,Rs 58.96 Lac,(Saleable)
428716,Shriram 122 West,3 BHK 1157 Sq. Ft. Apartment,1157 Sq. Ft.,Rs 77.52 Lac,(Saleable)
428716,Shriram 122 West,3 BHK 1280 Sq. Ft. Apartment,1280 Sq. Ft.,Rs 85.76 Lac,(Saleable)
400347,Saradeuz Olympus,2 BHK 881 Sq. Ft. Apartment,881 Sq. Ft.,Price on Request,(Saleable)
337519,Risland The Ace,1 BHK 600 Sq. Ft. Apartment,393 Sq. Ft.,Rs 54.84 Lac,(Carpet)
337519,Risland The Ace,2 BHK 867 Sq. Ft. Apartment,597 Sq. Ft.,Rs 75.16 Lac,(Carpet)
337519,Risland The Ace,2 BHK 1189 Sq. Ft. Apartment,822 Sq. Ft.,Rs 98.78 Lac,(Carpet)
337519,Risland The Ace,3 BHK 1634 Sq. Ft. Apartment,1113 Sq. Ft.,Rs 1.33 Cr,(Carpet)
422910,Casagrand Medora,2 BHK 1181 Sq. Ft. Apartment,1181 Sq. Ft.,Rs 83.84 Lac,(Saleable)
422910,Casagrand Medora,2 BHK 1404 Sq. Ft. Apartment,1404 Sq. Ft.,Rs 99.67 Lac,(Saleable)
422910,Casagrand Medora,3 BHK 1554 Sq. Ft. Apartment,1554 Sq. Ft.,Rs 1.10 Cr,(Saleable)
422910,Casagrand Medora,3 BHK 1947 Sq. Ft. Apartment,1947 Sq. Ft.,Rs 1.38 Cr,(Saleable)
351351,Baashyaam Le Chalet Smart Choice Homes,1 BHK 394 Sq. Ft. Apartment,394 Sq. Ft.,Rs 16.40 Lac,(Carpet)
351351,Baashyaam Le Chalet Smart Choice Homes,1 BHK 499 Sq. Ft. Apartment,499 Sq. Ft.,Rs 20.40 Lac,(Carpet)
351351,Baashyaam Le Chalet Smart Choice Homes,2 BHK 525 Sq. Ft. Apartment,525 Sq. Ft.,Rs 20.65 Lac,(Carpet)
351351,Baashyaam Le Chalet Smart Choice Homes,2 BHK 760 Sq. Ft. Apartment,760 Sq. Ft.,Rs 29.90 Lac,(Carpet)
418404,The Nest Glitz,2 BHK 721 Sq. Ft. Apartment,721 Sq. Ft.,Rs 73.68 Lac,(Carpet)
418404,The Nest Glitz,3 BHK 858 Sq. Ft. Apartment,858 Sq. Ft.,Rs 86.27 Lac,(Carpet)
418404,The Nest Glitz,3 BHK 945 Sq. Ft. Apartment,945 Sq. Ft.,Rs 95.96 Lac,(Carpet)
398743,Nahar Grandeur,2 BHK 919 Sq. Ft. Apartment,919 Sq. Ft.,Rs 65.00 Lac,(Saleable)
398743,Nahar Grandeur,2 BHK 1029 Sq. Ft. Apartment,1029 Sq. Ft.,Rs 72.78 Lac,(Saleable)
412548,Ruby Horizon,2 BHK 933 Sq. Ft. Apartment,933 Sq. Ft.,Rs 55.97 Lac,(Saleable)
412548,Ruby Horizon,2 BHK 957 Sq. Ft. Apartment,957 Sq. Ft.,Rs 57.41 Lac,(Saleable)
412548,Ruby Horizon,3 BHK 1229 Sq. Ft. Apartment,1229 Sq. Ft.,Rs 73.73 Lac,(Saleable)
412548,Ruby Horizon,3 BHK 1378 Sq. Ft. Apartment,1378 Sq. Ft.,Rs 82.67 Lac,(Saleable)
423306,Kochar Gagan,2 BHK 906 Sq. Ft. Apartment,906 Sq. Ft.,Price on Request,(Saleable)
423306,Kochar Gagan,2 BHK 1150 Sq. Ft. Apartment,1150 Sq. Ft.,Price on Request,(Saleable)
423306,Kochar Gagan,3 BHK 1234 Sq. Ft. Apartment,1234 Sq. Ft.,Price on Request,(Saleable)
423306,Kochar Gagan,3 BHK 2491 Sq. Ft. Apartment,2491 Sq. Ft.,Price on Request,(Saleable)
433575,Amarprakash The Royal Castle,2 BHK 663 Sq. Ft. Apartment,663 Sq. Ft.,Rs 29.18 Lac,(Saleable)
433575,Amarprakash The Royal Castle,2 BHK 693 Sq. Ft. Apartment,693 Sq. Ft.,Rs 30.50 Lac,(Saleable)
433575,Amarprakash The Royal Castle,3 BHK 1036 Sq. Ft. Apartment,1036 Sq. Ft.,Rs 48.71 Lac,(Saleable)
433575,Amarprakash The Royal Castle,3 BHK 1516 Sq. Ft. Apartment,1516 Sq. Ft.,Rs 71.27 Lac,(Saleable)
433575,Amarprakash The Royal Castle,4 BHK 2254 Sq. Ft. Apartment,2254 Sq. Ft.,Rs 1.05 Cr,(Saleable)
433575,Amarprakash The Royal Castle,4 BHK 2316 Sq. Ft. Apartment,2316 Sq. Ft.,Rs 1.08 Cr,(Saleable)
429275,Casagrand Estilo,2 BHK 1308 Sq. Ft. Apartment,1308 Sq. Ft.,Rs 72.58 Lac,(Saleable)
429275,Casagrand Estilo,2 BHK 1165 Sq. Ft. Apartment,1165 Sq. Ft.,Rs 64.65 Lac,(Saleable)
429275,Casagrand Estilo,3 BHK 1598 Sq. Ft. Apartment,1598 Sq. Ft.,Rs 88.67 Lac,(Saleable)
429275,Casagrand Estilo,3 BHK 1791 Sq. Ft. Apartment,1791 Sq. Ft.,Rs 99.38 Lac,(Saleable)
429275,Casagrand Estilo,4 BHK 2512 Sq. Ft. Apartment,2512 Sq. Ft.,Rs 1.39 Cr,(Saleable)
429275,Casagrand Estilo,4 BHK 2525 Sq. Ft. Apartment,2525 Sq. Ft.,Rs 1.40 Cr,(Saleable)
428601,Kochar Jewel,2 BHK 1416 Sq. Ft. Apartment,1416 Sq. Ft.,Rs 1.84 Cr,(Saleable)
428601,Kochar Jewel,2 BHK 1540 Sq. Ft. Apartment,1540 Sq. Ft.,Rs 2.00 Cr,(Saleable)
428601,Kochar Jewel,3 BHK 1805 Sq. Ft. Apartment,1805 Sq. Ft.,Rs 2.35 Cr,(Saleable)
428601,Kochar Jewel,3 BHK 1916 Sq. Ft. Apartment,1916 Sq. Ft.,Rs 2.49 Cr,(Saleable)
428601,Kochar Jewel,4 BHK 2324 Sq. Ft. Apartment,2324 Sq. Ft.,Rs 3.02 Cr,(Saleable)
428601,Kochar Jewel,4 BHK 2433 Sq. Ft. Apartment,2433 Sq. Ft.,Rs 3.16 Cr,(Saleable)
406866,5 Dugar,3 BHK 1687 Sq. Ft. Apartment,1687 Sq. Ft.,Rs 3.88 Cr,(Carpet)
406866,5 Dugar,3 BHK 1717 Sq. Ft. Apartment,1717 Sq. Ft.,Rs 3.94 Cr,(Carpet)
395806,DAC Prathyangira,2 BHK 1258 Sq. Ft. Apartment,1258 Sq. Ft.,Rs 93.00 Lac,(Built-Up)
395806,DAC Prathyangira,3 BHK 1476 Sq. Ft. Apartment,1476 Sq. Ft.,Rs 1.09 Cr,(Built-Up)
395806,DAC Prathyangira,3 BHK 1904 Sq. Ft. Apartment,1904 Sq. Ft.,Rs 1.41 Cr,(Built-Up)
395806,DAC Prathyangira,4 BHK 2822 Sq. Ft. Penthouse,2822 Sq. Ft.,Rs 2.09 Cr,(Built-Up)
395806,DAC Prathyangira,5 BHK 3007 Sq. Ft. Penthouse,3007 Sq. Ft.,Rs 2.22 Cr,(Built-Up)
395606,Navins Starwood Towers,2 BHK 877 Sq. Ft. Apartment,877 Sq. Ft.,Price on Request,(Saleable)
395606,Navins Starwood Towers,3 BHK 944 Sq. Ft. Apartment,944 Sq. Ft.,Price on Request,(Saleable)
434528,Rohaan Ashoka,2 BHK 1008 Sq. Ft. Apartment,1008 Sq. Ft.,Rs 66.99 Lac,(Saleable)
434528,Rohaan Ashoka,3 BHK 1175 Sq. Ft. Apartment,1175 Sq. Ft.,Rs 78.09 Lac,(Saleable)
434528,Rohaan Ashoka,3 BHK 1224 Sq. Ft. Apartment,1224 Sq. Ft.,Rs 81.35 Lac,(Saleable)
423376,Casagrand Mercury,2 BHK 1190 Sq. Ft. Apartment,1190 Sq. Ft.,Rs 80.91 Lac,(Saleable)
423376,Casagrand Mercury,2 BHK 1330 Sq. Ft. Apartment,1330 Sq. Ft.,Rs 90.43 Lac,(Saleable)
423376,Casagrand Mercury,3 BHK 1657 Sq. Ft. Apartment,1657 Sq. Ft.,Rs 1.13 Cr,(Saleable)
423376,Casagrand Mercury,3 BHK 2145 Sq. Ft. Apartment,2145 Sq. Ft.,Rs 1.46 Cr,(Saleable)
423376,Casagrand Mercury,4 BHK 2551 Sq. Ft. Apartment,2551 Sq. Ft.,Rs 1.79 Cr,(Saleable)
423376,Casagrand Mercury,4 BHK 2578 Sq. Ft. Apartment,2578 Sq. Ft.,Rs 1.80 Cr,(Saleable)
423376,Casagrand Mercury,4 BHK 3937 Sq. Ft. Apartment,3937 Sq. Ft.,Rs 3.01 Cr,(Saleable)
428703,Ruby Courtyard,2 BHK 1060 Sq. Ft. Apartment,1060 Sq. Ft.,Rs 45.05 Lac,(Saleable)
428703,Ruby Courtyard,2 BHK 940 Sq. Ft. Apartment,940 Sq. Ft.,Rs 39.95 Lac,(Saleable)
428703,Ruby Courtyard,3 BHK 1393 Sq. Ft. Apartment,1393 Sq. Ft.,Rs 59.20 Lac,(Saleable)
428703,Ruby Courtyard,3 BHK 1294 Sq. Ft. Apartment,1294 Sq. Ft.,Rs 54.99 Lac,(Saleable)
428703,Ruby Courtyard,3 BHK 1333 Sq. Ft. Apartment,1333 Sq. Ft.,Rs 56.65 Lac,(Saleable)
372188,Sameera Kanchi Big Town,600 Sq. Ft. Plot,600 Sq. Ft.,Price on Request,(Saleable)
372188,Sameera Kanchi Big Town,2152 Sq. Ft. Plot,2152 Sq. Ft.,Price on Request,(Saleable)
410501,GP Valencia Ruby,2 BHK 912 Sq. Ft. Apartment,912 Sq. Ft.,Rs 54.70 Lac,(Saleable)
410501,GP Valencia Ruby,2 BHK 960 Sq. Ft. Apartment,960 Sq. Ft.,Rs 60.98 Lac,(Saleable)
410501,GP Valencia Ruby,3 BHK 1192 Sq. Ft. Apartment,1192 Sq. Ft.,Rs 71.50 Lac,(Saleable)
410501,GP Valencia Ruby,3 BHK 1283 Sq. Ft. Apartment,1283 Sq. Ft.,Rs 76.95 Lac,(Saleable)
404615,Russel Lions Gate,2 BHK 1101 Sq. Ft. Apartment,1101 Sq. Ft.,Rs 71.58 Lac,(Saleable)
404615,Russel Lions Gate,2 BHK 1129 Sq. Ft. Apartment,1129 Sq. Ft.,Rs 73.40 Lac,(Saleable)
404615,Russel Lions Gate,3 BHK 1439 Sq. Ft. Apartment,1439 Sq. Ft.,Rs 93.55 Lac,(Saleable)
421126,Ruby Arcadia,2 BHK 946 Sq. Ft. Apartment,946 Sq. Ft.,Rs 41.61 Lac,(Saleable)
421126,Ruby Arcadia,2 BHK 986 Sq. Ft. Apartment,986 Sq. Ft.,Rs 43.37 Lac,(Saleable)
421126,Ruby Arcadia,3 BHK 1370 Sq. Ft. Apartment,1370 Sq. Ft.,Rs 60.27 Lac,(Saleable)
421126,Ruby Arcadia,3 BHK 1314 Sq. Ft. Apartment,1314 Sq. Ft.,Rs 57.80 Lac,(Saleable)
409476,Casagrand Handford,4 BHK 2800 Sq. Ft. Villa,2800 Sq. Ft.,Rs 2.90 Cr,(Saleable)
409476,Casagrand Handford,4 BHK 2804 Sq. Ft. Villa,2804 Sq. Ft.,Rs 2.90 Cr,(Saleable)
354918,Abhirama Super Homes,2 BHK 1439 Sq. Ft. Apartment,1439 Sq. Ft.,Rs 97.85 Lac,(Saleable)
354918,Abhirama Super Homes,3 BHK 1720 Sq. Ft. Apartment,1720 Sq. Ft.,Rs 1.17 Cr,(Saleable)
354918,Abhirama Super Homes,3 BHK 2491 Sq. Ft. Apartment,2491 Sq. Ft.,Rs 1.69 Cr,(Saleable)
376104,Modi Serene Park,2 BHK 905 Sq. Ft. Apartment,905 Sq. Ft.,Rs 42.53 Lac,(Saleable)
407338,Levonor Egeira,3 BHK 1550 Sq. Ft. Apartment,1550 Sq. Ft.,Rs 1.05 Cr,(Saleable)
407338,Levonor Egeira,3 BHK 2659 Sq. Ft. Apartment,2659 Sq. Ft.,Rs 1.79 Cr,(Saleable)
405172,Jain Sri Ram Garden,2 BHK 1170 Sq. Ft. Apartment,1170 Sq. Ft.,Rs 78.96 Lac,(Saleable)
405172,Jain Sri Ram Garden,3 BHK 1910 Sq. Ft. Apartment,1910 Sq. Ft.,Rs 1.29 Cr,(Saleable)
405172,Jain Sri Ram Garden,3 BHK 1995 Sq. Ft. Apartment,1995 Sq. Ft.,Rs 1.35 Cr,(Saleable)
405172,Jain Sri Ram Garden,4 BHK 2770 Sq. Ft. Apartment,2770 Sq. Ft.,Rs 1.87 Cr,(Saleable)
405172,Jain Sri Ram Garden,4 BHK 2975 Sq. Ft. Apartment,2975 Sq. Ft.,Rs 2.01 Cr,(Saleable)
402370,Vasavi Crown East,2 BHK 1235 Sq. Ft. Apartment,1235 Sq. Ft.,Rs 81.51 Lac,(Saleable)
402370,Vasavi Crown East,3 BHK 1820 Sq. Ft. Apartment,1820 Sq. Ft.,Rs 1.20 Cr,(Saleable)
402370,Vasavi Crown East,3 BHK 2120 Sq. Ft. Apartment,2120 Sq. Ft.,Rs 1.40 Cr,(Saleable)
402370,Vasavi Crown East,3 BHK 2350 Sq. Ft. Apartment,2350 Sq. Ft.,Rs 1.55 Cr,(Saleable)
375399,IRA Miracle,3 BHK 1655 Sq. Ft. Apartment,1655 Sq. Ft.,Rs 87.70 Lac,(Saleable)
375399,IRA Miracle,3 BHK 1855 Sq. Ft. Apartment,1855 Sq. Ft.,Rs 98.30 Lac,(Saleable)
375399,IRA Miracle,3 BHK 2155 Sq. Ft. Apartment,2155 Sq. Ft.,Rs 1.14 Cr,(Saleable)
375399,IRA Miracle,3 BHK 2455 Sq. Ft. Apartment,2455 Sq. Ft.,Rs 1.30 Cr,(Saleable)
370626,Risinia Skyon,2 BHK 1080 Sq. Ft. Apartment,1080 Sq. Ft.,Rs 44.43 L,(Saleable)
370626,Risinia Skyon,2 BHK 1388 Sq. Ft. Apartment,1388 Sq. Ft.,Rs 57.10 L,(Saleable)
370626,Risinia Skyon,3 BHK 1651 Sq. Ft. Apartment,1651 Sq. Ft.,Rs 67.92 L,(Saleable)
370626,Risinia Skyon,3 BHK 2223 Sq. Ft. Apartment,2223 Sq. Ft.,Rs 91.45 L,(Saleable)
378617,Suchirindia The Tales of Greek,2 BHK 800 Sq. Ft. Apartment,800 Sq. Ft.,Rs 54.39 Lac,(Saleable)
378617,Suchirindia The Tales of Greek,2 BHK 931 Sq. Ft. Apartment,931 Sq. Ft.,Rs 63.30 Lac,(Saleable)
378617,Suchirindia The Tales of Greek,2 BHK 945 Sq. Ft. Apartment,945 Sq. Ft.,Rs 64.25 Lac,(Saleable)
410741,Sattva Lakeridge,3 BHK 2152 Sq. Ft. Apartment,2152 Sq. Ft.,Rs 2.47 Cr,(Saleable)
410741,Sattva Lakeridge,3 BHK 3036 Sq. Ft. Apartment,3036 Sq. Ft.,Rs 3.49 Cr,(Saleable)
410741,Sattva Lakeridge,4 BHK 4187 Sq. Ft. Apartment,4187 Sq. Ft.,Rs 4.82 Cr,(Saleable)
410741,Sattva Lakeridge,5 BHK 5266 Sq. Ft. Apartment,5266 Sq. Ft.,Rs 6.06 Cr,(Saleable)
410741,Sattva Lakeridge,5 BHK 5472 Sq. Ft. Apartment,5472 Sq. Ft.,Rs 6.29 Cr,(Saleable)
387488,Radhey Raaga,4 BHK 3767 Sq. Ft. Villa,3767 Sq. Ft.,Rs 5.61 Cr,(Saleable)
387488,Radhey Raaga,4 BHK 4585 Sq. Ft. Villa,4585 Sq. Ft.,Rs 6.83 Cr,(Saleable)
367139,Hallmark Sunnyside,3 BHK 1853 Sq. Ft. Apartment,1853 Sq. Ft.,Rs 1.48 Cr,(Saleable)
367139,Hallmark Sunnyside,3 BHK 2063 Sq. Ft. Apartment,2063 Sq. Ft.,Rs 1.65 Cr,(Saleable)
367139,Hallmark Sunnyside,3 BHK 2228 Sq. Ft. Apartment,2228 Sq. Ft.,Rs 1.78 Cr,(Saleable)
390062,JB Galaxy Fountain Park,2 BHK 1296 Sq. Ft. Apartment,1296 Sq. Ft.,Rs 93.31 Lac,(Saleable)
390062,JB Galaxy Fountain Park,2 BHK 1346 Sq. Ft. Apartment,1346 Sq. Ft.,Rs 96.91 Lac,(Saleable)
390062,JB Galaxy Fountain Park,3 BHK 1649 Sq. Ft. Apartment,1649 Sq. Ft.,Rs 1.19 Cr,(Saleable)
390062,JB Galaxy Fountain Park,3 BHK 2041 Sq. Ft. Apartment,2041 Sq. Ft.,Rs 1.47 Cr,(Saleable)
372203,Sanarelli Apartment of Contentment,2 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 58.29 Lac,(Saleable)
372203,Sanarelli Apartment of Contentment,2 BHK 1175 Sq. Ft. Apartment,1175 Sq. Ft.,Rs 62.26 Lac,(Saleable)
372203,Sanarelli Apartment of Contentment,3 BHK 1655 Sq. Ft. Apartment,1655 Sq. Ft.,Rs 87.70 Lac,(Saleable)
372203,Sanarelli Apartment of Contentment,3 BHK 1700 Sq. Ft. Apartment,1700 Sq. Ft.,Rs 90.08 Lac,(Saleable)
395313,GK Triad,3 BHK 2249 Sq. Ft. Apartment,2249 Sq. Ft.,Rs 1.27 Cr,(Saleable)
413358,Urbanrise The World of Joy,2 BHK 1348 Sq. Ft. Apartment,1348 Sq. Ft.,Rs 95.69 Lac,(Saleable)
413358,Urbanrise The World of Joy,3 BHK 1509 Sq. Ft. Apartment,1509 Sq. Ft.,Rs 1.07 Cr,(Saleable)
413358,Urbanrise The World of Joy,3 BHK 1839 Sq. Ft. Apartment,1839 Sq. Ft.,Rs 1.30 Cr,(Saleable)
413358,Urbanrise The World of Joy,4 BHK 2339 Sq. Ft. Apartment,2339 Sq. Ft.,Rs 1.66 Cr,(Saleable)
422319,Gamut Saraa City,3 BHK 1700 Sq. Ft. Apartment,1700 Sq. Ft.,Rs 1.19 Cr,(Saleable)
422319,Gamut Saraa City,3 BHK 2610 Sq. Ft. Apartment,2610 Sq. Ft.,Rs 1.83 Cr,(Saleable)
393052,DSR Sky Marq,4 BHK 5454 Sq. Ft. Apartment,5454 Sq. Ft.,Rs 6.00 Cr,(Saleable)
393052,DSR Sky Marq,4 BHK 3999 Sq. Ft. Apartment,3999 Sq. Ft.,Rs 4.40 Cr,(Saleable)
383398,Praneeth Pranav Jaitra,2 BHK 1345 Sq. Ft. Apartment,1345 Sq. Ft.,Rs 1.06 Cr,(Saleable)
383398,Praneeth Pranav Jaitra,2 BHK 1370 Sq. Ft. Apartment,1370 Sq. Ft.,Rs 1.08 Cr,(Saleable)
383398,Praneeth Pranav Jaitra,3 BHK 1810 Sq. Ft. Apartment,1810 Sq. Ft.,Rs 1.43 Cr,(Saleable)
383398,Praneeth Pranav Jaitra,3 BHK 2740 Sq. Ft. Apartment,2740 Sq. Ft.,Rs 2.16 Cr,(Saleable)
400934,Vision Arsha,2 BHK 1390 Sq. Ft. Apartment,1390 Sq. Ft.,Rs 1.07 Cr,(Saleable)
400934,Vision Arsha,3 BHK 1625 Sq. Ft. Apartment,1625 Sq. Ft.,Rs 1.25 Cr,(Saleable)
400934,Vision Arsha,3 BHK 2700 Sq. Ft. Apartment,2700 Sq. Ft.,Rs 2.08 Cr,(Saleable)
69896,Madhu Park Ville,2 BHK 1245 Sq. Ft. Apartment,1245 Sq. Ft.,Rs 84.66 Lac,(Saleable)
69896,Madhu Park Ville,2 BHK 1509 Sq. Ft. Apartment,1509 Sq. Ft.,Rs 1.03 Cr,(Saleable)
69896,Madhu Park Ville,3 BHK 1962 Sq. Ft. Apartment,1962 Sq. Ft.,Rs 1.33 Cr,(Saleable)
69896,Madhu Park Ville,3 BHK 2189 Sq. Ft. Apartment,2189 Sq. Ft.,Rs 1.49 Cr,(Saleable)
379727,Gothic Pentagon Clouds,2 BHK 1305 Sq. Ft. Apartment,1305 Sq. Ft.,Rs 78.30 Lac,(Saleable)
379727,Gothic Pentagon Clouds,3 BHK 1625 Sq. Ft. Apartment,1625 Sq. Ft.,Rs 97.50 Lac,(Saleable)
379727,Gothic Pentagon Clouds,3 BHK 2320 Sq. Ft. Apartment,2320 Sq. Ft.,Rs 1.39 Cr,(Saleable)
375918,Aparna Sarovar Zicon,2 BHK 844 Sq. Ft. Apartment,844 Sq. Ft.,Rs 39.21 L,(Carpet)
375918,Aparna Sarovar Zicon,3 BHK 971 Sq. Ft. Apartment,971 Sq. Ft.,Rs 45.11 L,(Carpet)
375918,Aparna Sarovar Zicon,3 BHK 1016 Sq. Ft. Apartment,1016 Sq. Ft.,Rs 47.20 L,(Carpet)
375918,Aparna Sarovar Zicon,3 BHK 1275 Sq. Ft. Apartment,1275 Sq. Ft.,Rs 59.23 L,(Carpet)
375918,Aparna Sarovar Zicon,4 BHK 1867 Sq. Ft. Apartment,1867 Sq. Ft.,Rs 86.74 L,(Carpet)
413683,Honer Signatis,3 BHK 1695 Sq. Ft. Apartment,1695 Sq. Ft.,Rs 1.46 Cr,(Saleable)
413683,Honer Signatis,3 BHK 2475 Sq. Ft. Apartment,2475 Sq. Ft.,Rs 2.13 Cr,(Saleable)
413683,Honer Signatis,4 BHK 3815 Sq. Ft. Apartment,3815 Sq. Ft.,Rs 3.38 Cr,(Saleable)
337581,Praneeth APR Pranav Townsquare,2 BHK 1160 Sq. Ft. Apartment,1160 Sq. Ft.,Rs 44.72 L,(Saleable)
337581,Praneeth APR Pranav Townsquare,2 BHK 1356 Sq. Ft. Apartment,1356 Sq. Ft.,Rs 52.28 L,(Saleable)
337581,Praneeth APR Pranav Townsquare,3 BHK 1554 Sq. Ft. Apartment,1554 Sq. Ft.,Rs 59.92 L,(Saleable)
337581,Praneeth APR Pranav Townsquare,3 BHK 1655 Sq. Ft. Apartment,1655 Sq. Ft.,Rs 63.81 L,(Saleable)
376373,Vertex Viraat,2 BHK 1340 Sq. Ft. Apartment,1340 Sq. Ft.,Rs 1.07 Cr,(Saleable)
376373,Vertex Viraat,3 BHK 1550 Sq. Ft. Apartment,1550 Sq. Ft.,Rs 1.24 Cr,(Saleable)
376373,Vertex Viraat,3 BHK 2030 Sq. Ft. Apartment,2030 Sq. Ft.,Rs 1.62 Cr,(Saleable)
334013,Modi Sterling Heights,3 BHK 1425 Sq. Ft. Apartment,965 Sq. Ft.,Rs 75.88 Lac,(Carpet)
334013,Modi Sterling Heights,3 BHK 1566 Sq. Ft. Apartment,1074 Sq. Ft.,Rs 83.39 Lac,(Carpet)
334013,Modi Sterling Heights,3 BHK 1670 Sq. Ft. Apartment,1121 Sq. Ft.,Rs 88.93 Lac,(Carpet)
374996,Vertex Kingston Park,4 BHK 4159 Sq. Ft. Villa,4159 Sq. Ft.,Rs 9.50 Cr,(Saleable)
374996,Vertex Kingston Park,4 BHK 4397 Sq. Ft. Villa,4397 Sq. Ft.,Rs 10.99 Cr,(Saleable)
374996,Vertex Kingston Park,5 BHK 5720 Sq. Ft. Villa,5720 Sq. Ft.,Rs 12.54 Cr,(Saleable)
374996,Vertex Kingston Park,5 BHK 6000 Sq. Ft. Villa,6000 Sq. Ft.,Rs 1.30 Cr,(Saleable)
415216,Sampada Central Residency,1560 Sq. Ft. Plot,1560 Sq. Ft.,Rs 34.66 Lac,(Saleable)
415216,Sampada Central Residency,2153 Sq. Ft. Plot,2153 Sq. Ft.,Rs 47.84 Lac,(Saleable)
67272,Modi Elegance,1 BHK 627 Sq. Ft. Apartment,627 Sq. Ft.,Rs 32.60 Lac,(Saleable)
67272,Modi Elegance,2 BHK 731 Sq. Ft. Apartment,731 Sq. Ft.,Rs 38.01 Lac,(Saleable)
67272,Modi Elegance,2 BHK 1003 Sq. Ft. Apartment,1003 Sq. Ft.,Rs 52.16 Lac,(Saleable)
67272,Modi Elegance,3 BHK 1224 Sq. Ft. Apartment,1224 Sq. Ft.,Rs 63.65 Lac,(Saleable)
67272,Modi Elegance,3 BHK 1596 Sq. Ft. Apartment,1596 Sq. Ft.,Rs 82.99 Lac,(Saleable)
115417,Modi Paradise Apartment,2 BHK 746 Sq. Ft. Apartment,746 Sq. Ft.,Rs 39.16 Lac,(Saleable)
115417,Modi Paradise Apartment,2 BHK 970 Sq. Ft. Apartment,970 Sq. Ft.,Rs 50.92 Lac,(Saleable)
115417,Modi Paradise Apartment,3 BHK 1196 Sq. Ft. Apartment,1196 Sq. Ft.,Rs 62.79 Lac,(Saleable)
115417,Modi Paradise Apartment,3 BHK 1254 Sq. Ft. Apartment,1254 Sq. Ft.,Rs 65.83 Lac,(Saleable)
115417,Modi Paradise Apartment,3 BHK 1334 Sq. Ft. Apartment,1334 Sq. Ft.,Rs 70.03 Lac,(Saleable)
369336,Om Sree Brilliance,3 BHK 2130 Sq. Ft. Apartment,2130 Sq. Ft.,Rs 1.43 Cr,(Saleable)
369336,Om Sree Brilliance,3 BHK 2200 Sq. Ft. Apartment,2200 Sq. Ft.,Rs 1.47 Cr,(Saleable)
390105,Urrban Riverscape,3 BHK 3256 Sq. Ft. Villa,3256 Sq. Ft.,Rs 4.56 Cr,(Saleable)
390105,Urrban Riverscape,3 BHK 3400 Sq. Ft. Villa,3400 Sq. Ft.,Rs 4.76 Cr,(Saleable)
390105,Urrban Riverscape,4 BHK 4826 Sq. Ft. Villa,4826 Sq. Ft.,Rs 6.76 Cr,(Saleable)
390105,Urrban Riverscape,4 BHK 4850 Sq. Ft. Villa,4850 Sq. Ft.,Rs 6.79 Cr,(Saleable)
368086,GKs Zenith,2 BHK 1180 Sq. Ft. Apartment,1180 Sq. Ft.,Rs 73.75 Lac,(Saleable)
368086,GKs Zenith,2 BHK 1220 Sq. Ft. Apartment,1220 Sq. Ft.,Rs 76.25 Lac,(Saleable)
368086,GKs Zenith,3 BHK 1460 Sq. Ft. Apartment,1460 Sq. Ft.,Rs 91.25 Lac,(Saleable)
368086,GKs Zenith,3 BHK 1910 Sq. Ft. Apartment,1910 Sq. Ft.,Rs 1.19 Cr,(Saleable)
405003,Radhey Skye,2 BHK 1325 Sq. Ft. Apartment,1325 Sq. Ft.,Rs 86.11 Lac,(Saleable)
405003,Radhey Skye,3 BHK 1715 Sq. Ft. Apartment,1715 Sq. Ft.,Rs 1.11 Cr,(Saleable)
405003,Radhey Skye,3 BHK 2595 Sq. Ft. Apartment,2595 Sq. Ft.,Rs 1.69 Cr,(Saleable)
347961,Pallavi Gardenia,2 BHK 1316 Sq. Ft. Apartment,1316 Sq. Ft.,Rs 78.95 Lac,(Saleable)
347961,Pallavi Gardenia,3 BHK 1451 Sq. Ft. Apartment,1451 Sq. Ft.,Rs 87.05 Lac,(Saleable)
347961,Pallavi Gardenia,3 BHK 1883 Sq. Ft. Apartment,1883 Sq. Ft.,Rs 1.13 Cr,(Saleable)
347961,Pallavi Gardenia,3 BHK 1632 Sq. Ft. Apartment,1632 Sq. Ft.,Rs 97.90 Lac,(Saleable)
411745,Anuhar Gautami Heights,2 BHK 1190 Sq. Ft. Apartment,1190 Sq. Ft.,Rs 86.28 Lac,(Saleable)
411745,Anuhar Gautami Heights,2 BHK 1630 Sq. Ft. Apartment,1630 Sq. Ft.,Rs 1.18 Cr,(Saleable)
411745,Anuhar Gautami Heights,3 BHK 1654 Sq. Ft. Apartment,1654 Sq. Ft.,Rs 1.20 Cr,(Saleable)
411745,Anuhar Gautami Heights,3 BHK 1875 Sq. Ft. Apartment,1875 Sq. Ft.,Rs 1.36 Cr,(Saleable)
334009,Modi Lakeview,2 BHK 916 Sq. Ft. Apartment,916 Sq. Ft.,Rs 47.63 Lac,(Saleable)
334009,Modi Lakeview,2 BHK 1169 Sq. Ft. Apartment,1169 Sq. Ft.,Rs 60.79 Lac,(Saleable)
334009,Modi Lakeview,3 BHK 1301 Sq. Ft. Apartment,1301 Sq. Ft.,Rs 67.65 Lac,(Saleable)
