XID,List Item,Price
r120715,689 SQ.FT,₹ 36.58 L
r120715,690 SQ.FT,₹ 36.63 L
r120715,703 SQ.FT,₹ 37.32 L
r120715,704 SQ.FT,₹ 37.38 L
r120715,707 SQ.FT,₹ 37.53 L
r120715,765 SQ.FT,₹ 40.61 L
r120715,767 SQ.FT,₹ 40.72 L
r120715,768 SQ.FT,₹ 40.77 L
r120715,770 SQ.FT,₹ 40.88 L
r120715,827 SQ.FT,₹ 43.9 L
r120715,828 SQ.FT,₹ 43.96 L
r120715,835 SQ.FT,₹ 44.33 L
r120715,839 SQ.FT,₹ 44.54 L
r120715,915 SQ.FT,₹ 48.58 L
r120715,918 SQ.FT,Price on Request
r120715,920 SQ.FT,₹ 48.84 L
r120715,950 SQ.FT,₹ 50.44 L
r120715,955 SQ.FT,₹ 50.7 L
r120715,995 SQ.FT,₹ 52.82 L
r120715,1354 SQ.FT,Price on Request
r120715,1469 SQ.FT,Price on Request
r120715,1471 SQ.FT,Price on Request
r120715,1581 SQ.FT,Price on Request
r120715,1590 SQ.FT,Price on Request
r120715,1594 SQ.FT,Price on Request
r120715,1036 SQ.FT,₹ 55.0 L
r120715,1090 SQ.FT,₹ 57.87 L
r120715,932 SQ.FT,₹ 49.48 L
r120715,938 SQ.FT,₹ 49.8 L
r120715,946 SQ.FT,₹ 50.22 L
r120715,948 SQ.FT,₹ 50.33 L
r120715,979 SQ.FT,₹ 51.98 L
r120715,982 SQ.FT,₹ 52.13 L
r120715,987 SQ.FT,₹ 52.4 L
r120715,993 SQ.FT,₹ 52.72 L
r120715,1210 SQ.FT,₹ 64.24 L
r120715,1259 SQ.FT,₹ 66.84 L
r120715,1290 SQ.FT,₹ 68.49 L
r120715,1781 SQ.FT,Price on Request
r120715,1787 SQ.FT,Price on Request
r120715,1795 SQ.FT,Price on Request
r120715,1905 SQ.FT,Price on Request
r435564,2142 SQ.FT,₹ 1.37 Cr
r435564,2082 SQ.FT,₹ 1.37 Cr
r375577,1595 SQ.FT,₹ 95.68 L
r375577,1895 SQ.FT,₹ 1.14 Cr
r375577,2195 SQ.FT,₹ 1.32 Cr
r393293,700 SQ.FT,₹ 33.0 L
r393293,733 SQ.FT,₹ 35.0 L
r393293,841 SQ.FT,₹ 40.0 L
r393293,856 SQ.FT,₹ 40.0 L
r393293,963 SQ.FT,₹ 48.0 L
r422151,730 SQ.FT,Price on Request
r422151,815 SQ.FT,₹ 1.18 Cr
r422151,874 SQ.FT,Price on Request
r422151,877 SQ.FT,₹ 1.25 Cr
r422151,1092 SQ.FT,Price on Request
r422151,1115 SQ.FT,₹ 1.6 Cr
r422151,1149 SQ.FT,₹ 1.65 Cr
r422151,1157 SQ.FT,Price on Request
r422151,1174 SQ.FT,₹ 1.68 Cr
r422151,1209 SQ.FT,₹ 1.72 Cr
r422151,1264 SQ.FT,₹ 1.8 Cr
r422151,1300 SQ.FT,₹ 1.85 Cr
r422151,1424 SQ.FT,Price on Request
r422151,1684 SQ.FT,₹ 2.48 Cr
r422151,1714 SQ.FT,₹ 2.52 Cr
r422151,1715 SQ.FT,Price on Request
r416390,2950 SQ.FT,₹ 2.8 Cr
r416390,3900 SQ.FT,₹ 3.71 Cr
r404560,659 SQ.FT,Price on Request
r404560,693 SQ.FT,Price on Request
r404560,695 SQ.FT,Price on Request
r404560,842 SQ.FT,Price on Request
r404560,954 SQ.FT,₹ 44.35 L
r404560,975 SQ.FT,Price on Request
r404560,1264 SQ.FT,Price on Request
r404560,1294 SQ.FT,Price on Request
r404560,1464 SQ.FT,₹ 68.06 L
r404560,1140 SQ.FT,₹ 53.0 L
r404560,1156 SQ.FT,Price on Request
r404560,1544 SQ.FT,Price on Request
r404560,1545 SQ.FT,Price on Request
r404560,1552 SQ.FT,Price on Request
r404560,1575 SQ.FT,₹ 73.22 L
r404560,1582 SQ.FT,Price on Request
r404560,1599 SQ.FT,Price on Request
r404560,1713 SQ.FT,Price on Request
r404560,1732 SQ.FT,Price on Request
r404560,1733 SQ.FT,Price on Request
r414987,1305 SQ.FT,₹ 99.17 L
r414987,1317 SQ.FT,₹ 1.0 Cr
r414987,1356 SQ.FT,₹ 1.03 Cr
r414987,1362 SQ.FT,₹ 1.03 Cr
r414987,1365 SQ.FT,₹ 1.04 Cr
r414987,1550 SQ.FT,₹ 1.18 Cr
r414987,1670 SQ.FT,₹ 1.27 Cr
r414987,1766 SQ.FT,₹ 1.34 Cr
r414987,1778 SQ.FT,₹ 1.35 Cr
r414987,1869 SQ.FT,₹ 1.42 Cr
r414987,2013 SQ.FT,₹ 1.53 Cr
r414987,2715 SQ.FT,₹ 2.06 Cr
r414987,2257 SQ.FT,₹ 1.72 Cr
r414987,2623 SQ.FT,₹ 1.99 Cr
r414987,2630 SQ.FT,₹ 2.0 Cr
r414987,3130 SQ.FT,₹ 2.38 Cr
r317381,955 SQ.FT,Price on Request
r317381,1045 SQ.FT,₹ 1.04 Cr
r317381,1046 SQ.FT,₹ 1.05 Cr
r317381,1101 SQ.FT,₹ 1.1 Cr
r317381,1106 SQ.FT,₹ 1.11 Cr
r317381,1153 SQ.FT,Price on Request
r317381,1221 SQ.FT,Price on Request
r317381,1239 SQ.FT,Price on Request
r317381,1253 SQ.FT,Price on Request
r317381,1330 SQ.FT,₹ 1.33 Cr
r317381,1409 SQ.FT,₹ 1.41 Cr
r317381,1411 SQ.FT,Price on Request
r317381,1415 SQ.FT,₹ 1.41 Cr
r317381,1432 SQ.FT,₹ 1.43 Cr
r317381,1451 SQ.FT,₹ 1.45 Cr
r317381,1466 SQ.FT,₹ 1.47 Cr
r317381,1473 SQ.FT,₹ 1.47 Cr
r317381,1501 SQ.FT,₹ 1.5 Cr
r317381,1511 SQ.FT,₹ 1.51 Cr
r317381,1516 SQ.FT,₹ 1.52 Cr
r317381,1518 SQ.FT,₹ 1.52 Cr
r317381,1520 SQ.FT,₹ 1.52 Cr
r317381,1525 SQ.FT,₹ 1.52 Cr
r317381,1528 SQ.FT,₹ 1.53 Cr
r317381,1543 SQ.FT,₹ 1.54 Cr
r317381,1551 SQ.FT,₹ 1.55 Cr
r317381,1566 SQ.FT,₹ 1.57 Cr
r317381,1589 SQ.FT,₹ 1.59 Cr
r317381,1596 SQ.FT,₹ 1.6 Cr
r317381,1624 SQ.FT,₹ 1.62 Cr
r317381,1666 SQ.FT,Price on Request
r317381,1677 SQ.FT,₹ 1.68 Cr
r317381,1888 SQ.FT,₹ 1.89 Cr
r317381,2004 SQ.FT,₹ 2.0 Cr
r1239,1050 SQ.FT,₹ 71.0 L
r1239,1103 SQ.FT,₹ 74.58 L
r1239,1365 SQ.FT,₹ 92.3 L
r1239,1382 SQ.FT,₹ 93.45 L
r1239,1750 SQ.FT,₹ 1.18 Cr
r1239,1803 SQ.FT,₹ 1.22 Cr
r5456,1550 SQ.FT,"₹ 2 Cr
i"
r5456,1700 SQ.FT,"₹ 2.3 Cr
i"
r5456,2450 SQ.FT,"₹ 3.85 Cr
i"
r401060,3900 SQ.FT,₹ 2.5 Cr
r396420,2250 SQ.FT,₹ 4.13 Cr
r396420,2300 SQ.FT,₹ 4.22 Cr
r396420,2750 SQ.FT,₹ 5.05 Cr
r434554,1200 SQ.FT,₹ 36.5 L
r434554,1350 SQ.FT,₹ 41.07 L
r434554,1500 SQ.FT,₹ 45.63 L
r434554,1750 SQ.FT,₹ 53.24 L
r434554,1900 SQ.FT,₹ 57.8 L
r434554,2000 SQ.FT,₹ 60.84 L
r434554,2200 SQ.FT,₹ 66.92 L
r434554,2400 SQ.FT,₹ 73.01 L
r434554,1000 SQ.FT,₹ 75.0 L
r434554,1400 SQ.FT,₹ 80.0 L
r417112,934 SQ.FT,₹ 91.53 L
r417112,1148 SQ.FT,₹ 1.13 Cr
r417112,1135 SQ.FT,₹ 1.11 Cr
r417112,1342 SQ.FT,₹ 1.32 Cr
r417112,1519 SQ.FT,₹ 1.49 Cr
r417112,1557 SQ.FT,₹ 1.53 Cr
r417112,1679 SQ.FT,₹ 1.65 Cr
r417112,1980 SQ.FT,₹ 1.94 Cr
r435532,912 SQ.FT,Price on Request
r435532,1094 SQ.FT,Price on Request
r435532,1415 SQ.FT,Price on Request
r435532,1433 SQ.FT,Price on Request
r385162,555 SQ.FT,Price on Request
r385162,582 SQ.FT,Price on Request
r385162,645 SQ.FT,Price on Request
r385162,676 SQ.FT,Price on Request
r152473,1184 SQ.FT,₹ 41.44 L
r152473,1345 SQ.FT,₹ 47.08 L
r152473,1560 SQ.FT,₹ 54.6 L
r152473,1722 SQ.FT,Price on Request
r152473,1776 SQ.FT,₹ 62.16 L
r389421,510 SQ.FT,Price on Request
r389421,538 SQ.FT,Price on Request
r389421,437 SQ.FT,Price on Request
r389421,622 SQ.FT,Price on Request
r389421,652 SQ.FT,Price on Request
r389421,652 SQ.FT,Price on Request
r389421,658 SQ.FT,Price on Request
r389421,672 SQ.FT,Price on Request
r389421,704 SQ.FT,Price on Request
r389421,840 SQ.FT,Price on Request
r389421,840 SQ.FT,Price on Request
r389421,873 SQ.FT,Price on Request
r389421,925 SQ.FT,Price on Request
r389421,928 SQ.FT,Price on Request
r389421,905 SQ.FT,Price on Request
r97522,686 SQ.FT,₹ 1.87 Cr
r97522,763 SQ.FT,Price on Request
r97522,765 SQ.FT,Price on Request
r97522,771 SQ.FT,₹ 2.11 Cr
r97522,778 SQ.FT,Price on Request
r97522,780 SQ.FT,Price on Request
r97522,981 SQ.FT,₹ 2.68 Cr
r97522,1114 SQ.FT,Price on Request
r97522,1129 SQ.FT,Price on Request
r97522,1130 SQ.FT,Price on Request
r97522,1156 SQ.FT,Price on Request
r97522,1183 SQ.FT,Price on Request
r97522,1201 SQ.FT,Price on Request
r97522,1267 SQ.FT,Price on Request
r97522,1296 SQ.FT,Price on Request
r97522,1412 SQ.FT,Price on Request
r97522,1413 SQ.FT,Price on Request
r97522,1452 SQ.FT,Price on Request
r97522,1499 SQ.FT,Price on Request
r97522,1503 SQ.FT,Price on Request
r97522,1506 SQ.FT,Price on Request
r97522,1510 SQ.FT,₹ 4.12 Cr
r97522,1810 SQ.FT,Price on Request
r97522,1811 SQ.FT,Price on Request
r97522,1631 SQ.FT,₹ 4.45 Cr
r97522,1633 SQ.FT,Price on Request
r97522,1880 SQ.FT,Price on Request
r97522,1897 SQ.FT,Price on Request
r97522,1970 SQ.FT,Price on Request
r97522,2068 SQ.FT,Price on Request
r97522,2142 SQ.FT,₹ 5.85 Cr
r97522,2351 SQ.FT,Price on Request
r97522,2656 SQ.FT,Price on Request
r425143,793 SQ.FT,₹ 99.4 L
r425143,840 SQ.FT,₹ 1.01 Cr
r425143,1199 SQ.FT,₹ 1.41 Cr
r425143,1286 SQ.FT,₹ 1.51 Cr
r425143,1850 SQ.FT,₹ 2.23 Cr
r425143,2184 SQ.FT,₹ 2.63 Cr
r425143,2502 SQ.FT,₹ 3.02 Cr
r280367,658 SQ.FT,₹ 45.99 L
r280367,742 SQ.FT,₹ 51.87 L
r280367,997 SQ.FT,₹ 69.69 L
r280367,1009 SQ.FT,₹ 70.53 L
r280367,1273 SQ.FT,₹ 88.98 L
r280367,1282 SQ.FT,₹ 89.61 L
r280367,1466 SQ.FT,₹ 1.02 Cr
r280367,1477 SQ.FT,₹ 1.03 Cr
r280367,1488 SQ.FT,₹ 1.04 Cr
r280367,1498 SQ.FT,₹ 1.05 Cr
r331371,600 SQ.FT,₹ 9.9 L
r331371,638 SQ.FT,₹ 10.52 L
r331371,640 SQ.FT,₹ 10.56 L
r331371,680 SQ.FT,₹ 11.22 L
r331371,687 SQ.FT,₹ 11.33 L
r331371,720 SQ.FT,₹ 11.88 L
r331371,755 SQ.FT,₹ 12.46 L
r331371,772 SQ.FT,₹ 12.74 L
r331371,790 SQ.FT,₹ 13.04 L
r331371,800 SQ.FT,₹ 13.2 L
r331371,810 SQ.FT,₹ 13.36 L
r331371,835 SQ.FT,₹ 13.77 L
r331371,880 SQ.FT,₹ 14.52 L
r331371,890 SQ.FT,₹ 14.69 L
r331371,900 SQ.FT,₹ 14.85 L
r331371,910 SQ.FT,₹ 15.02 L
r331371,933 SQ.FT,₹ 15.39 L
r331371,1000 SQ.FT,₹ 16.5 L
r331371,1017 SQ.FT,₹ 16.78 L
r331371,1019 SQ.FT,₹ 16.81 L
r331371,1020 SQ.FT,₹ 16.83 L
r331371,1056 SQ.FT,₹ 17.42 L
r331371,1090 SQ.FT,₹ 17.99 L
r331371,1099 SQ.FT,₹ 18.13 L
r331371,1100 SQ.FT,₹ 18.15 L
r331371,1141 SQ.FT,₹ 18.83 L
r331371,1179 SQ.FT,₹ 19.45 L
r331371,1184 SQ.FT,₹ 19.54 L
r331371,1215 SQ.FT,₹ 20.05 L
r331371,1263 SQ.FT,₹ 20.84 L
r331371,1308 SQ.FT,₹ 21.58 L
r331371,1387 SQ.FT,₹ 22.88 L
r331371,1459 SQ.FT,₹ 24.07 L
r331371,3001 SQ.FT,₹ 49.52 L
r392732,1442 SQ.FT,₹ 1.54 Cr
r392732,1615 SQ.FT,₹ 1.73 Cr
r414072,1175 SQ.FT,₹ 55.81 L
r414072,1360 SQ.FT,₹ 64.6 L
r414072,1380 SQ.FT,₹ 65.55 L
r414072,1875 SQ.FT,₹ 89.06 L
r422225,2430 SQ.FT,₹ 1.75 Cr
r422225,2600 SQ.FT,Price on Request
r422225,2605 SQ.FT,Price on Request
r422225,2805 SQ.FT,₹ 2.02 Cr
r422225,2810 SQ.FT,Price on Request
r422225,3470 SQ.FT,₹ 2.5 Cr
r422225,3475 SQ.FT,Price on Request
r422225,3855 SQ.FT,₹ 2.78 Cr
r375497,2203 SQ.FT,₹ 2.22 Cr
r375497,2214 SQ.FT,₹ 2.23 Cr
r375497,2457 SQ.FT,₹ 2.48 Cr
r375497,2518 SQ.FT,₹ 2.54 Cr
r375497,2203 SQ.FT,₹ 2.22 Cr
r375497,2211 SQ.FT,₹ 2.23 Cr
r375497,2214 SQ.FT,₹ 2.23 Cr
r375497,2457 SQ.FT,₹ 2.48 Cr
r375497,2518 SQ.FT,₹ 2.54 Cr
r375497,2965 SQ.FT,₹ 2.99 Cr
r375497,2993 SQ.FT,₹ 3.02 Cr
r375497,3506 SQ.FT,₹ 3.54 Cr
r375497,3934 SQ.FT,₹ 3.97 Cr
r146207,1965 SQ.FT,₹ 3.24 Cr
r146207,2440 SQ.FT,₹ 4.03 Cr
r146207,2475 SQ.FT,₹ 4.08 Cr
r146207,2542 SQ.FT,₹ 4.19 Cr
r146207,2675 SQ.FT,₹ 4.41 Cr
r146207,2826 SQ.FT,₹ 4.66 Cr
r146207,2904 SQ.FT,₹ 4.79 Cr
r146207,2990 SQ.FT,₹ 4.93 Cr
r146207,3028 SQ.FT,₹ 5.0 Cr
r146207,3054 SQ.FT,₹ 5.04 Cr
r146207,3062 SQ.FT,₹ 5.05 Cr
r146207,3213 SQ.FT,₹ 5.3 Cr
r146207,3352 SQ.FT,₹ 5.53 Cr
r146207,3456 SQ.FT,₹ 5.7 Cr
r146207,3502 SQ.FT,₹ 5.78 Cr
r146207,3607 SQ.FT,₹ 5.95 Cr
r146207,4000 SQ.FT,₹ 6.6 Cr
r429892,435 SQ.FT,₹ 42.0 L
r429892,477 SQ.FT,₹ 43.0 L
r429892,490 SQ.FT,Price on Request
r429892,543 SQ.FT,Price on Request
r429892,541 SQ.FT,₹ 51.0 L
r429892,588 SQ.FT,₹ 52.0 L
r429892,604 SQ.FT,Price on Request
r429892,639 SQ.FT,₹ 53.0 L
r429892,651 SQ.FT,Price on Request
r429892,712 SQ.FT,₹ 54.0 L
r429892,781 SQ.FT,Price on Request
r429892,784 SQ.FT,Price on Request
r429892,787 SQ.FT,Price on Request
r429892,966 SQ.FT,₹ 91.0 L
r429892,1116 SQ.FT,Price on Request
r429892,1336 SQ.FT,₹ 95.0 L
r374658,705 SQ.FT,₹ 45.95 L
r374658,708 SQ.FT,₹ 46.15 L
r374658,763 SQ.FT,₹ 49.31 L
r374658,795 SQ.FT,₹ 51.17 L
r374658,931 SQ.FT,₹ 59.06 L
r434593,752 SQ.FT,₹ 25.19 L
r434593,887 SQ.FT,₹ 29.71 L
r434593,936 SQ.FT,₹ 31.36 L
r434593,1013 SQ.FT,₹ 33.94 L
r434593,1017 SQ.FT,₹ 34.07 L
r434593,1183 SQ.FT,₹ 39.63 L
r434593,1194 SQ.FT,₹ 40.0 L
r434593,1202 SQ.FT,₹ 40.27 L
r434593,1578 SQ.FT,₹ 52.86 L
r430213,3607 SQ.FT,"₹ 4.8 Cr
i"
r430213,3732 SQ.FT,"₹ 5.01 Cr
i"
r430213,3824 SQ.FT,"₹ 5.13 Cr
i"
r430213,4034 SQ.FT,"₹ 5.45 Cr
i"
r430213,4156 SQ.FT,"₹ 5.6 Cr
i"
r430213,5236 SQ.FT,"₹ 7.0 Cr
i"
r423470,2700 SQ.FT,₹ 2.7 Cr
r423470,3000 SQ.FT,₹ 3.0 Cr
r423470,3400 SQ.FT,₹ 3.4 Cr
r214277,1050 SQ.FT,₹ 81.9 L
r214277,1295 SQ.FT,₹ 1.04 Cr
r214277,1495 SQ.FT,₹ 1.2 Cr
r214277,1575 SQ.FT,₹ 1.26 Cr
r373839,1090 SQ.FT,₹ 1.01 Cr
r373839,1250 SQ.FT,₹ 1.16 Cr
r373839,1275 SQ.FT,₹ 1.18 Cr
r409856,1164 SQ.FT,Price on Request
r409856,1495 SQ.FT,Price on Request
r409856,1615 SQ.FT,Price on Request
r409856,2558 SQ.FT,Price on Request
r409856,1921 SQ.FT,Price on Request
r369448,2073 SQ.FT,₹ 2.18 Cr
r369448,2150 SQ.FT,₹ 2.26 Cr
r369448,2161 SQ.FT,₹ 2.27 Cr
r369448,2181 SQ.FT,₹ 2.29 Cr
r369448,2194 SQ.FT,₹ 2.3 Cr
r369448,2135 SQ.FT,₹ 2.51 Cr
r404453,1550 SQ.FT,₹ 1.57 Cr
r404453,1700 SQ.FT,₹ 1.72 Cr
r404453,1950 SQ.FT,₹ 1.98 Cr
r404453,2350 SQ.FT,₹ 2.38 Cr
r404453,2650 SQ.FT,₹ 2.68 Cr
r424417,1192 SQ.FT,₹ 1.11 Cr
r424417,1243 SQ.FT,₹ 1.16 Cr
r424417,1244 SQ.FT,₹ 1.16 Cr
r424417,1322 SQ.FT,₹ 1.23 Cr
r424417,1333 SQ.FT,₹ 1.24 Cr
r424417,1600 SQ.FT,₹ 1.49 Cr
r375852,677 SQ.FT,₹ 45.53 L
r375852,712 SQ.FT,₹ 47.88 L
r375852,721 SQ.FT,₹ 48.49 L
r375852,724 SQ.FT,₹ 48.69 L
r375852,727 SQ.FT,₹ 48.89 L
r375852,741 SQ.FT,₹ 49.83 L
r375852,742 SQ.FT,₹ 49.9 L
r375852,754 SQ.FT,₹ 50.71 L
r375852,768 SQ.FT,₹ 51.65 L
r375852,771 SQ.FT,₹ 51.85 L
r375852,776 SQ.FT,₹ 52.19 L
r375852,779 SQ.FT,₹ 52.39 L
r375852,786 SQ.FT,₹ 52.86 L
r375852,791 SQ.FT,₹ 53.19 L
r375852,802 SQ.FT,₹ 53.93 L
r375852,827 SQ.FT,₹ 55.62 L
r375852,828 SQ.FT,₹ 55.68 L
r375852,829 SQ.FT,₹ 55.75 L
r375852,1036 SQ.FT,₹ 69.67 L
r375852,1061 SQ.FT,₹ 71.35 L
r375852,1149 SQ.FT,₹ 77.27 L
r375852,870 SQ.FT,₹ 58.51 L
r375852,895 SQ.FT,₹ 60.19 L
r375852,909 SQ.FT,₹ 61.13 L
r375852,917 SQ.FT,₹ 61.67 L
r375852,927 SQ.FT,₹ 62.34 L
r375852,931 SQ.FT,₹ 62.61 L
r375852,946 SQ.FT,₹ 63.62 L
r375852,953 SQ.FT,₹ 64.09 L
r375852,969 SQ.FT,₹ 65.17 L
r375852,975 SQ.FT,₹ 65.57 L
r375852,1009 SQ.FT,₹ 67.86 L
r375852,1031 SQ.FT,₹ 69.33 L
r375852,1283 SQ.FT,₹ 86.28 L
r375852,1374 SQ.FT,₹ 92.4 L
r375852,1416 SQ.FT,₹ 95.23 L
r375852,1487 SQ.FT,₹ 1.0 Cr
r375852,1490 SQ.FT,₹ 1.0 Cr
r389311,1285 SQ.FT,₹ 89.95 L
r389311,1420 SQ.FT,₹ 99.4 L
r389311,1440 SQ.FT,₹ 1.01 Cr
r389311,1625 SQ.FT,₹ 1.14 Cr
r389311,1680 SQ.FT,₹ 1.18 Cr
r422218,701 SQ.FT,₹ 27.34 L
r422218,779 SQ.FT,₹ 30.38 L
r422218,800 SQ.FT,₹ 31.2 L
r422218,816 SQ.FT,₹ 31.82 L
r422218,821 SQ.FT,₹ 32.02 L
r422218,945 SQ.FT,Price on Request
r422218,1193 SQ.FT,₹ 46.53 L
r295513,875 SQ.FT,Price on Request
r295513,1188 SQ.FT,Price on Request
r412829,1035 SQ.FT,₹ 59.51 L
r412829,1065 SQ.FT,₹ 61.24 L
r412829,1069 SQ.FT,₹ 61.47 L
r412829,1074 SQ.FT,₹ 61.76 L
r412829,1084 SQ.FT,₹ 62.33 L
r412829,1099 SQ.FT,₹ 63.1 L
r412829,1117 SQ.FT,₹ 64.23 L
r412829,1132 SQ.FT,₹ 65.09 L
r412829,1133 SQ.FT,₹ 65.15 L
r412829,1141 SQ.FT,₹ 65.61 L
r412829,1146 SQ.FT,₹ 65.9 L
r412829,1179 SQ.FT,₹ 67.79 L
r412829,1183 SQ.FT,₹ 68.02 L
r412829,1222 SQ.FT,₹ 70.27 L
r412829,1499 SQ.FT,₹ 86.19 L
r412829,1601 SQ.FT,₹ 92.06 L
r409855,840 SQ.FT,₹ 33.75 L
r409855,953 SQ.FT,₹ 37.71 L
r409855,1310 SQ.FT,₹ 50.85 L
r338307,1326 SQ.FT,Price on Request
r338307,1337 SQ.FT,Price on Request
r338307,1450 SQ.FT,Price on Request
r338307,1520 SQ.FT,Price on Request
r338307,1408 SQ.FT,Price on Request
r338307,1416 SQ.FT,Price on Request
r338307,1460 SQ.FT,Price on Request
r338307,1471 SQ.FT,Price on Request
r338307,1567 SQ.FT,Price on Request
r338307,1580 SQ.FT,Price on Request
r338307,1610 SQ.FT,Price on Request
r338307,1618 SQ.FT,Price on Request
r338307,1674 SQ.FT,Price on Request
r338307,1700 SQ.FT,Price on Request
r338307,1800 SQ.FT,Price on Request
r338307,1900 SQ.FT,Price on Request
r338307,1980 SQ.FT,Price on Request
r338307,2000 SQ.FT,Price on Request
r338307,2513 SQ.FT,Price on Request
r338307,2800 SQ.FT,Price on Request
r433009,1090 SQ.FT,₹ 47.42 L
r433009,1150 SQ.FT,₹ 50.03 L
r433009,1156 SQ.FT,Price on Request
r433009,1165 SQ.FT,Price on Request
r433009,1230 SQ.FT,Price on Request
r433009,1250 SQ.FT,Price on Request
r433009,1296 SQ.FT,₹ 56.38 L
r433009,1310 SQ.FT,₹ 56.99 L
r433009,1610 SQ.FT,₹ 70.04 L
r433009,1660 SQ.FT,₹ 72.21 L
r433009,1745 SQ.FT,₹ 75.91 L
r433009,1750 SQ.FT,₹ 76.13 L
r398374,406 SQ.FT,₹ 72.99 L
r398374,443 SQ.FT,₹ 82.99 L
r398374,515 SQ.FT,₹ 95.99 L
r421806,820 SQ.FT,₹ 86.0 L
r421806,1055 SQ.FT,₹ 1.17 Cr
r421806,1160 SQ.FT,₹ 1.39 Cr
r111461,800 SQ.FT,₹ 26.4 L
r111461,900 SQ.FT,₹ 29.7 L
r111461,1000 SQ.FT,₹ 33.0 L
r111461,1200 SQ.FT,₹ 39.6 L
r111461,2415 SQ.FT,₹ 79.69 L
r111461,2842 SQ.FT,₹ 93.79 L
r111461,1330 SQ.FT,₹ 31.64 L
r111461,2025 SQ.FT,₹ 47.18 L
r370391,910 SQ.FT,₹ 27.3 L
r67272,475 SQ.FT,₹ 26.24 L
r67272,517 SQ.FT,₹ 28.56 L
r67272,682 SQ.FT,₹ 37.68 L
r67272,627 SQ.FT,₹ 34.64 L
r67272,674 SQ.FT,₹ 37.24 L
r67272,682 SQ.FT,₹ 37.68 L
r67272,731 SQ.FT,₹ 40.39 L
r67272,803 SQ.FT,₹ 44.37 L
r67272,850 SQ.FT,₹ 46.96 L
r67272,890 SQ.FT,₹ 49.17 L
r67272,920 SQ.FT,₹ 50.83 L
r67272,935 SQ.FT,₹ 51.66 L
r67272,1003 SQ.FT,₹ 55.42 L
r67272,1092 SQ.FT,₹ 60.33 L
r67272,1150 SQ.FT,₹ 63.54 L
r67272,1168 SQ.FT,₹ 64.53 L
r67272,1224 SQ.FT,₹ 67.63 L
r67272,1241 SQ.FT,₹ 68.57 L
r67272,1308 SQ.FT,₹ 72.27 L
r67272,1435 SQ.FT,₹ 79.28 L
r67272,1464 SQ.FT,₹ 80.89 L
r67272,1533 SQ.FT,₹ 84.7 L
r67272,1547 SQ.FT,₹ 85.47 L
r67272,1554 SQ.FT,₹ 85.86 L
r67272,1596 SQ.FT,₹ 88.18 L
r67272,1639 SQ.FT,₹ 90.55 L
r374970,2688 SQ.FT,₹ 2.62 Cr
r374970,2705 SQ.FT,₹ 2.64 Cr
r374970,3376 SQ.FT,₹ 3.29 Cr
r374970,4615 SQ.FT,₹ 4.5 Cr
r374970,5418 SQ.FT,₹ 5.29 Cr
r374970,3375 SQ.FT,₹ 3.29 Cr
r374970,4400 SQ.FT,₹ 4.29 Cr
r374970,4583 SQ.FT,₹ 4.47 Cr
r374970,5430 SQ.FT,₹ 5.3 Cr
r433821,1005 SQ.FT,₹ 56.28 L
r433821,1110 SQ.FT,₹ 62.16 L
r434127,988 SQ.FT,Price on Request
r434127,998 SQ.FT,Price on Request
r434127,1154 SQ.FT,Price on Request
r434127,1156 SQ.FT,Price on Request
r434127,1158 SQ.FT,Price on Request
r434127,1696 SQ.FT,Price on Request
r434127,1701 SQ.FT,Price on Request
r435519,603 SQ.FT,Price on Request
r435519,756 SQ.FT,Price on Request
r435519,770 SQ.FT,Price on Request
r435519,871 SQ.FT,Price on Request
r435519,946 SQ.FT,Price on Request
r435519,1119 SQ.FT,Price on Request
r429477,1301 SQ.FT,"₹ 1.34 Cr
i"
r429477,1423 SQ.FT,"₹ 1.44 Cr
i"
r429477,2165 SQ.FT,"₹ 2.19 Cr
i"
r417968,94 SQ.YD,₹ 23.03 L
r417968,94.44 SQ.YD,₹ 23.14 L
r417968,100 SQ.YD,₹ 24.5 L
r417968,125.44 SQ.YD,₹ 30.72 L
r417968,127.11 SQ.YD,₹ 31.14 L
r417968,138.89 SQ.YD,₹ 34.02 L
r417968,150 SQ.YD,₹ 36.75 L
r417968,152.67 SQ.YD,₹ 37.41 L
r417968,175.56 SQ.YD,₹ 42.99 L
r417968,183.33 SQ.YD,₹ 44.91 L
r417968,200 SQ.YD,₹ 49.0 L
r417968,206.56 SQ.YD,₹ 50.62 L
r417968,216.67 SQ.YD,₹ 53.08 L
r417968,233.33 SQ.YD,₹ 57.16 L
r417968,272.33 SQ.YD,₹ 66.72 L
r417968,311.11 SQ.YD,₹ 76.22 L
r417968,376 SQ.YD,₹ 92.11 L
r1223,950 SQ.FT,Price on Request
r1223,1465 SQ.FT,₹ 1.31 Cr
r1223,1700 SQ.FT,₹ 1.52 Cr
r1223,2075 SQ.FT,₹ 1.85 Cr
r263981,503 SQ.FT,₹ 79.74 L
r263981,334 SQ.FT,₹ 80.41 L
r263981,367 SQ.FT,₹ 88.51 L
r263981,331 SQ.FT,₹ 97.06 L
r263981,482 SQ.FT,₹ 1.55 Cr
r263981,484 SQ.FT,₹ 1.17 Cr
r263981,574 SQ.FT,₹ 1.34 Cr
r263981,577 SQ.FT,₹ 1.39 Cr
r263981,463 SQ.FT,₹ 1.49 Cr
r263981,577 SQ.FT,₹ 1.67 Cr
