XID,Project Name,Unit Type,Area,Price
R269461,VTP Solitaire,3 BHK 1061 Sq. Ft. Apartment,1061 Sq. Ft.,Rs 1.04 Cr
R63593,Hiranandani Glen Croft,2 BHK 1060 Sq. Ft. Apartment,1060 Sq. Ft.,Rs 3.11 Cr
R63593,Hiranandani Glen Croft,3 BHK 1500 Sq. Ft. Apartment,1500 Sq. Ft.,Rs 4.41 Cr
R337779,Group Satellite Elegance,1 BHK 427 Sq. Ft. Apartment,427 Sq. Ft.,Rs 86.45 L
R337779,Group Satellite Elegance,2 BHK 635 Sq. Ft. Apartment,635 Sq. Ft.,Rs 1.28 Cr
R337779,Group Satellite Elegance,2 BHK 710 Sq. Ft. Apartment,710 Sq. Ft.,Rs 1.43 Cr
R1512,Magnolia Sports City,2 BHK 670 Sq. Ft. Apartment,670 Sq. Ft.,Rs 24.12 Lac
R1512,Magnolia Sports City,2 BHK 742 Sq. Ft. Apartment,742 Sq. Ft.,Rs 26.71 Lac
R1512,Magnolia Sports City,2 BHK 795 Sq. Ft. Apartment,795 Sq. Ft.,Rs 28.62 Lac
R1512,Magnolia Sports City,2 BHK 796 Sq. Ft. Apartment,796 Sq. Ft.,Rs 28.66 Lac
R1512,Magnolia Sports City,3 BHK 1105 Sq. Ft. Apartment,1105 Sq. Ft.,Rs 39.78 Lac
R1512,Magnolia Sports City,3 BHK 1133 Sq. Ft. Apartment,1133 Sq. Ft.,Rs 40.79 Lac
R41,Mantri Tranquil,2 BHK 1285 Sq. Ft. Apartment,912 Sq. Ft.,Rs 87.00 L
R41,Mantri Tranquil,2 BHK 1270 Sq. Ft. Apartment,1043 Sq. Ft.,Rs 85.99 L
R41,Mantri Tranquil,3 BHK 1745 Sq. Ft. Apartment,1745 Sq. Ft.,Rs 1.18 Cr
R41,Mantri Tranquil,3 BHK 2000 Sq. Ft. Apartment,2000 Sq. Ft.,Rs 1.35 Cr
R322077,Kolte Patil Tuscan Parkland,2 BHK 776 Sq. Ft. Apartment,776 Sq. Ft.,Rs 1.11 Cr
R322077,Kolte Patil Tuscan Parkland,3 BHK 958 Sq. Ft. Apartment,958 Sq. Ft.,Rs 1.37 Cr
R322077,Kolte Patil Tuscan Parkland,3 BHK 960 Sq. Ft. Apartment,960 Sq. Ft.,Rs 1.37 Cr
R12300,Suncity Essel Tower,3 BHK 1800 Sq. Ft. Apartment,1800 Sq. Ft.,Rs 2.10 Cr
R12300,Suncity Essel Tower,4 BHK 2890 Sq. Ft. Apartment,2890 Sq. Ft.,Rs 3.38 Cr
R12300,Suncity Essel Tower,5 BHK 3700 Sq. Ft. Apartment,3700 Sq. Ft.,Rs 4.33 Cr
R381481,Platinum 53 West,1 BHK 320 Sq. Ft. Apartment,320 Sq. Ft.,Rs 1.20 Cr
R381481,Platinum 53 West,1 BHK 455 Sq. Ft. Apartment,455 Sq. Ft.,Rs 1.70 Cr
R381481,Platinum 53 West,2 BHK 590 Sq. Ft. Apartment,590 Sq. Ft.,Rs 2.21 Cr
R381481,Platinum 53 West,2 BHK 650 Sq. Ft. Apartment,650 Sq. Ft.,Rs 2.43 Cr
R381481,Platinum 53 West,3 BHK 740 Sq. Ft. Apartment,740 Sq. Ft.,Rs 2.77 Cr
R272905,Kolte Patil Life Republic 16th Avenue Arezo,2 BHK 649 Sq. Ft. Apartment,649 Sq. Ft.,Rs 49.88 L
R272905,Kolte Patil Life Republic 16th Avenue Arezo,2 BHK 637 Sq. Ft. Apartment,637 Sq. Ft.,Rs 48.96 L
R272905,Kolte Patil Life Republic 16th Avenue Arezo,2 BHK 543 Sq. Ft. Apartment,543 Sq. Ft.,Rs 41.74 L
R671,Amrapali Pan Oasis,2 BHK 1125 Sq. Ft. Apartment,1125 Sq. Ft.,Rs 1.22 Cr
R671,Amrapali Pan Oasis,3 BHK 1385 Sq. Ft. Apartment,1385 Sq. Ft.,Rs 1.49 Cr
R671,Amrapali Pan Oasis,3 BHK 1600 Sq. Ft. Apartment,1600 Sq. Ft.,Rs 1.72 Cr
R671,Amrapali Pan Oasis,3 BHK 1775 Sq. Ft. Apartment,1775 Sq. Ft.,Rs 1.90 Cr
R417156,AM Gore Urban Front,2 BHK 672 Sq. Ft. Apartment,672 Sq. Ft.,Rs 85.00 Lac
R40112,JP Airoli Tower,2 BHK 430 Sq. Ft. Apartment,430 Sq. Ft.,Rs 70.27 L
R40112,JP Airoli Tower,2 BHK 540 Sq. Ft. Apartment,540 Sq. Ft.,Rs 88.24 L
R40112,JP Airoli Tower,3 BHK 643 Sq. Ft. Apartment,643 Sq. Ft.,Rs 1.05 Cr
R40112,JP Airoli Tower,3 BHK 710 Sq. Ft. Apartment,710 Sq. Ft.,Rs 1.16 Cr
R27710,DLF The Wellington Estate,3 BHK 1330 Sq. Ft. Apartment,1330 Sq. Ft.,Price on Request
R27710,DLF The Wellington Estate,3 BHK 1346 Sq. Ft. Apartment,1346 Sq. Ft.,Price on Request
R27710,DLF The Wellington Estate,3 BHK 1376 Sq. Ft. Apartment,1376 Sq. Ft.,Price on Request
R27710,DLF The Wellington Estate,3 BHK 1396 Sq. Ft. Apartment,1396 Sq. Ft.,Price on Request
R27710,DLF The Wellington Estate,4 BHK 1645 Sq. Ft. Apartment,1645 Sq. Ft.,Price on Request
R27710,DLF The Wellington Estate,4 BHK 1677 Sq. Ft. Apartment,1677 Sq. Ft.,Price on Request
R403728,Sobha Avalon,1 BHK 736 Sq. Ft. Apartment,405 Sq. Ft.,Rs 68.68 Lac
R403728,Sobha Avalon,1 BHK 952 Sq. Ft. Apartment,516 Sq. Ft.,Rs 88.83 Lac
R403728,Sobha Avalon,2 BHK 1307 Sq. Ft. Apartment,731 Sq. Ft.,Rs 1.22 Cr
R403728,Sobha Avalon,2 BHK 1484 Sq. Ft. Apartment,797 Sq. Ft.,Rs 1.38 Cr
R403728,Sobha Avalon,3 BHK 1749 Sq. Ft. Apartment,1005 Sq. Ft.,Rs 1.63 Cr
R1189,Prestige Tranquility,1 BHK 664 Sq. Ft. Apartment,664 Sq. Ft.,Rs 56.00 L
R1189,Prestige Tranquility,1 BHK 712 Sq. Ft. Apartment,712 Sq. Ft.,Rs 60.05 L
R1189,Prestige Tranquility,2 BHK 1073 Sq. Ft. Apartment,1073 Sq. Ft.,Rs 90.50 L
R1189,Prestige Tranquility,2 BHK 1139 Sq. Ft. Apartment,1139 Sq. Ft.,Rs 96.07 L
R1189,Prestige Tranquility,2 BHK 1140 Sq. Ft. Apartment,1140 Sq. Ft.,Rs 96.15 L
R1189,Prestige Tranquility,2 BHK 1153 Sq. Ft. Apartment,1153 Sq. Ft.,Rs 97.25 L
R1189,Prestige Tranquility,2 BHK 1162 Sq. Ft. Apartment,1162 Sq. Ft.,Rs 98.01 L
R1189,Prestige Tranquility,3 BHK 1632 Sq. Ft. Apartment,1632 Sq. Ft.,Rs 1.37 Cr
R1189,Prestige Tranquility,3 BHK 1628 Sq. Ft. Apartment,1628 Sq. Ft.,Rs 1.37 Cr
R1189,Prestige Tranquility,3 BHK 1820 Sq. Ft. Apartment,1820 Sq. Ft.,Rs 1.53 Cr
R1189,Prestige Tranquility,3 BHK 1991 Sq. Ft. Apartment,1991 Sq. Ft.,Rs 1.67 Cr
R838,Lunkad Sky Vie,3 BHK 1650 Sq. Ft. Apartment,1650 Sq. Ft.,Rs 2.21 Cr
R838,Lunkad Sky Vie,3 BHK 1850 Sq. Ft. Apartment,1850 Sq. Ft.,Rs 2.48 Cr
R211267,Shankh Mani,2 BHK 1270 Sq. Ft. Apartment,747 Sq. Ft.,Rs 79.38 Lac
R211267,Shankh Mani,2 BHK 1495 Sq. Ft. Apartment,590 Sq. Ft.,Rs 93.44 Lac
R211267,Shankh Mani,2 BHK 1316 Sq. Ft. Apartment,649 Sq. Ft.,Rs 82.25 Lac
R211267,Shankh Mani,3 BHK 1367 Sq. Ft. Apartment,872 Sq. Ft.,Rs 85.44 Lac
R211267,Shankh Mani,3 BHK 1474 Sq. Ft. Apartment,826 Sq. Ft.,Rs 92.13 Lac
R211267,Shankh Mani,3 BHK 1719 Sq. Ft. Apartment,699 Sq. Ft.,Rs 1.07 Cr
R211267,Shankh Mani,3 BHK 1808 Sq. Ft. Apartment,1035 Sq. Ft.,Rs 1.13 Cr
R211267,Shankh Mani,3 BHK 1875 Sq. Ft. Apartment,737 Sq. Ft.,Rs 1.17 Cr
R211267,Shankh Mani,3 BHK 2032 Sq. Ft. Apartment,1062 Sq. Ft.,Rs 1.27 Cr
R17792,Oberoi Realty Park View,2 BHK 1080 Sq. Ft. Apartment,1080 Sq. Ft.,Rs 3.06 Cr
R17792,Oberoi Realty Park View,4 BHK 2160 Sq. Ft. Apartment,2160 Sq. Ft.,Rs 6.12 Cr
R4200,Sobha Habitech,2 BHK 1342 Sq. Ft. Apartment,1342 Sq. Ft.,Price on Request
R4200,Sobha Habitech,2 BHK 1436 Sq. Ft. Apartment,1436 Sq. Ft.,Price on Request
R4200,Sobha Habitech,3 BHK 1935 Sq. Ft. Apartment,1935 Sq. Ft.,Price on Request
R4200,Sobha Habitech,3 BHK 1852 Sq. Ft. Apartment,1852 Sq. Ft.,Price on Request
R4200,Sobha Habitech,3 BHK 2206 Sq. Ft. Apartment,2206 Sq. Ft.,Price on Request
R4200,Sobha Habitech,3 BHK 2225 Sq. Ft. Apartment,2225 Sq. Ft.,Price on Request
R4200,Sobha Habitech,4 BHK 3500 Sq. Ft. Apartment,3500 Sq. Ft.,Price on Request
R4200,Sobha Habitech,4 BHK 3584 Sq. Ft. Apartment,3584 Sq. Ft.,Price on Request
R329079,VTP Belair B And D Building,1 BHK 423 Sq. Ft. Apartment,423 Sq. Ft.,Rs 36.39 Lac
R329079,VTP Belair B And D Building,1 BHK 571 Sq. Ft. Apartment,571 Sq. Ft.,Rs 49.12 Lac
R329079,VTP Belair B And D Building,2 BHK 665 Sq. Ft. Apartment,665 Sq. Ft.,Rs 60.20 Lac
R329079,VTP Belair B And D Building,3 BHK 793 Sq. Ft. Apartment,793 Sq. Ft.,Rs 69.24 Lac
R329079,VTP Belair B And D Building,3 BHK 962 Sq. Ft. Apartment,962 Sq. Ft.,Rs 88.15 Lac
R313995,BSCPL Bollineni Zion,2 BHK 885 Sq. Ft. Apartment,885 Sq. Ft.,Rs 60.10 Lac
R313995,BSCPL Bollineni Zion,2 BHK 910 Sq. Ft. Apartment,910 Sq. Ft.,Rs 61.80 Lac
R313995,BSCPL Bollineni Zion,3 BHK 1075 Sq. Ft. Apartment,1075 Sq. Ft.,Rs 72.10 Lac
R313995,BSCPL Bollineni Zion,3 BHK 1650 Sq. Ft. Apartment,1650 Sq. Ft.,Rs 1.07 Cr
R23402,Shagun White Woods,2 BHK 473 Sq. Ft. Apartment,473 Sq. Ft.,Rs 63.05 Lac
R23402,Shagun White Woods,3 BHK 632 Sq. Ft. Apartment,632 Sq. Ft.,Rs 84.25 Lac
R23402,Shagun White Woods,3 BHK 663 Sq. Ft. Apartment,663 Sq. Ft.,Rs 88.38 Lac
R23402,Shagun White Woods,3 BHK 685 Sq. Ft. Apartment,685 Sq. Ft.,Rs 91.31 Lac
R433746,Shubankara Innovative Palacia,2 BHK 1255 Sq. Ft. Apartment,1255 Sq. Ft.,Rs 1.31 Cr
R433746,Shubankara Innovative Palacia,2 BHK 1395 Sq. Ft. Apartment,1395 Sq. Ft.,Rs 1.45 Cr
R433746,Shubankara Innovative Palacia,3 BHK 1490 Sq. Ft. Apartment,1490 Sq. Ft.,Rs 1.55 Cr
R7852,Oberoi Realty Woods,3 BHK 1820 Sq. Ft. Apartment,1820 Sq. Ft.,Rs 7.51 Cr
R281253,Ekta World Parksville,1 BHK 338 Sq. Ft. Apartment,338 Sq. Ft.,Rs 26.10 L
R281253,Ekta World Parksville,1 BHK 372 Sq. Ft. Apartment,372 Sq. Ft.,Rs 28.72 L
R281253,Ekta World Parksville,2 BHK 418 Sq. Ft. Apartment,418 Sq. Ft.,Rs 32.27 L
R281253,Ekta World Parksville,2 BHK 580 Sq. Ft. Apartment,580 Sq. Ft.,Rs 44.78 L
R281253,Ekta World Parksville,3 BHK 710 Sq. Ft. Apartment,710 Sq. Ft.,Rs 54.82 L
R281253,Ekta World Parksville,3 BHK 800 Sq. Ft. Apartment,800 Sq. Ft.,Rs 61.77 L
R108249,Kanakia Paris,2 BHK 795 Sq. Ft. Apartment,795 Sq. Ft.,Rs 3.14 Cr
R108249,Kanakia Paris,2 BHK 861 Sq. Ft. Apartment,861 Sq. Ft.,Rs 3.40 Cr
R108249,Kanakia Paris,3 BHK 1175 Sq. Ft. Apartment,1175 Sq. Ft.,Rs 4.64 Cr
R108249,Kanakia Paris,3 BHK 965 Sq. Ft. Apartment,965 Sq. Ft.,Rs 3.81 Cr
R99210,ARK Viman Platinum,2 BHK 641 Sq. Ft. Apartment,641 Sq. Ft.,Rs 60.49 L
R99210,ARK Viman Platinum,2 BHK 743 Sq. Ft. Apartment,743 Sq. Ft.,Rs 70.11 L
R99210,ARK Viman Platinum,3 BHK 885 Sq. Ft. Apartment,885 Sq. Ft.,Rs 83.51 L
R99210,ARK Viman Platinum,3 BHK 912 Sq. Ft. Apartment,912 Sq. Ft.,Rs 86.06 L
R99210,ARK Viman Platinum,3 BHK 889 Sq. Ft. Apartment,889 Sq. Ft.,Rs 83.89 L
R336791,Birla Alokya,3 BHK 1445 Sq. Ft. Apartment,1445 Sq. Ft.,Rs 2.06 Cr
R336791,Birla Alokya,3 BHK 1509 Sq. Ft. Apartment,1509 Sq. Ft.,Rs 2.15 Cr
R336791,Birla Alokya,3 BHK 1990 Sq. Ft. Apartment,1990 Sq. Ft.,Rs 2.84 Cr
R336791,Birla Alokya,4 BHK 2295 Sq. Ft. Apartment,2295 Sq. Ft.,Rs 3.27 Cr
R336791,Birla Alokya,4 BHK 2516 Sq. Ft. Apartment,2516 Sq. Ft.,Rs 3.59 Cr
R28714,Fam CHS,1 BHK 620 Sq. Ft. Apartment,620 Sq. Ft.,Rs 1.03 Cr
R268173,VTP Purvanchal,1 BHK 366 Sq. Ft. Apartment,366 Sq. Ft.,Rs 34.76 L
R268173,VTP Purvanchal,2 BHK 487 Sq. Ft. Apartment,487 Sq. Ft.,Rs 46.25 L
R268173,VTP Purvanchal,2 BHK 585 Sq. Ft. Apartment,585 Sq. Ft.,Rs 55.56 L
R268173,VTP Purvanchal,2 BHK 580 Sq. Ft. Apartment,580 Sq. Ft.,Rs 55.08 L
R268173,VTP Purvanchal,2 BHK 466 Sq. Ft. Apartment,466 Sq. Ft.,Rs 44.26 L
R268173,VTP Purvanchal,2 BHK 661 Sq. Ft. Apartment,661 Sq. Ft.,Rs 62.78 L
R268173,VTP Purvanchal,2 BHK 488 Sq. Ft. Apartment,488 Sq. Ft.,Rs 46.35 L
R268173,VTP Purvanchal,2 BHK 554 Sq. Ft. Apartment,554 Sq. Ft.,Rs 52.61 L
R268173,VTP Purvanchal,2 BHK 684 Sq. Ft. Apartment,684 Sq. Ft.,Rs 64.96 L
R268173,VTP Purvanchal,2 BHK 707 Sq. Ft. Apartment,707 Sq. Ft.,Rs 67.15 L
R268173,VTP Purvanchal,2 BHK 490 Sq. Ft. Apartment,490 Sq. Ft.,Rs 46.54 L
R268173,VTP Purvanchal,3 BHK 881 Sq. Ft. Apartment,881 Sq. Ft.,Rs 83.67 L
R268173,VTP Purvanchal,3 BHK 959 Sq. Ft. Apartment,959 Sq. Ft.,Rs 91.08 L
R30720,Panchshil Satellite Towers,2 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 1.21 Cr
R30720,Panchshil Satellite Towers,5 BHK 4300 Sq. Ft. Apartment,4300 Sq. Ft.,Rs 4.73 Cr
R146879,Aparna HillPark Boulevard,3 BHK 2399 Sq. Ft. Villa,2399 Sq. Ft.,Rs 1.55 Cr
R146879,Aparna HillPark Boulevard,3 BHK 2835 Sq. Ft. Villa,2835 Sq. Ft.,Rs 1.83 Cr
R517,Ajnara Gen X,2 BHK 1000 Sq. Ft. Apartment,1000 Sq. Ft.,Rs 34.00 Lac
R517,Ajnara Gen X,2 BHK 1105 Sq. Ft. Apartment,-,Price on Request
R517,Ajnara Gen X,2 BHK 1395 Sq. Ft. Apartment,-,Price on Request
R517,Ajnara Gen X,2 BHK 1530 Sq. Ft. Apartment,797 Sq. Ft.,Price on Request
R517,Ajnara Gen X,3 BHK 1425 Sq. Ft. Apartment,1425 Sq. Ft.,Rs 48.45 Lac
R517,Ajnara Gen X,3 BHK 1575 Sq. Ft. Apartment,-,Price on Request
R517,Ajnara Gen X,3 BHK 1695 Sq. Ft. Apartment,-,Price on Request
R517,Ajnara Gen X,3 BHK 1800 Sq. Ft. Apartment,1008 Sq. Ft.,Rs 61.20 Lac
R517,Ajnara Gen X,3 BHK 1875 Sq. Ft. Apartment,-,Price on Request
R517,Ajnara Gen X,3 BHK 2017 Sq. Ft. Apartment,2017 Sq. Ft.,Rs 68.58 Lac
R517,Ajnara Gen X,4 BHK 2200 Sq. Ft. Apartment,2200 Sq. Ft.,Rs 74.80 Lac
R517,Ajnara Gen X,4 BHK 2250 Sq. Ft. Apartment,2250 Sq. Ft.,Rs 76.50 Lac
R309011,Assetz Earth And Essence,3 BHK 2723 Sq. Ft. Villa,2723 Sq. Ft.,Rs 2.13 Cr
R309011,Assetz Earth And Essence,3 BHK 2826 Sq. Ft. Villa,2826 Sq. Ft.,Rs 2.21 Cr
R309011,Assetz Earth And Essence,4 BHK 3149 Sq. Ft. Villa,3149 Sq. Ft.,Rs 2.46 Cr
R309011,Assetz Earth And Essence,4 BHK 3358 Sq. Ft. Villa,3358 Sq. Ft.,Rs 2.63 Cr
R309011,Assetz Earth And Essence,5 BHK 4120 Sq. Ft. Villa,4120 Sq. Ft.,Rs 3.22 Cr
R309011,Assetz Earth And Essence,5 BHK 4131 Sq. Ft. Villa,4131 Sq. Ft.,Rs 3.23 Cr
R254893,Neelkanth Lake View,2 BHK 823 Sq. Ft. Apartment,823 Sq. Ft.,Rs 2.15 Cr
R254893,Neelkanth Lake View,3 BHK 1077 Sq. Ft. Apartment,1077 Sq. Ft.,Rs 2.81 Cr
R254893,Neelkanth Lake View,3 BHK 1239 Sq. Ft. Apartment,1239 Sq. Ft.,Rs 3.24 Cr
R254893,Neelkanth Lake View,4 BHK 1496 Sq. Ft. Apartment,1496 Sq. Ft.,Rs 3.91 Cr
R12418,Neptune Living Point,2 BHK 852 Sq. Ft. Apartment,852 Sq. Ft.,Rs 1.79 Cr
R12418,Neptune Living Point,3 BHK 1584 Sq. Ft. Apartment,1584 Sq. Ft.,Rs 3.34 Cr
R4340,Lodha Splendora,1 BHK 402 Sq. Ft. Apartment,402 Sq. Ft.,Rs 1.18 Cr
R4340,Lodha Splendora,2 BHK 771 Sq. Ft. Apartment,771 Sq. Ft.,Rs 2.27 Cr
R4340,Lodha Splendora,2 BHK 701 Sq. Ft. Apartment,701 Sq. Ft.,Rs 2.07 Cr
R4340,Lodha Splendora,2 BHK 761 Sq. Ft. Apartment,761 Sq. Ft.,Rs 2.24 Cr
R4340,Lodha Splendora,2 BHK 612 Sq. Ft. Apartment,612 Sq. Ft.,Rs 1.80 Cr
R4340,Lodha Splendora,2 BHK 643 Sq. Ft. Apartment,643 Sq. Ft.,Rs 1.89 Cr
R4340,Lodha Splendora,3 BHK 1124 Sq. Ft. Apartment,1124 Sq. Ft.,Rs 3.32 Cr
R4340,Lodha Splendora,3 BHK 871 Sq. Ft. Apartment,871 Sq. Ft.,Rs 2.57 Cr
R4340,Lodha Splendora,3 BHK 805 Sq. Ft. Apartment,805 Sq. Ft.,Rs 2.37 Cr
R4340,Lodha Splendora,3 BHK 1005 Sq. Ft. Apartment,1005 Sq. Ft.,Rs 2.96 Cr
R348189,Sky City Floris,4 BHK 5301 Sq. Ft. Villa,5301 Sq. Ft.,Price on Request
R372413,Prestige Misty Waters Phase II,2 BHK 1339 Sq. Ft. Apartment,946 Sq. Ft.,Rs 1.10 Cr
R372413,Prestige Misty Waters Phase II,3 BHK 1615 Sq. Ft. Apartment,1084 Sq. Ft.,Rs 1.33 Cr
R372413,Prestige Misty Waters Phase II,3 BHK 1693 Sq. Ft. Apartment,1129 Sq. Ft.,Rs 1.39 Cr
R400715,Chheda Prem Nagar Legacy,1 BHK 441 Sq. Ft. Apartment,441 Sq. Ft.,Rs 1.21 Cr
R400715,Chheda Prem Nagar Legacy,1 BHK 445 Sq. Ft. Apartment,445 Sq. Ft.,Rs 1.22 Cr
R400715,Chheda Prem Nagar Legacy,2 BHK 566 Sq. Ft. Apartment,566 Sq. Ft.,Rs 1.55 Cr
R400715,Chheda Prem Nagar Legacy,2 BHK 735 Sq. Ft. Apartment,735 Sq. Ft.,Rs 2.02 Cr
R270238,Abhinav Pebbles Urbania,1 BHK 357 Sq. Ft. Apartment,357 Sq. Ft.,Rs 43.75 L
R270238,Abhinav Pebbles Urbania,1 BHK 358 Sq. Ft. Apartment,358 Sq. Ft.,Rs 43.87 L
R270238,Abhinav Pebbles Urbania,2 BHK 505 Sq. Ft. Apartment,505 Sq. Ft.,Rs 61.88 L
R270238,Abhinav Pebbles Urbania,3 BHK 612 Sq. Ft. Apartment,612 Sq. Ft.,Rs 75.00 L
R270238,Abhinav Pebbles Urbania,3 BHK 757 Sq. Ft. Apartment,757 Sq. Ft.,Rs 92.77 L
R79370,Lodha Elisium,2 BHK 763 Sq. Ft. Apartment,763 Sq. Ft.,Rs 2.43 Cr
R79370,Lodha Elisium,2 BHK 845 Sq. Ft. Apartment,845 Sq. Ft.,Rs 2.69 Cr
R79370,Lodha Elisium,3 BHK 1069 Sq. Ft. Apartment,1069 Sq. Ft.,Rs 3.40 Cr
R4368,Hiranandani Rodas Enclave Rosemount,3 BHK 1282 Sq. Ft. Apartment,1282 Sq. Ft.,Rs 3.45 Cr
R4368,Hiranandani Rodas Enclave Rosemount,3 BHK 2402 Sq. Ft. Apartment,2402 Sq. Ft.,Rs 6.46 Cr
R385001,Prestige Marigold,1200 Sq. Ft. Plot,1200 Sq. Ft.,Rs 48.54 L
R385001,Prestige Marigold,2400 Sq. Ft. Plot,2400 Sq. Ft.,Rs 97.08 L
R269505,One Indiabulls Thane,1 BHK 464 Sq. Ft. Apartment,464 Sq. Ft.,Rs 98.00 Lac
R269505,One Indiabulls Thane,1 BHK 494 Sq. Ft. Apartment,494 Sq. Ft.,Rs 1.04 Cr
R269505,One Indiabulls Thane,2 BHK 806 Sq. Ft. Apartment,806 Sq. Ft.,Rs 1.70 Cr
R269505,One Indiabulls Thane,2 BHK 968 Sq. Ft. Apartment,968 Sq. Ft.,Rs 2.04 Cr
R269505,One Indiabulls Thane,3 BHK 1140 Sq. Ft. Apartment,1140 Sq. Ft.,Rs 2.80 Cr
R269505,One Indiabulls Thane,3 BHK 1760 Sq. Ft. Apartment,1760 Sq. Ft.,Rs 4.32 Cr
R269505,One Indiabulls Thane,5 BHK 2450 Sq. Ft. Apartment,2450 Sq. Ft.,Rs 5.12 Cr
R395317,Kavisha Aer,2 BHK 625 Sq. Ft. Apartment,625 Sq. Ft.,Rs 50.95 Lac
R395317,Kavisha Aer,3 BHK 810 Sq. Ft. Apartment,810 Sq. Ft.,Rs 69.50 Lac
R3774,BGA Amrita Abashan III,1 BHK 455 Sq. Ft. Apartment,455 Sq. Ft.,Price on Request
R3774,BGA Amrita Abashan III,1 BHK 467 Sq. Ft. Apartment,467 Sq. Ft.,Price on Request
R3774,BGA Amrita Abashan III,2 BHK 680 Sq. Ft. Apartment,680 Sq. Ft.,Price on Request
R22964,Nyati Eternity,1 BHK 690 Sq. Ft. Apartment,690 Sq. Ft.,Rs 59.48 L
R22964,Nyati Eternity,2 BHK 1202 Sq. Ft. Apartment,1202 Sq. Ft.,Rs 1.03 Cr
R22964,Nyati Eternity,3 BHK 1400 Sq. Ft. Apartment,1400 Sq. Ft.,Rs 1.20 Cr
R400573,Sumeru Eastern Arc,1 BHK 521 Sq. Ft. Apartment,-,Rs 17.84 Lac
R400573,Sumeru Eastern Arc,1 BHK 613 Sq. Ft. Apartment,-,Rs 21.00 Lac
R400573,Sumeru Eastern Arc,2 BHK 1023 Sq. Ft. Apartment,-,Rs 35.04 Lac
R400573,Sumeru Eastern Arc,2 BHK 1044 Sq. Ft. Apartment,-,Rs 35.76 Lac
R12234,Vipul Greens,3 BHK 1860 Sq. Ft. Apartment,1860 Sq. Ft.,Rs 1.99 Cr
R12234,Vipul Greens,4 BHK 2170 Sq. Ft. Apartment,2170 Sq. Ft.,Rs 2.32 Cr
R12234,Vipul Greens,4 BHK 2577 Sq. Ft. Penthouse,2577 Sq. Ft.,Rs 2.76 Cr
R12234,Vipul Greens,4 BHK 2846 Sq. Ft. Penthouse,2846 Sq. Ft.,Rs 3.04 Cr
R12234,Vipul Greens,5 BHK 3387 Sq. Ft. Penthouse,3387 Sq. Ft.,Rs 3.62 Cr
R377300,Dosti Oro 67,1 BHK 417 Sq. Ft. Apartment,417 Sq. Ft.,Rs 93.29 L
R377300,Dosti Oro 67,1 BHK 457 Sq. Ft. Apartment,457 Sq. Ft.,Rs 1.02 Cr
R377300,Dosti Oro 67,2 BHK 526 Sq. Ft. Apartment,526 Sq. Ft.,Rs 1.17 Cr
R377300,Dosti Oro 67,2 BHK 587 Sq. Ft. Apartment,587 Sq. Ft.,Rs 1.31 Cr
R377300,Dosti Oro 67,2 BHK 652 Sq. Ft. Apartment,652 Sq. Ft.,Rs 1.45 Cr
R46900,Aims Golf Avenue II,2 BHK 930 Sq. Ft. Apartment,930 Sq. Ft.,Rs 93.00 Lac
R46900,Aims Golf Avenue II,2 BHK 1080 Sq. Ft. Apartment,1080 Sq. Ft.,Rs 1.08 Cr
R46900,Aims Golf Avenue II,2 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 1.10 Cr
R46900,Aims Golf Avenue II,3 BHK 1455 Sq. Ft. Apartment,1455 Sq. Ft.,Rs 1.46 Cr
R46900,Aims Golf Avenue II,3 BHK 1600 Sq. Ft. Apartment,1600 Sq. Ft.,Rs 1.60 Cr
R46900,Aims Golf Avenue II,3 BHK 1765 Sq. Ft. Apartment,1765 Sq. Ft.,Rs 1.76 Cr
R146047,Dosti Group Imperia,2 BHK 1220 Sq. Ft. Apartment,734 Sq. Ft.,Rs 2.64 Cr
R146047,Dosti Group Imperia,2 BHK 1396 Sq. Ft. Apartment,885 Sq. Ft.,Rs 3.02 Cr
R146047,Dosti Group Imperia,3 BHK 1654 Sq. Ft. Apartment,1103 Sq. Ft.,Rs 3.58 Cr
R146047,Dosti Group Imperia,3 BHK 1835 Sq. Ft. Apartment,1205 Sq. Ft.,Rs 3.97 Cr
R167105,Marvel Ideal Spacio Phase 1,2 BHK 680 Sq. Ft. Apartment,680 Sq. Ft.,Rs 70.93 L
R167105,Marvel Ideal Spacio Phase 1,2 BHK 724 Sq. Ft. Apartment,724 Sq. Ft.,Rs 75.52 L
R167105,Marvel Ideal Spacio Phase 1,2 BHK 688 Sq. Ft. Apartment,688 Sq. Ft.,Rs 71.76 L
R167105,Marvel Ideal Spacio Phase 1,2 BHK 732 Sq. Ft. Apartment,732 Sq. Ft.,Rs 76.35 L
R167105,Marvel Ideal Spacio Phase 1,2 BHK 661 Sq. Ft. Apartment,661 Sq. Ft.,Rs 68.94 L
R167105,Marvel Ideal Spacio Phase 1,2 BHK 535 Sq. Ft. Apartment,535 Sq. Ft.,Rs 55.80 L
R167105,Marvel Ideal Spacio Phase 1,3 BHK 1000 Sq. Ft. Apartment,1000 Sq. Ft.,Rs 1.04 Cr
R167105,Marvel Ideal Spacio Phase 1,3 BHK 906 Sq. Ft. Apartment,906 Sq. Ft.,Rs 94.50 L
