XID,Name,Name_Score,Builder,Builder_Score,Address,Address_Score,Possession Status,Possession Status_Score,RERA,RERA_Score
r391738,Sattva Aeropolis,100,BySattva Group,92,"99acres: Devanahalli | Housing: Udayagiri, Boovanahalli, North Bangalore, Bangalore",32,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,PRM/KA/RERA/1250/303/PR/110522/004869,100
r347961,Pallavi Gardenia,100,ByPallavi Developers,95,"99acres: Nagole | Housing: Nagole, East Hyderabad, Hyderabad",31,"99acres: READY_TO_MOVE | Housing: Dec, 2027",18,P02200001662,100
r426539,99acres: Aristo The Regal | Housing: 4 BHK Flat,31,99acres: Aristo Builder | Housing: nan,0,"Aristo regal, Vaishno Devi Circle, Ahmedabad",58,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2025",15,99acres: Registered | Housing: nan,0
r271481,Swayam City Phase IV,71,ByNew Age Nirman,93,"99acres: Joka | Housing: 14 Mouza Bhasa, Joka, D.H. Road, Postal Code - 743503, South 24 Paraganas, Kolkata",9,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2028",15,HIRA/P/SOU/2018/000159,100
r423659,Solitaire Vista 2,100,ByAnmol Construction,75,"99acres: Gota | Housing: Opp. Popular Paradise, Satyamev Vista Road, Near Solitaire Vista, Gota, North West, Ahmedabad",8,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09415/031221,100
r393194,Sameera New Blossom,100,BySameera Groups,58,"Thirumazhisai, Chennai west, Chennai",53,"99acres: READY_TO_MOVE | Housing: Jul, 2023",9,TN/02/Layout/4178/2022,100
r395174,Promax Dreamville Home,100,ByPromax Properties,94,"99acres: Kothanur | Housing: Hennur Main Road, Hennur Main Road, Bangalore",19,"99acres: READY_TO_MOVE | Housing: Apr, 2028",18,PRM/KA/RERA/1251/446/PR/200622/005013,100
r408676,Vivaan Oliver,100,ByVivaan Group,92,"99acres: Zundal | Housing: SP Ring Road, Behind Sangath Prominence, Zundal, North West, Ahmedabad",16,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2024",22,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA11459/150323,100
r402875,DAC Vilva,100,ByDAC Developers,93,"99acres: Madambakkam | Housing: Tambaram, Madambakkam, Chennai south, Chennai",39,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,TN/01/LAYOUT/3092/2023,100
r416158,Archana Signature,100,ByArchana Projects,94,"99acres: Kunjibettu | Housing: Maruthi Veethika, Udupi",30,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2025",22,PRM/KA/RERA/1273/318/PR/220923/006288,100
r419253,Aashray Eminent,100,ByShiv Realcon,92,"99acres: Vasna Bhayli Road | Housing: Bhayli Vasna Main Road Near Panchmukhi Hunamn Temple, Vadodara",33,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,PR/GJ/VADODARA/VADODARA/Others/MAA12623/101123,100
r296319,Gayatri Maitri Lake View,80,ByGayatri Infrastructure,96,"99acres: Zundal | Housing: Maitri Lake View, Kalptaru Millennium Park, Opp Auda Lake, Zundal, North West, Ahmedabad",13,Ready to Move,100,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA01279/100118,100
r409351,Artech Marvel,100,ByArtech Realtors Pvt Ltd,75,"99acres: Pattom | Housing: Pattom, Thiruvananthapuram",38,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,RERA/PRJ/TVM/069/2023,100
r380618,Sikhara Tranquil,100,BySikhara Developers,95,"99acres: Cherlapally | Housing: Cherlapally, Nagaram, Secunderabad",49,Ready to Move,100,P02200003066,100
r325929,Royal Arcade,75,99acres: LJMK Developers | Housing: ByLohia Jain Malpani Properties,39,"99acres: Kondhwa | Housing: Kondhwa Khurd, Opp Ashoka Mewz, Kondhwa Road, Pune",25,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,"P52100019743, P52100019636",100
r426565,99acres: Podar Avanta Heights | Housing: 2 BHK Flat,20,ByPodar Spaces Llp,94,"99acres: Parel | Housing: Podar Avanta Heights, Ganesh Gully, Parel, Mumbai",19,"99acres: NEW_LAUNCH | Housing: Oct, 2024",11,99acres: Registered | Housing: nan,0
r168271,Sheth Montana,100,ByAshwin Sheth Group,95,"99acres: Mulund West | Housing: Off LBS Marg, Vasant Oscar Layout, Mulund West, Central Mumbai Suburbs, Mumbai",25,"99acres: READY_TO_MOVE | Housing: Mar, 2028",18,"P51800000735, P51800014539, P51800017754, P51800026393",100
r270058,Sai Essen Aishwaryam Hamara Abhimaan,84,99acres: Aishwaryam Builders Pune | Housing: BySai Essen Developers,35,"99acres: Moshi | Housing: Plot No. 10, 11, Gat No. 94 At Pimpri Chinchawad, Moshi, Pimpri Chinchwad, Pune",12,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2025",15,P52100020889,100
r145261,Essen Raj Manohar Residency,100,99acres: Essen Construction | Housing: ByEssen,40,"99acres: Patia | Housing: Harappa Block, Raghunathpur, Bhubaneswar",18,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,RP/19/2022/00781,100
r420379,Golden Glory 101,100,99acres: Golden Homes Nagpur | Housing: ByGolden Land Developers,47,"Shankarpur, Wardha Road, Nagpur",52,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2028",15,P50500054000,100
r391947,Ananyas AA Garden,100,99acres: Ananya Group | Housing: ByAnanya Shelters Private Limited,40,"99acres: Saravanampatti | Housing: Keeranatham, Coimbatore",38,"99acres: READY_TO_MOVE | Housing: Oct, 2018",18,TN/11/Layout/3102/2022,100
r406898,Highline,57,ByAG Group,57,"99acres: Sola | Housing: New Science City Road, S.G Highway, North West, Ahmedabad",10,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2030",15,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11517/270323,100
r330597,Signature Global Park 1,95,BySignature Global Builders Pvt. Ltd.,69,"99acres: Sohna | Housing: Sector 36 Sohna, Gurgaon",34,"99acres: READY_TO_MOVE | Housing: Jan, 2024",18,GGM/494/226/2021/62 DATED 11.10.2021,100
r413420,Geethika Ensconsia,97,ByGeethika Developers,95,"99acres: Tukkuguda | Housing: Mankal Village, Maheshwaram, South Hyderabad, Hyderabad",16,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",22,P02400006389,100
r378617,Suchirindia The Tales of Greek,100,99acres: Suchirindia | Housing: BySuchirindia Constructions Pvt. Ltd.,46,"99acres: Shamshabad | Housing: Satamrai, Shamshabad, South Hyderabad, Langerguda",34,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P02400002725,100
r427386,Saamarth Twinland,100,BySaamarth Group,93,"99acres: Koba | Housing: Koba, Gandhinagar",38,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13673/120624/311227,100
r410741,Sattva Lake Ridge,100,BySattva Group,92,"99acres: Kokapet | Housing: Kokapet, West Hyderabad, Hyderabad",34,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2030",15,P02400006230,100
r743,Logix Blossom County,100,ByLogix Group,92,"99acres: Sector 137 | Housing: Sector 137, Noida-Greater Noida Expressway, Noida",34,"99acres: READY_TO_MOVE | Housing: Jun, 2026",9,UPRERAPRJ4466,100
r428866,Joy Grand,100,ByJoy Era,88,"99acres: Sector 88 | Housing: Site No. 3, Sector 88, Sahibzada Ajit Singh Nagar",31,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2026",15,PBRERA-SAS81-PR0928,100
r398187,Harish Bhairav,100,ByHarish Homes,92,"99acres: Vellakinar | Housing: S. F. No. 72/2A1 And 72/2B1, Vellaikinar Village, Coimbatore",29,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2028",15,TN/11/Building/0071/2022,100
r426470,Samarthya Excellence,100,BySamarthya Group,94,"99acres: PAL | Housing: Pal Gam, Surat",35,"99acres: UNDER_CONSTRUCTION | Housing: Aug, 2023",15,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13184/270324/300627,100
r391272,Majesticka Grande,85,BySukra Property Developers Pvt Ltd,83,"Saibaba Colony, Coimbatore",70,"99acres: READY_TO_MOVE | Housing: Nov, 2025",18,TN/11/Building/0129/2022 dated 22/04/2022,100
r435900,Anaadih Shri Datta,100,99acres: Anaadih Builders | Housing: ByPrabhakar Krishnaji Parab,33,"Sawantwadi, Sindhudurg",62,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2028",22,P52900056485,100
r422862,The Address By GS Bandra,69,ByRaymond Limited,65,"99acres: Bandra East | Housing: Western Express Highway, Nirmal Nagar, Bandra East, Western Suburbs, Mumbai",26,"99acres: NEW_LAUNCH | Housing: Oct, 2025",11,P51800054847,100
r402921,Kiran Swastik,100,ByKiran Creators,93,"99acres: Sus  | Housing: Sus, Sus Road-Pashan, Pune",21,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2023",15,P52100047619,100
r336331,ATS Destinaire,100,99acres: ATS Group | Housing: ByATS Infrastructure Limited,32,"Plot No Gh 14, Sector 1 Noida Extension, Greater Noida",54,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2028",15,UPRERAPRJ417134,100
r417100,Lodha Riservo,100,ByLodha Group,56,"99acres: Vikhroli | Housing: Vikhroli, Central Mumbai Suburbs, Mumbai",33,99acres: NEW_LAUNCH | Housing: Ready to Move,17,"P51800053253, P51800053072",100
r374315,Shalimar Valencia County,83,ByShalimar Corp Limited,72,"Gomti Nagar Extension, Amar Shaheed Path	, Lucknow",59,99acres: UNDER_CONSTRUCTION | Housing: nan,0,UPRERAPRJ612919,100
r428649,Adhya,100,ByPurnaya Developers Private Limited,67,"Saravanampatty, Coimbatore",70,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,TN/11/Building/0353/2024,100
r418259,Rajapushpa Aurelia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,79,"99acres: Tellapur | Housing: Tellapur, West Hyderabad, Hyderabad",37,"99acres: NEW_LAUNCH | Housing: Jun, 2029",21,P01100007180,100
r395182,Sunshine Vihaan,100,BySunshine Developers,95,"99acres: Manikonda | Housing: Alkapur Township, Manikonda, Hyderabad",38,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P02400004666,100
r378131,M3M Soulitude,100,ByM3M India Pvt. Ltd.,60,"99acres: Sector 89 | Housing: Sector 89, New Gurgaon, Gurgaon",45,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,GGM/501/233/2021/69 DATED 25.10.2021,100
r430202,Ora Heights,100,ByBiswas Ventures LLP,83,"99acres: Tiljala | Housing: Ward No. 65, 250, Tiljala, Kolkata",34,"99acres: NEW_LAUNCH | Housing: Jul, 2030",11,WBRERA/P/KOL/2024/001781,100
r430089,Parth Crown,100,ByParth Sarthi Build Estate Pvt Ltd,81,"99acres: Nirman Nagar | Housing: Nirman Nagar, Gopalpura Bypass Road, Brijalpura, NH - 8 Jaipur, Jaipur",29,"99acres: READY_TO_MOVE | Housing: Apr, 2026",18,RAJ/P/2024/3165 (11/07/2024),100
r382844,RKN Carnation Hills,100,ByRKN Infratech Private Limited,59,"99acres: Kasauli | Housing: Mouza Rado Paind, Dharampur, Solan",20,"99acres: NEW_LAUNCH | Housing: Dec, 2024",21,RERAHPSOP09210119,100
r422569,Jains Central Park East,100,ByJain Constructions,92,"99acres: Uppal | Housing: Uppal, Narapally, Pocharam, East Hyderabad, Hyderabad",17,"99acres: NEW_LAUNCH | Housing: Dec, 2025",21,P02200007609,100
r430372,Godrej River Crest,100,ByGodrej Properties Ltd.,83,"99acres: Kharadi | Housing: RP Road, Kharadi, Pune",48,"99acres: NEW_LAUNCH | Housing: Mar, 2028",11,P52100077127,100
r398755,Kalpana South Avenue,89,99acres: Kalpana Construction Lucknow | Housing: BySahu Group,25,"99acres: Mohanlalganj | Housing: Kalpana Eco World, Tehsil Raebareli Road, Mohanlalganj, Raebareli Road, Lucknow",26,"99acres: READY_TO_MOVE | Housing: Nov, 2023",18,Rera Not Applicable,100
r387488,Radhey Raaga,100,ByRadhey Constructions Pvt Ltd,80,"99acres: Kollur | Housing: Kollur, Patighanpur, West Hyderabad, Hyderabad",23,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",22,P01100004172,100
r345245,New Kolkata Sangam,84,ByAlcove Realty,86,"99acres: Serampore | Housing: 449/a/1, G.t. Road Mahesh, Serampore, Hooghly",33,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,HIRA/P/HOO/2019/000635,100
r412011,Nahar Jasoda,100,ByNahar Foundations Pvt. Ltd.,72,"99acres: Kilpauk | Housing: 12, Bank St, Telecom Quarters, Kilpauk, Egmore, Chennai Central, Chennai",18,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2026",15,TN/29/Building/0276/2023,100
r399516,Prominent Chourasia Revanta,100,ByProminent Infra,94,"99acres: Kadugodi | Housing: Sy No 105/B, K Dommasandra Road, Krishnarajapura, Bangalore East , Bangalore",14,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,PRM/KA/RERA/1251/446/PR/030922/005214,100
r393143,Natural Aqua Waves East,88,ByNatural Group,93,"New Town, Kolkata",64,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2027",15,WBRERA/P/SOU/2023/000026,100
r395307,Avana,59,ByMerlin Group,92,"99acres: Tollygunge | Housing: Near Tollygunge Metro, South Kolkata, Kolkata",36,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2026",15,WBRERA/P/KOL/2023/000418,100
r401373,MP Rudhra,94,ByMP Developers,93,"99acres: Pammal | Housing: Pammal, Chennai south, Chennai",33,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,TN/01/Building/482/2022,100
r424098,Engrace Vista,63,ByModern Spaaces,93,"99acres: Sarjapur Road | Housing: Close Proximity to All the Landmark of Sarjapur Road,Kada Agrahara Rd, Sarjapur Road.Sompura, Bangalore",22,"99acres: NEW_LAUNCH | Housing: Dec, 2024",21,PRM/KA/RERA/1251/308/PR/060324/006691,100
r411745,Anuhar Gautami Heights,100,ByAnuhar Homes Pvt Ltd,71,"99acres: Miyapur | Housing: Miyapur, North Hyderabad, Hyderabad",33,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,P02400006604,100
r401563,Officers Enclave,100,ByR Sandesh Group,94,"99acres: Manish Nagar | Housing: Beltarodi, Manish Nagar, Wardha Road, Nagpur",43,Under Construction,100,P50500047527,100
r407861,99acres: Casa Havana by Zaramount | Housing: Zaramount Havana I,48,ByZaramount Havana Villas Llp,88,"99acres: Moira | Housing: Moira, North Goa, Goa",38,"99acres: READY_TO_MOVE | Housing: Jun, 2029",9,PRGO03231947,100
r422695,Vishwa The Butterfly,100,ByVishwa Developers Moshi,87,"99acres: Moshi | Housing: Plot D, Survey No 543, Laxmi Nagar, Near Moshi, Pimpri Chinchwad, Pune",13,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,P52100054380,100
r428567,Polaris Callisto,100,ByPolaris Buildcon Llp,54,"99acres: Koteshwar | Housing: B/S Sangath Nano, Koteshwar Bhat Road, Koteshwar, North West, Ahmedabad",22,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2025",15,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13500/140524/311227,100
r114901,Pethkar Siyona Phase II,76,ByPethkar Projects,94,"99acres: Punawale | Housing: S. No 47 Part, 48 Part, 50 Part, Punawale, Tathawade, Pimpri Chinchwad, Pune",19,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2026",15,P52100020135,100
r427901,THE ESSENCIA,79,ByZahause Properties Private Limited,67,"99acres: Gajwel | Housing: shamirpet, Hyderabad",15,"99acres: NEW_LAUNCH | Housing: Oct, 2025",11,Rera Not Applicable,100
r384377,Raj Developers Pramukh Aristo,65,99acres: Pramukh Group | Housing: ByRaj Developers,34,"99acres: Chala | Housing: Survey No 1604, Old Survey No 162/1, Vapi, Vapi",8,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,99acres: Registered | Housing: nan,0
r420359,Nashik The Avenue Milestone,85,99acres: The Avenue Builders | Housing: ByNashik Construwell Private Limited,33,"Govind Nagar, Nashik",75,"99acres: NEW_LAUNCH | Housing: Dec, 2031",21,P51600053718,100
r426136,Sonar Gaon Phase 2,90,ByOAS Realtors,92,"99acres: Bakrahat | Housing: Near Delhi Public School, Joka, Kolkata",21,"99acres: UNDER_CONSTRUCTION | Housing: May, 2024",7,WBRERA/P/SOU/2024/001021,100
r415825,The Varanda,79,99acres: Purti Realty | Housing: ByPurti Npr Developers LLP,47,"99acres: Lake Town | Housing: Lake Town, Jessore Road, VIP Road, Kolkata",35,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2031",22,WBRERA/P/NOR/2023/000479,100
r417396,Pristine Signature Villas,85,ByHi Living Projects LLP,93,"99acres: Ambattur | Housing: Living Pristine No.39, Harikrishna Naidu street, Varadharajapuran Patravakkam Main Road, Chennai North, Chennai",10,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,TN/29/Layout/3722/2023,100
r339427,Rishi Pranaya,100,ByRishi Group,92,"99acres: New Town | Housing: Beside Ecospace Rajarhat, Newtown, Kolkata",28,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,HIRA/P/NOR/2019/000465,100
r337685,Sharvani Sree Hemadurga Paradise,100,BySharvani Ventures And Avenues Pvt Ltd,85,"99acres: Chandanagar | Housing: 108, Aparna Hillpark Road, KSR Layout, PJR Enclave, PJR Layout, Miyapur, North Hyderabad, Hyderabad",15,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,P02400002908,100
r393562,Polaris Casarica,100,ByPolaris Buildcon Llp,57,"99acres: Sargasan | Housing: Survey No. 428/1/001, Behind Shikshapatri, Swagat Flamingo Road, Sargaasan, Gandhinagar",17,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2030",22,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA10271/060622,100
r424561,Prajay Virgin County Villas,84,ByPrajay Engineers Syndicate Pvt. Ltd.,81,"99acres: Srisailam Highway | Housing: Maheshwaram, Hyderabad, South Hyderabad, Hyderabad",27,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2028",15,P02400007501,100
r380872,Modi Esteem,100,ByModi Builders,93,"99acres: Mallampet | Housing: Dundigal Gandimaisamma, Sambhupur, North Hyderabad, Hyderabad",17,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P02200003277,100
r396679,Jupiter Homes,100,99acres: Jupiter Homes | Housing: ByVijainder Reddy Bollepalli,34,"99acres: Samethanahalli | Housing: Katha No. 839/11/3, Sy No.11/3, Samethanahalli, Bangalore East , Bangalore",32,"99acres: READY_TO_MOVE | Housing: Dec, 2028",18,PRM/KA/RERA/1250/304/PR/190722/005080,100
r334009,Modi Lakeview,96,ByModi Builders,93,"99acres: Shamshabad | Housing: Laxmiguda, South Hyderabad, Hyderabad",34,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2024",22,P02400004624,100
r429185,Narmada Residency,100,99acres: Sharma Construction Company | Housing: ByFuture Homes Infra,30,"99acres: Hingna | Housing: Wanadongri, Hingna Road, Nagpur",32,"99acres: NEW_LAUNCH | Housing: Dec, 2028",21,P50500076639,100
r7740,Dipti Skycity,96,ByDipti Group,92,"99acres: Ambernath East | Housing: Ambarnath East, Beyond Thane, Ambernath",49,"99acres: READY_TO_MOVE | Housing: Jan, 2027",18,P51700048627,100
r371903,Unique Shantam Nirvanta,82,ByUnique Vision,93,"99acres: Chhani | Housing: Nr. Neelam Party Plot ,bh. Aditya Edifice, Chhani Side Canal Road, Channi, Vadodara",13,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2024",22,PR/GJ/VADODARA/VADODARA/Others/RAA07711/261120,100
r428296,SS Blueroof Sylva,90,99acres: Blueroof | Housing: BySS Properties Pashan,20,"99acres: Sus  | Housing: Sus, Sus Road-Pashan, Pune",21,"99acres: NEW_LAUNCH | Housing: Apr, 2028",11,P52100056053,100
r410631,M3M The Cullinan,100,ByM3M India Pvt. Ltd.,60,"99acres: Sector 94 | Housing: Sector 94, Noida-Greater Noida Expressway, Noida",32,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2028",22,UPRERAPRJ442214,100
r382676,Greenfield Fairland Phase 2,81,ByGreenfield Housing India Pvt Ltd,81,"Kovilpalayam, Coimbatore",67,"99acres: READY_TO_MOVE | Housing: Aug, 2029",18,99acres: Not Registered | Housing: Rera Id Not Available,34
r419462,Laxmi Fresh Living,100,ByLaxmi Infra Venture Pvt Ltd,79,"99acres: Phulnakhara | Housing: Opposite to Decathlon, Phulnakhara, Twin City, Bhubaneswar",32,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,MP/07/2023/01067,100
r431523,Nakshathras VR Garden,100,ByNakshathras Promoters and Devlopers,94,"99acres: Karamadai | Housing: Teachers Colony, Karamadai, Coimbatore",38,Ready to Move,100,Rera Not Applicable,100
r420711,Radha Rani Housing Complex,86,ByAdross Pvt Ltd,55,"99acres: Madhyamgram | Housing: Hemanta Bose Sarani, Basunagar 5 No Gate, Madhyamgram, Kolkata",30,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,WBRERA/P/NOR/2023/000811,100
r423636,Vandematram Sky 100,100,ByVandematram Infra,94,"99acres: Thaltej | Housing: Nr Newyork Tower, Thaltej Cross Road, Daskroi, Thaltej, South West, Ahmedabad",17,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12948/170224/310127,100
r378115,Hallmark Skyrena,100,ByHallmark Builders,94,"99acres: Narsingi | Housing: Narsingi, West Hyderabad, Hyderabad",37,"99acres: READY_TO_MOVE | Housing: Mar, 2028",18,P02400003042,100
r394931,Raj High Gardens,100,BySNN Raj Corp,92,"99acres: Hosur Road | Housing: Attibele Hobli, Anekal Taluk, Hosur Road, Anekal, South Bangalore, Bangalore",23,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,PRM/KA/RERA/1251/308/PR/140622/004983,100
r426534,Mount Brook And Lake,100,99acres: Shiv Ashish Infra | Housing: ByMount Group,13,"99acres: Tragad | Housing: B/H Nirma University, Tragad, SG Highway, Gota, North West, Ahmedabad",16,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13395/250424/311228,100
r404070,DLF The Arbour,100,99acres: DLF Homes | Housing: ByDLF,43,"99acres: Sector 63 | Housing: Sector 63, Golf Course Extension Road, Gurgaon",33,Under Construction,100,RERA-GRG-PROJ-1138-2022,100
r382236,Merlin Rise,100,ByMerlin Group,92,"99acres: Rajarhat | Housing: Bishnupur, P.O & P.S Rajarhat, Kolkata",35,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2024",15,WBRERA/P/NOR/2023/000296,100
r424573,Felixa Maplewood,100,ByFelixa Builder Pvt Ltd,74,"99acres: Navalur | Housing: Thazhambur Village, Vandalur, Navallur, Chennai south, Chennai",20,"99acres: READY_TO_MOVE | Housing: Jun, 2026",9,TN/35/Layout/1471/2024 dated 28.03.2024,100
r376848,Utkal Greenex,100,ByAMJ Global Homes LLP,95,"99acres: Sundarpada | Housing: Plot No. - 720, Near Canara Bank, Ebaranga, Sundarapada, Bhubaneswar",26,"99acres: UNDER_CONSTRUCTION | Housing: May, 2028",7,RP/19/2021/00464,100
r371092,ASBL Spire,100,99acres: ASBL | Housing: ByAshoka Builders India Private Limited,19,"99acres: Kokapet | Housing: Kokapet Village, Gandipet Mandal, West Hyderabad, Hyderabad",21,Ready to Move,100,P02400002261,100
r428869,Anaadi Ananta Avenue Phase 1,83,ByAmrit Builders And Developers,97,"99acres: Bhurkoni | Housing: Vidhan Sabha Road, Raipur",30,"99acres: NEW_LAUNCH | Housing: Jan, 2030",21,PCGRERA110624001783,100
r408244,Millennium Towers,100,BySagar Constructions,84,"Amrutdham, Panchavati, Nashik",51,"99acres: NEW_LAUNCH | Housing: Jan, 2027",21,P51600048892,100
r405483,Pratham,100,ByAL-MADINA REALTY LLP.,88,"99acres: Nayabad | Housing: Nayabad, South Kolkata, Kolkata",37,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2022",15,RERA ID Not Available,100
r423305,House Of Palisade,89,ByDAC Developers,93,"99acres: Jalladianpet | Housing: S Nos.229/4a, 4b, 4c & 5a Of Jaganathapuram, Chennai south, Chennai",18,99acres: NEW_LAUNCH | Housing: Under Construction,36,TN/29/Layout/4130/2023 dated 07/11/2023,100
r436831,MC Palazzo,100,ByMC Builders,92,"99acres: Banaswadi | Housing: Banaswadi Main Road, Banaswadi, Bangalore",36,Ready to Move,100,Rera Not Applicable,100
r424564,Atithi Prime,100,ByATITHI BUILDERS,94,"99acres: Narol | Housing: Opp. Karnavati-6, Beside Parijat Aamra, Puja Farm to 100 ft Road, Narol, South East, Ahmedabad",10,"99acres: NEW_LAUNCH | Housing: Dec, 2026",21,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12908/120224/311227,100
r410958,Max Estate 128,97,ByMax Estates,92,"99acres: Sector 128 | Housing: Sector 128, Noida-Greater Noida Expressway, Noida",34,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2030",15,UPRERAPRJ446459,100
r74851,Pride Park Royale,79,ByPride Group,92,"99acres: Marol | Housing: Park Royale Military Road, Marol, Andheri East, Western Suburbs, Mumbai",13,Ready to Move,100,P51800053602,100
r430190,Rustomjee Verdant Vistas,100,ByRustomjee Builders,62,"Majiwada, Thane",70,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,"P51700077136, P51700077134",100
r419772,Veera Eminence,100,ByVeera Developers,53,"Candolim, North Goa, Goa",50,"99acres: NEW_LAUNCH | Housing: Dec, 2026",21,PRGO11232128,100
r272201,Sattva Opus,100,BySattva Group,92,"99acres: Tumkur Road | Housing: No. 54, Tumkur Road, Village, Opp. Metro Pillar No. 85, Kempegowdanagar, Dasarahalli On Tumkur Road, Tumkur Road, Bangalore",16,"99acres: READY_TO_MOVE | Housing: Sep, 2025",18,PRM/KA/RERA/1251/309/PR/170921/000747,100
r433627,Avantikaa,86,ByNM Promoters,92,"99acres: Chromepet | Housing: Thiruneermalai Main Road, Chromepet, Chennai south, Chennai",26,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,99acres: Not Registered | Housing: TN/01/Building/0021/2018,16
r145129,AMG Palm Garden,100,ByAshok Malhotra Group,73,"99acres: Sahnewal | Housing: G T Road, Bilga, Nh-1- Sahnewal, Ludhiana",33,"99acres: READY_TO_MOVE | Housing: Mar, 2024",18,Rera Not Required,65
r380408,Signature Vanijya Rajvansh,56,99acres: Realtech Group Kolkata | Housing: BySignature Vanijya Private Limited,28,"99acres: Rajarhat | Housing: Rajarhat, East Kolkata, Kolkata",41,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,WBRERA/P/NOR/2023/000570,100
r391681,Sunteck Beach Residences 4,96,BySunteck Realty Limited,74,"Virar, Vasai West, Vasai",59,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,P99000045599,100
r379068,Greenfield Coral Residency,73,ByGreenfield,54,"Kalapatti, Coimbatore",60,"99acres: READY_TO_MOVE | Housing: Dec, 2027",18,Rera Not Applicable,100
