XID,Name,Name_Score,Builder,Builder_Score,Address,Address_Score,Possession Status,Possession Status_Score,RERA,RERA_Score
r411500,Shapoorji Pallonji The Odyssey 1Amenities,100,99acres: Floreat Investments | Housing: ByShapoorji Pallonji Real Estate,0,"Harishchandra Goregaonkar Marg, Girgaon, Mumbai South , Mumbai",100,"99acres: NEW_LAUNCH | Housing: Jun, 2024",0,99acres: Registered | Housing: nan,0
r322869,99acres: Anantnath And Forever City | Housing: AND ROSE,0,ByANANTNATH DEVELOPERS,100,"99acres: Dombivli East | Housing: Near Agasan Railway Phatak, Diva, Beyond Thane, Agason",0,"99acres: READY_TO_MOVE | Housing: Dec, 2031",0,P51700019146,100
r426337,99acres: M Soul Strings | Housing: Malpani Soul Strings,0,ByMalpani Estates,100,"Pashan, Baner-Pashan Link Road, Pune",100,"99acres: NEW_LAUNCH | Housing: Jun, 2029",0,"P52100055678, P52100076782",100
r345843,99acres: Leverage Greenwoods Unity | Housing: Leverage Green Woods Unity C Grand,0,ByLeverage Group,100,"Besa, Besa Pipla Road, Wardha Road, Nagpur",100,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2020",0,P50500051810,100
r329969,99acres: Swargaseema Sirulaseema I | Housing: Swarga Seema Sirula Seema 1,0,99acres: Swargaseema Sandalwood Farms | Housing: BySwarga Seema Sandalwood Farms Pvt Ltd,0,"99acres: Shad nagar | Housing: Burgula, Hyderabad",0,"99acres: READY_TO_MOVE | Housing: Sep, 2023",0,P02400000616,100
r390243,KCB Solace,100,99acres: KCB Enterprise | Housing: ByKCB Realty,0,"Action Area 2, New Town, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2029",0,Rera Not Applicable,100
r407293,Primark Narenn Primark Inspira,100,99acres: Primark Projects | Housing: ByPrimark Developers,0,"S.No. 206/1/AA, Miyapur, North Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2028",0,P02400006151,100
r416812,Serena,100,BySiddha Group,100,"Near DPS Mega city, Eco Space, New Town, Mahammadpur",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,"WBRERA/P/NOR/2023/000638, WBRERA/P/NOR/2024/001015",100
r407622,Airport Sky City,100,ByJupiter Developers,100,"99acres: Belgharia Expressway | Housing: 289, Rabindra Sarani (On belghoria Expressway), Nimta, North Dumdum, Kolkata",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",0,WBRERA/P/NOR/2023/000021,100
r379731,Loharuka Green Heights 2,100,ByLoharuka Group,100,"Rajarhat Main Road, Near Hotel Majestic, Rajarhat, East Kolkata, Kolkata",100,"99acres: NEW_LAUNCH | Housing: Sep, 2026",0,HIRA/P/NOR/2021/001280,100
r421695,Sunniva Legacy,100,BySunniva Realty,100,"99acres: Kamalgazi | Housing: Holding (Plot) No. 8085/22-23 Ramchandrapur, Pubali Garden, Panchayat Road, Sonarpur, South Kolkata, Kolkata",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,WBRERA/P/SOU/2023/000906,100
r402373,One Meraki Wing C And Wing D,100,ByMeraki Habitats LLP,100,"VN Purav Marg, Chembur, Mumbai Harbour, Mumbai",100,"99acres: READY_TO_MOVE | Housing: Dec, 2026",0,P51800050796,100
r412704,Green View Residency,100,ByNimisha Mukherjee Developer,100,"3666, Kusumba, Rajpur Sonarpur, South Kolkata, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2025",0,WBRERA/P/SOU/2023/000179,100
r432596,Dev Bhumi,100,BySonali Realty,100,"99acres: Dhabli | Housing: Talawali Chanda, Mangalaya Sadak, Dhabali, AB Bypass Road, Manglaya Sadak",0,"99acres: NEW_LAUNCH | Housing: Aug, 2029",0,P-IND-24-5035,100
r418615,Edmont Aurelia,100,ByAshwin Sheth Group,100,"Kasturba Cross Rd, Sai Nagar, Tulaskar Wadi, Kandivali West, Western Suburbs, Mumbai",100,99acres: NEW_LAUNCH | Housing: Ready to Move,0,P51800053546,100
r380138,Ujaan Nagar,100,99acres: Sri Sai Home Developers | Housing: BySrisai Home Developers Pvt Ltd,0,"Rajarhat, New Town, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2028",0,99acres: Not Registered | Housing: WBRERA/P/NOR/2023/000597,0
r415092,The Prestige City Hyderabad Apartments,100,ByPrestige Groups,100,"99acres: Rajendra Nagar | Housing: Premavathi Pet, West Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",0,P02400007209,100
r424046,Vishan s Castle,100,ByB S Infra,100,"99acres: Hastinapuram | Housing: Santionos Global School, Nandi Hills, Meerpet, South Hyderabad, Hyderabad",0,"99acres: NEW_LAUNCH | Housing: Mar, 2028",0,P02400005491,100
r423416,Sree Urban Orchids Phase II,100,99acres: Sree Builders Bangalore | Housing: BySree Builders & Developers,0,"Panathur, Bangalore East , Bangalore",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,PRM/KA/RERA/1251/446/PR/160523/005939,100
r178183,Aditya Orbit,100,99acres: Aditya Group Vadodara | Housing: ByAditya Group,0,"Opp Aditya Royal Party Plot, Gurukul Char Rasta, Waghodia- Dabhoi Ring Road, Waghodia Road, Vadodara",100,Ready to Move,100,PR/GJ/VADODARA/VADODARA/Others/MAA03285/A1M/020221,100
r7754,Pyramid Arlington County Phase IV,100,99acres: Pyramid Estates | Housing: ByPyramid Ventures,0,"99acres: Poonamallee | Housing: Mevalurkuppam, Thandalam (Behind Saveetha Medical College), Chennai West, Chennai west, Chennai",0,Ready to Move,100,TN/01/Layout/0093/2019,100
r421070,Ayyan Aathmika,100,BySRI AYYAN HOMES,100,"Setharaman St, Vadakupatu, Medavakkam, Chennai south, Chennai",100,"99acres: READY_TO_MOVE | Housing: Jan, 2027",0,Rera Not Applicable,100
r394740,Silver Oak,100,BySamveda Ventures,100,"Vidhan Sabha Road, Dhansuli, Raipur",100,"99acres: NEW_LAUNCH | Housing: May, 2025",0,PCGRERA230622001447,100
r435863,THE LOTUS SUNSIRI PROJECTS,100,99acres: Sunsiri Projects | Housing: BySUN SIRI PROJECTS PVT LTD,0,"99acres: Tadikonda | Housing: Amaravati, Guntur",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",0,Rera Not Applicable,100
r303861,Piramal Mahalaxmi South Tower,100,ByPiramal Realty,100,"Saneguruji Road, Jacob Circle, Mahalaxmi, Mumbai South , Mumbai",100,"99acres: READY_TO_MOVE | Housing: Mar, 2025",0,P51900015854,100
r420505,Privara Golden Avenue,100,99acres: Golden Homes Infrastructure | Housing: ByPrivara Developers LLP,0,"Ph No - 38, Kh 142, Besa- Pipla Road, Beside St. Vincent Pallotti School, Wardha Road, Wardha Road, Nagpur",100,"99acres: READY_TO_MOVE | Housing: Dec, 2025",0,P50500053913,100
r399116,Harbans Park,100,ByHarbans Creations,100,"Isasani, Hingana Road, Hingna Road, Nagpur",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",0,P50500046985,100
r417425,Rachana Purva,100,ByRachana Construction,100,"Plot No 05, Beside Fire Engineering Institute, Jagdish Nagar, Friends Colony, Nagpur",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,P50500053221,100
r408929,ABD Pride,100,ByAnup Builders And Developers,100,"99acres: Panchavati | Housing: Plot No. 30/3/7/, Plot No. 3/4 At Dindori, Nashik",0,"99acres: READY_TO_MOVE | Housing: Jun, 2025",0,P51600048494,100
r396842,Orchid Ivy,100,99acres: Orchid Infrastructure | Housing: ByOrchid Infrastructres,0,"M Block, Mayfield Garden, Sector 51, Central Gurgaon, Gurgaon",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,99acres: Registered | Housing: nan,0
r414786,99acres: Kanthi Enclave Ravista Villas | Housing: Kanthi Ravista,0,ByKanthi Group,100,"99acres: Injambakkam | Housing: C K Main Road, Off ECR, Neelankarai, Chennai south, Chennai",0,"99acres: NEW_LAUNCH | Housing: Jan, 2028",0,Rera Not Applicable,100
r427272,Sanjeevini Aarna,100,BySanjeevini Group,100,"Dandupalya Village, Hoskote, Bangalore East , Bangalore",100,"99acres: UNDER_CONSTRUCTION | Housing: May, 2014",0,PRM/KA/RERA/1250/304/PR/170524/006887,100
r256111,Sobha City,100,BySobha Limited,100,"Babupur, Sector 108, Dwarka Expressway, Gurgaon",100,"99acres: READY_TO_MOVE | Housing: Dec, 2026",0,"GGM/620/352/2022/95, 115 of 2017, 12 OF 2018, 86 OF 2017, GGM/318/50/2019/12 & GGM/340/72/2019/34",100
r23690,DLF New Town Heights 2,100,99acres: DLF Homes | Housing: ByDLF,0,"99acres: Sector 86 | Housing: Sector-86, New Gurgaon, Gurgaon",0,"99acres: READY_TO_MOVE | Housing: Nov, 2026",0,99acres: Not Registered | Housing: .,0
r399658,IRIS,100,ByRaghava Projects,100,"Gachibowli, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2028",0,P02400005078,100
r418941,Meena Aurum Phase 3,100,ByAstdurga Construction Pvt ltd,100,"Sulanguri ,Gouranganagar, Near New Town, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",0,WBRERA/P/NOR/2023/000753,100
r433995,Varni Shree Hari Solitaire,100,99acres: Shree Hari Group Surat | Housing: ByVarni Enterprise,0,"99acres: Dindoli | Housing: Godadara, Surat",0,"99acres: UNDER_CONSTRUCTION | Housing: Aug, 2025",0,PR/GJ/SURAT/CHORYASI/Surat Urban Development Authority/MAA14223/051024/311028,100
r416951,Roongta Florenza,100,ByLalit Roongta Group,100,"Near Govind Nagar, Off 100 ft. Ring Road, Nashik",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",0,P51600033635,100
r420088,Harmony Blossoms,100,ByHarmony Residences Pvt. Ltd,100,"Old Plot Nos 6 And 15 Part, New Plot No C, Professors Colony, East Tambaram, Chennai south, Chennai",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2022",0,TNRERA/10232/2023,100
r428724,Unitd 49,100,ByUnitd Living Space,100,"99acres: Saravanampatti | Housing: Chinnavedampatti, Saravanampatty, Coimbatore",0,"99acres: NEW_LAUNCH | Housing: Dec, 2024",0,TN/11/Building/0382/2024 dated 31-05-2024,100
r334441,Pratham Yash Vrindavan,100,ByPratham Yash Builders,100,"Pune Alandi Road, Charholi Budruk, Alandi Road, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",0,P52100026265,100
r399283,Kalpataru Aria,100,ByKalpataru Group,100,"Varne, Karjat, Beyond Thane, Thane",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,P52000076850,100
r435535,The Privilon,100,99acres: Dev Vinayak Group | Housing: ByDV Developers,0,"Opp. Shukan Sky, Ahmedabad Gandinagar Highway, Kudasan, Gandhinagar",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA14416/181124/011229,100
r396529,99acres: Sree Balaji Pride | Housing: Shree Balaji Pride,0,99acres: Buildsworth Projects | Housing: ByShree Balaji Affordable Homes,0,"99acres: Atchutapuram  | Housing: Palghar, Mira Road and Beyond, Mumbai",0,"99acres: READY_TO_MOVE | Housing: Dec, 2030",0,P99000050656,100
r334919,GP Aditya,100,99acres: GP Group Bangalore | Housing: ByGP Group,0,"1st Block, Koramangala, South Bangalore, Bangalore",100,"99acres: READY_TO_MOVE | Housing: Dec, 2027",0,PRM/KA/RERA/1251/310/PR/190626/002629,100
r425244,Gajra Bhoomi Serenity Phase 1,100,99acres: Gajra Home Builders | Housing: ByGajra Group,0,"Plot No 4, Sector 37, Kharghar, Navi Mumbai",100,"99acres: NEW_LAUNCH | Housing: Apr, 2027",0,P52000055280,100
r427843,Kedia Shri VatsalDirections,100,ByKedia Builders And Colonizers,100,"Nindar, Sikar Road, Jaipur",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2028",0,99acres: Registered | Housing: nan,0
r414298,Vasavi Sarovar,100,ByVasavi Group,100,"Kukatpally, North Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2030",0,P02200006766,100
r427390,CasaGrand Massimo,100,ByCasagrand Builder Private Limited,100,"2443+3WR, SH 113, Lakhsmi Nagar, Thandalam, Kundrathur, Chennai west, Chennai",100,"99acres: NEW_LAUNCH | Housing: Dec, 2025",0,TN/1/Building/0362/2024,100
r432564,Asbl Landmark,100,99acres: ASBL | Housing: ByAshoka Builders India Private Limited,0,"Kukatpally, North Hyderabad, Kp -2",100,"99acres: NEW_LAUNCH | Housing: Dec, 2027",0,P02200008770,100
