XID,Name,Name_Score,Builder,Builder_Score,Address,Address_Score,Possession Status,Possession Status_Score,RERA,RERA_Score
r419935,Vista Residences Wing D Tower 3,100,99acres: ID Group and AVA Group and Eleva | Housing: ByHiranandani Communities,0,"99acres: Goregaon West | Housing: Above Vicino Mall, New Link Road, Oshiwara, Andheri West, Andheri, Mumbai",0,"99acres: NEW_LAUNCH | Housing: Sep, 2028",0,P51800053625,100
r414268,Shri Harikrishna Vinayak Aangan,100,ByShri Harikrishna Enterprises,100,"99acres: Pushpak Nagar | Housing: Plot No. 3 Sector 5, Pushpak Node, Dapoli, Navi Mumbai",0,"99acres: NEW_LAUNCH | Housing: Jul, 2028",0,P52000052175,100
r268773,99acres: Rise Resort Residences | Housing: Rise Resort Residence Villa,0,ByRise Projects,100,"Sector 1 Noida Extension, Greater Noida",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",0,"UPRERAPRJ7561, UPRERAPRJ295718",100
r379247,SVN Bay Parck Beachfront Plots And Villas,100,BySVN Shivajyothi Developers,100,"Bhogapuram, Visakhapatnam",100,"99acres: READY_TO_MOVE | Housing: Mar, 2024",0,P01070381701,100
r412144,EVITA,100,99acres: Hi Living Royal Hommes LLP | Housing: ByRoyal land & Developers Pvt Ltd,0,"1a, Victory Field Road, Alex Nagar Colony, Madhavaram, Chennai North, Chennai",100,"99acres: NEW_LAUNCH | Housing: Dec, 2027",0,TN/29/Building/0298/2023 dated 06/07/2023,100
r416890,Bhuvi by Vasavi Buildox,100,ByVasavi Group,100,"99acres: Kompally | Housing: Gundlapochampally, North Hyderabad, Hyderabad",0,"99acres: NEW_LAUNCH | Housing: Dec, 2027",0,P02200007044,100
r426589,DLF Privana West,100,99acres: DLF Homes | Housing: ByDLF Real Estate Builders Limited,0,"Sector 76, New Gurgaon, Gurgaon",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",0,RC/REP/HARERA/GGM/ 819/ 551/2024/46,100
r433139,Sansara,100,ByPS Group,100,"Salkia School Rd, Golabari, Howrah, Howrah",100,99acres: NEW_LAUNCH | Housing: Ready to Move,0,WBRERA/P/HOW/2024/001857,100
r434520,99acres: Siddhanath Residency | Housing: Sunder Shiva Prabhu Dessai Siddhanath Developers,0,99acres: Siddhanath Developers Goa | Housing: BySunder Shiva Prabhu Dessai,0,"99acres: Ponda | Housing: Betora, South Goa, Goa",0,"99acres: UNDER_CONSTRUCTION | Housing: May, 2024",0,99acres: Registered | Housing: nan,0
r417913,Eden Roopkatha,100,ByEden Group,100,"Hariharpur Mouza, Pargana Medanmalla, Rs No 185, Touji No 250, Jl No 11, Ps Baruipur, Salipur P",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,WBRERA/NPR-001150,100
r414242,Fair Field Magilam,100,99acres: Fair Field | Housing: ByTmt S Radhakrishnaveni,0,"99acres: Ramanathapuram | Housing: S Nos.722/1e And 723/2b Of Uppilipalayam, Coimbatore",0,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2028",0,99acres: Registered | Housing: nan,0
r384536,Platinum Sky,100,99acres: Shreeji Developers Vadodara | Housing: ByPlatinum Group,0,"B/h. Maa Party Plot, Near Gada Circle, Harni, Vadodara",100,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2029",0,PR/GJ/VADODARA/VADODARA/Others/RAA09674/050122,100
r417583,Fortune Prestige,100,99acres: Fortune Group Vadodara | Housing: ByFortune Group,0,"Opp Bankers Heart Hospital Tulsidham Jupiter Road, Manjalpur, Vadodara",100,"99acres: UNDER_CONSTRUCTION | Housing: May, 2026",0,PR/GJ/VADODARA/VADODARA/Others/MAA12418/111023,100
r438099,Adikara Rivernest Apartment,100,99acres: Adikara Developers Nasik | Housing: ByAdikara Developer,0,"99acres: Gangapur | Housing: Chandshi, Nashik",0,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move in,0,P51600078639,100
r270729,ATS Rhapsody,100,99acres: ATS and Dar Group | Housing: ByATS Infrastructure Limited,0,"99acres: Sector 1 Greater Noida West | Housing: Plot No. GH-12/1, Sector 1 Noida Extension, Greater Noida",0,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2026",0,UPRERAPRJ4115,100
r323355,Raymond Realty Ten X Habitat,100,99acres: Raymond Realty | Housing: ByRaymond Limited,0,"99acres: Pokhran 2 | Housing: Ten X Habitat By Raymond Reality Pokharan Road, Thane West, Thane",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,"P51700019265, P51700020256, P51700020881, P51700022940, P51700025355, P51700027036, P51700034190, P51700047152, P51700022779",100
r387939,Shreeji Divine,100,99acres: Shreeji Ventures Lifespaces LLP | Housing: ByShreeji Ventures,0,"Kharghar - Sector 36, Beside Shilp Valley Shilp, Navi Mumbai",100,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2028",0,P52000034060,100
r393496,Kohinoor Kaleido,100,99acres: Kohinoor Group Pune | Housing: ByKohinoor Group,0,"Kharadi, Nagar Road, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2025",0,P52100046027,100
r333831,99acres: Magnolia Wadhwa Wise City | Housing: Wadhwa Magnolia Cluster 2,0,ByThe Wadhwa Group,100,"RZ - 4 - Part, Vardoli, Panvel, Navi Mumbai",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,P52000021142,100
r405400,99acres: Pramukh Yogi Woods | Housing: Pramukh Yogi Milan,0,ByPramukh Group,100,"99acres: Ring Road | Housing: Ultanfaliya Road, Near Tirupati Residency, Silvassa, Silvassa",0,"99acres: NEW_LAUNCH | Housing: Sep, 2018",0,99acres: Registered | Housing: nan,0
r370974,Shree Krishna Homes,100,99acres: Shree Krishna Homes Secunderabad | Housing: ByShree Krishna Homes,0,"Kompally, Beside Kompally Railway Bridge, NH-44, North Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2029",0,P02200002202,100
r411844,Unique Luxuria,100,ByUnique Infraspace Pvt Ltd,100,"99acres: Ghatlodia | Housing: R C Technical College Road, Gota, North West, Ahmedabad",0,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11917/060623,100
r426787,One Victoria,100,99acres: RRHL Realty Limited | Housing: ByRuchi Realty Holdings Limited,0,"Premises No. 02-0178, Plot No. CF/2, CF Block, Action Area I, New Town, Kolkata",100,"99acres: NEW_LAUNCH | Housing: Jun, 2028",0,WBRERA/P/NOR/2024/001080,100
r408465,Candeur Skyline,100,ByCandeur Constructions Private Limited,100,"99acres: Financial District | Housing: Puppalaguda, West Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",0,P02400005946,100
r406621,CasaGrand Zaiden,100,ByCasagrand Builder Private Limited,100,"99acres: Kanakapura Road | Housing: Off Kanakapura Main Road, Talaghattapura, South Bangalore, Bangalore",0,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2026",0,PRM/KA/RERA/1251/310/PR/120423/005862,100
r299863,Sattva Misty Charm,100,BySattva Group,100,"Opposite Holiday Village Resort Standalone, Kanakapura Road, Near Talaghattapura, South Bangalore, Bangalore",100,"99acres: READY_TO_MOVE | Housing: Nov, 2027",0,PRM/KA/RERA/1251/310/PR/180507/001635,100
r422910,CasaGrand Medora,100,ByCasagrand Builder Private Limited,100,"Korattur, Chennai North, Chennai",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",0,TN/29/Building/0029/2024 dated 01/02/2024,100
r240490,Doshi Risington 2,100,ByDoshi Housing,100,"Opposite Apollo Cradle Hospital, Central OMR, Karapakkam, Chennai south, Chennai",100,"99acres: NEW_LAUNCH | Housing: May, 2026",0,TN/29/Building/0379/2024,100
r408473,Rajapushpa Pristinia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,100,"Kokapet, West Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2029",0,P02400006086,100
r409476,CasaGrand Hanford,100,ByCasagrand Builder Private Limited,100,"99acres: Mamidipally, Shamshabad | Housing: ORR, South Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,P02400006229,100
r430241,Sumadhura Epitome,100,99acres: Sumadhura Group | Housing: BySumadhura Infracon Pvt Ltd,0,"99acres: Hebbal | Housing: Block A1, Unishire Panamera, Rachenahalli, Thanisandra, North Bangalore, Bangalore",0,"99acres: NEW_LAUNCH | Housing: Sep, 2026",0,PRM/KA/RERA/1251/446/PR/190924/007044,100
r269013,Century Heights,100,99acres: Century Builders Bhopal | Housing: ByCentury Builders And Developers,0,"Near Sangrila Housing Society, Hoshangabad Road, Bhopal",100,"99acres: READY_TO_MOVE | Housing: Aug, 2026",0,P-BPL-17-395,100
r435892,Vertex Florenza,100,99acres: Vertex Viva | Housing: ByVertex West Kedar Homes LIP,0,"99acres: Tukkuguda | Housing: Mankhal, South Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2022",0,P02400009023,100
r265191,99acres: Green Fields Crown City | Housing: Greenfield Crown City,0,99acres: Green Field Housing India | Housing: ByGreenfield Housing India Pvt Ltd,0,"99acres: Saravanampatti | Housing: Kovilpalayam, Coimbatore",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,,100
r425978,Buildone The One,100,ByBuildone Projects,100,"Block No 233+234/17, TP 5, FP No 101, Randesan, Gandhinagar",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA13092/070324/300628,100
r371342,Marathon Neovalley Kaveri,100,ByMarathon Realty,100,"CTS 15 Pt, Bhandup West, Central Mumbai Suburbs, Mumbai",100,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2025",0,P51800026955,100
r64598,99acres:  Assetz 22 and CREST | Housing: 22 & CREST,0,ByAssetz Property Group,100,"Near Orion Mall, Off Chord Road, Yeshwanthpur, Tumkur Road, Bangalore",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,PRM/KA/RERA/1251/309/PR/170915/000219,100
r432482,Geo River Breeze,100,99acres: NK Buildcon Pune | Housing: ByNK Buildcon,0,"Charholi Budruk, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2028",0,P52100076636,100
r300125,Eldeco Live By The Greens Phase 1,100,99acres: Eldeco Group | Housing: ByEldeco,0,"Sector 150, Noida-Greater Noida Expressway, Noida",100,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2027",0,UPRERAPRJ15172,100
r422102,Chetanya Grandeur Heights,100,ByChetanya Builders And Colonisers,100,"99acres: Bawadia Kalan | Housing: Bawadiya Kalan, Bhopal",0,"99acres: NEW_LAUNCH | Housing: Dec, 2026",0,P-BPL-24-4499,100
r427388,Jashn Elevate Phase 2,100,ByJashn Realty,100,"Plot Gh-1A, Sector-G, Pocket-5, Sushant Golf City, Lucknow",100,"99acres: NEW_LAUNCH | Housing: Jul, 2028",0,UPRERAPRJ195850/08/2024,100
r384387,Silver Valley,100,99acres: R Sandesh Group | Housing: ByJarry Profit,0,"Near Mankapur Sqaure, Arya Nagar, Koradi Naka, Koradi Road, Koradi Road, Nagpur",100,"99acres: UNDER_CONSTRUCTION | Housing: May, 2023",0,P50500031811,100
r399887,99acres: Ambrosia by Adani Realty | Housing: Adani Ambrosia,0,ByAdani Realty,100,"99acres: Vaishnodevi Circle | Housing: Near Vaishno Devi Circle On SG Highway, Ahmedabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",0,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA10833/201022,100
r410494,Esteem South Park,100,99acres: Esteem South Parks | Housing: ByEsteem Group,0,"Bannerghatta Main Road, Gottigere, South Bangalore, Bangalore",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",0,"PRM/KA/RERA/1251/310/PR/090523/005912, PRM/KA/RERA/1251/310/PR/090523/005916",100
r60435,Pareena Coban Residences,100,ByPareena Infrastructures Pvt. Ltd.,100,"99acres: Sector 99A | Housing: Dwarka Expressway, Sector-99A, Dwarka Expressway, Gurgaon",0,"99acres: READY_TO_MOVE | Housing: Dec, 2028",0,GGM/419/151/2020/35 DATED 16.10.2020,100
r393857,99acres: Puravankara Purva Park Hill | Housing: Purva Park Hill Wing A,0,ByPuravankara Limited,100,"Survey No. 19 Mallasandra, Village Uttarahalli Hobli, Off Kankanpura Road, Kanakpura Road-Kanakpura, Bangalore",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,PRM/KA/RERA/1251/310/PR/220601/004946,100
r382237,Merlin Skygaze,100,ByMerlin Group,100,"99acres: Southern Bypass | Housing: Southern Metropolitan Bypass, Chowhati, South Kolkata, Kolkata",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2023",0,WBRERA/P/SOU/2023/000417,100
r418404,The Nest Glitz,100,99acres: The Nest Builders | Housing: ByThe Nest Builder,0,"Indira Nagar, Kulakarai Street Extension, Vengaivasal, Chennai south, Chennai",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,TN/35/Building/0429/2023,100
r400415,Smartworld One DXP,100,BySmartworld Developers,100,"Sector 113, Dwarka Expressway, Gurgaon",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,RC/REP/HARERA/GGM/645/377/2022/120,100
r390060,Poulomi Palazzo,100,ByPoulomi Estates,100,"Golden Mile Layout, Kokapet, West Hyderabad, Hyderabad",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,P02400004428,100
r433866,Infinium Crimson Crest,100,99acres: Infinium Shelters | Housing: ByInfinium Developers,0,"Peelamedu, Coimbatore",100,"99acres: NEW_LAUNCH | Housing: Oct, 2021",0,TN/11/Building/0478/2024,100
r416278,Gokul Greens,100,ByPankaj Construction,100,"Plot No 1 And 2, Gorewada Square, 200 Mtrs From Pallotti School, Near By Mankapur Square, Koradi Road, Nagpur",100,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2027",0,P50500052734,100
r403698,AcreRise Aura,100,ByAcrerise Realty LLP,100,"Plot 924 , 925, Patapur, Trisulia, Cuttack",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",0,RP/07/2023/00965,100
r334407,Amardeep Landmark,100,99acres: Amar Group Vadodara | Housing: ByAmar Group,0,"Opp.Pandit Din dayal Upadhyay Nagar Gruh, Near Amardeep Homes, Ajwa Road, Sayajipura, Vadodara",100,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2028",0,PR/GJ/VADODARA/VADODARA/Others/RAA10426/130722,100
r421185,Raghuvir Spelito,100,99acres: Raghuvir Corporation | Housing: ByRaghuvir Developers,0,"Beside Raghuvir Shell, Opposite Vr Mall Dumas Road, Vesu, Surat",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12759/080124/311229,100
r405552,Sunteck Sky Park 1,100,BySunteck Realty Limited,100,"Sunteck Sky Park, Near Star Bazaar, Beverly Park Road, Kanakia Rd, Mira Road (East), Mira Road and Beyond, Mumbai",100,"99acres: NEW_LAUNCH | Housing: Dec, 2025",0,P51700050167,100
r409184,Saheel Itrend Futura,100,99acres: Kohinoor Group Pune | Housing: BySaheel Properties,0,"99acres: Mahalunge | Housing: Baner, Pune",0,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2027",0,P52100050688,100
r334709,Runwal Pinnacle,100,ByRunwal Group,100,"99acres: Mulund West | Housing: Near Runwal Greens & Fortis Hospital, Goregaon Mulund Link Road, Mulund (W), Central Mumbai Suburbs, Mumbai",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2030",0,P51800021322,100
r432452,99acres: F5 Mindspace Residency | Housing: F5 Eastwoods,0,ByF5 Realtors,100,"99acres: Lohegaon | Housing: Plot No.S. No. 230A/3/2, 3/2/7, 3/2/9 At Lohgaon, Viman Nagar, Pune",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",0,P52100022931,100
r261,99acres: SBP Orchard County | Housing: Ansal Orchard County I,0,99acres: SBP Group | Housing: ByAnsal API,0,"99acres: Sector 115 | Housing: SCO 183-184, Sector 9C, Madhya Marg, Mullanpur, Chandigarh",0,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,PBRERA-SAS80-PR0287,100
r405419,99acres: SDPL Aaranyam | Housing: Sandeep Aaranyam,0,99acres: SDPL | Housing: BySandeep Dwellers Pvt Ltd,0,"Lava, Nagpur",100,99acres: NEW_LAUNCH | Housing: Under Construction,0,P50500049338,100
r65394,Lotus Homes,100,ByModi Builders,100,"99acres: Nagaram Village | Housing: Ahmedguda Village, Bandlaguda, Near Nagaram, Cheeriyal, Secunderabad",0,"99acres: READY_TO_MOVE | Housing: Jun, 2028",0,,100
r5098,SS The Leaf,100,BySS Group,100,"Sector 85, New Gurgaon, Gurgaon",100,"99acres: READY_TO_MOVE | Housing: Jan, 2025",0,GGM/329/61/2019/23,100
r374292,Rajapushpa Provincia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,100,"Narsing Nanakramguda Service Road, Puppalguda, Narsingi, West Hyderabad, Hyderabad",100,"99acres: READY_TO_MOVE | Housing: Dec, 2025",0,P02400002487,100
r366854,Arvind Bel Air,100,ByArvind SmartSpaces Ltd,100,"99acres: Yelahanka | Housing: Survey No. 52/3, Opp. KSRSAC, New Town Road, Vidyaranyapura, North Bangalore, Bangalore",0,"99acres: UNDER_CONSTRUCTION | Housing: Aug, 2027",0,PRM/KA/RERA/1251/472/PR/200515/003406,100
r424462,Lodha Azur,100,ByLodha Group,100,"99acres: Bannerghatta Road | Housing: Begur Village, Hobli, South Bangalore, Bangalore",0,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2021",0,PRM/KA/RERA/1251/310/PR/220324/006728,100
r416321,Rameshwar City Glory,100,99acres: Rameshwar Developers | Housing: ByRameshwar Infrabuild Pvt Ltd,0,"Near Jain Derasar, Kasindra, Ahmedabad-Dholka Road, Daskroi, Ahmedabad",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,Rera Not Applicable,100
r388529,99acres: Hallmark Hampton Pinnacle | Housing: Hallmark Pinnacle,0,ByHallmark Builders,100,"Kollur, West Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2024",0,P01100004147,100
r387923,Sanctuary,100,"99acres: Belani, NPR and Sriji Projects | Housing: ByBELANI NPR SRIJI GROUP",0,"Tollygunge, South Kolkata, Kolkata",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,99acres: Not Registered | Housing: Rera Not Required,0
r420516,Prestige Ocean Towers North,100,99acres: Prestige Projects | Housing: ByPrestige Estates Projects Ltd.,0,"Plot No 2193, Charni Road, Girgaon, Mumbai South , Mumbai",100,"99acres: NEW_LAUNCH | Housing: Sep, 2027",0,P51900053993,100
r386352,Thanekar Palacio,100,ByThanekar Group,100,"99acres: Shirgaon | Housing: Badlapur East, Beyond Thane, Badlapur",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,P51700051381,100
r328003,Kalpana Residency,100,BySahu Group,100,"Near Surya Group Of Institutions Mohanlalganj, Raebareli Road, Lucknow",100,"99acres: READY_TO_MOVE | Housing: Mar, 2027",0,UPRERAPRJ521500,100
r237262,Piramal Vaikunth Thane,100,ByPiramal Realty,100,"Bayer Near Shivaji Nagar, Ram Maruti Nagar, Balkum Naka, Thane West, Thane",100,"99acres: READY_TO_MOVE | Housing: Jun, 2025",0,"P51700024023,P51700005256,P51700003283,P51700003793, P51700024580",100
r413596,Geras Island of Joy,100,ByGera Developments,100,"Kharadi, Pune",100,99acres: NEW_LAUNCH | Housing: Ready to Move,0,"P52100052474, P52100052259",100
r397871,99acres: VSKs Aira | Housing: VSK Aira,0,ByVSK Housing India,100,"Singanallur, Trichy Road, Coimbatore",100,"99acres: READY_TO_MOVE | Housing: Dec, 2026",0,TN/11/Building/0330/2022.,100
r430221,Vanam Villa,100,ByBenicio Homes,100,"Gumal Vaddo, Anjuna, North Goa, Goa",100,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2026",0,Rera Not Applicable,100
r399933,Sky Gateway,100,BySky Developers Vadodara,100,"99acres: Waghodia Road | Housing: Waghodia, Vadodara",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,PR/GJ/VADODARA/VADODARA/Others/MAA10731/041022,100
r1704,99acres: Karmabhumi 1 | Housing: Residential Plot,0,99acres: Karmabhumi | Housing: ByKeshvam  Properties,0,"Karmabhoomi, Rancharda, Ahmedabad",100,"99acres: READY_TO_MOVE | Housing: Dec, 2026",0,,100
r408184,Sriram Nagar,100,ByRaghava Foundations Private Limited,100,"99acres: Red Hills | Housing: Palavoyal, Redhills, Chennai North, Chennai",0,Ready to Move,100,TN/02/Layout/1307/2023,100
r398743,Nahar Grandeur,100,99acres: Nahar Foundations | Housing: ByNahar Foundations Pvt. Ltd.,0,"S.Nos. 689/1B1C And 689/4, Sholinganallur, Chennai south, Chennai",100,"99acres: READY_TO_MOVE | Housing: Apr, 2026",0,TN/29/Building/0331/2022,100
r413587,99acres: CMN Garden Luxury Villas | Housing: Jehovah CMN Garden,0,ByJehovah Builders,100,"Noombal, Near Ramachandra Hospital, Porur, Chennai west, Chennai",100,Ready to Move,100,TN/02/Layout/9044/2022,100
r384483,Rajapushpa Imperia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,100,"99acres: Tellapur | Housing: Rc Puram, Telapur, West Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2022",0,P01100003723,100
r431289,Trimurty Crimson,100,99acres: Trimurty Landcon | Housing: ByTrimurty Group,0,"Devi Marg, Bani Park, NH - 8 Jaipur, Jaipur",100,"99acres: NEW_LAUNCH | Housing: Dec, 2028",0,RAJ/P/2024/3196 (29/07/2024),100
r433634,Bhumi Dream Villas Elite,100,ByBhumi Associates,100,"Behind Samanvay Status, Near Pratham Riviera, Atladra, Vadodara",100,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2024",0,PR/GJ/VADODARA/VADODARA/Others/MAA09364/A1M/180424/310327,100
r369077,99acres: Unitevision Vatican City | Housing: Unite Vatican City,0,99acres: Unitevision Enterprises | Housing: ByUnite Vision Enterprises Pvt Ltd.,0,"99acres: Sultanpur Road | Housing: Lakhpera, Lucknow",0,"99acres: READY_TO_MOVE | Housing: Sep, 2022",0,99acres: Not Registered | Housing: RERA Coming Soon,0
r434429,Ecovistalife Mount Shadows,100,99acres: Ecolife Properties | Housing: ByEcovistalife,0,"Karamadai, Coimbatore",100,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2024",0,Rera Not Applicable,100
r372203,Sanarelli,100,BySpeed Housing LLP,100,"Bowrampet, North Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2019",0,P02200002810,100
r386756,99acres: Mantra Mirari | Housing: 4 BHK Flat,0,ByMantra Properties,100,"Mantra Mirari, Magarpatta City, Mundhwa, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2028",0,99acres: Registered | Housing: nan,0
r415664,Highline Fortune,100,ByShri Balaji Infrastructures Indore,100,"99acres: Bhawrasla | Housing: Opp. Aurobindo Hospital, Ujjain Road, Ujjain Road, Indore",0,"99acres: NEW_LAUNCH | Housing: Jun, 2025",0,P-IND-23-4166,100
r427396,Shree Om Niwas,100,ByShree Krishna Group,100,"99acres: Chembur East | Housing: Plot No. 1033,1033/1 To 7 At Chembur, Mumbai Harbour, Mumbai",0,"99acres: NEW_LAUNCH | Housing: May, 2029",0,P51800055760,100
r373829,Greenbay Golf Village,100,99acres: nan | Housing: ByGreen Bay Infrastructure Private Limited,0,"99acres: Sector 22D Yamuna Expressway | Housing: Plot No. TS - 06, Sector - 22D, Yamuna Expressway, Yamuna Expressway, Greater Noida",0,"99acres: READY_TO_MOVE | Housing: Nov, 2028",0,99acres: Not Registered | Housing: UPRERAPRJ9320,0
r399656,Risinia The Twinz,100,ByRisinia Builders,100,"Bachupally, Bowrampet, North Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2029",0,P02200005105,100
r424349,Tannys Skanda Homes,100,ByTanny Shelters Private Limited,100,"99acres: Saravanampatti | Housing: 121/1A , Saravanampatty, Coimbatore",0,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",0,TN/11/Building/079/2024,100
r5366,Shree Siddheshwar Nagar 2,100,99acres: Shree Siddheshwar Group | Housing: ByShree Siddheshwar Infraventures Pvt Ltd,0,"Near Podar International School, Velahari, Besa, Wardha Road, Wardha Road, Nagpur",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",0,P50500029571,100
r429471,99acres: Pramukh Meadows | Housing: Pramukh Yogi Milan,0,ByPramukh Group,100,"99acres: nan | Housing: Ultanfaliya Road, Near Tirupati Residency, Silvassa, Silvassa",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,99acres: Registered | Housing: nan,0
r400692,99acres: Multiversal Nova Grand | Housing: Multiversal Dharani Residency,0,ByMultiversal Infra Pvt Ltd,100,"99acres: Harinathpuram | Housing: Dycus Road,podalakur Road, Kottur, Nellore",0,99acres: NEW_LAUNCH | Housing: Under Construction,0,P09250090505,100
r422149,SNN Estates Felicity,100,BySNN Estates,100,"99acres: Thanisandra | Housing: Behind Manyata Tech Park Rachenahalli, Jakkur, North Bangalore, Bangalore",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",0,PRM/KA/RERA/1251/309/PR/220124/006568,100
r305417,Amrutha Platinum Towers,100,ByAmrutha Rama Constructions Pvt Ltd,100,"Survey No.51, Nallurahalli Main Rd, beside Balaji Layout, Siddapura, Whitefield, Bangalore East, Bangalore East , Bangalore",100,"99acres: READY_TO_MOVE | Housing: Jun, 2027",0,PRM/KA/RERA/1251/446/PR/180420/001525,100
r405191,Akshita Golden Breeze 4,100,ByAkshita Infra,100,"Maheshwaram, South Hyderabad, Hyderabad",100,"99acres: NEW_LAUNCH | Housing: Dec, 2025",0,P02400005424,100
r395313,GK Triad Block C,100,99acres: GK Developers Secunderabad | Housing: ByGK Builders & Developers,0,"18 M Road, Yapral, Sainikpuri, Secunderabad",100,"99acres: READY_TO_MOVE | Housing: Dec, 2021",0,P02200004854,100
r8664,DLF The Crest,100,99acres: DLF Homes | Housing: ByDLF,0,"Golf Course Road, Sector 54, DLF City, Gurgaon",100,Ready to Move,100,Rera Not Applicable,100
r409222,Sunrise Meadows,100,99acres: Park Real Con | Housing: BySUREKA GROUP,0,"99acres: Santragachi | Housing: Jagacha, Howrah, Howrah",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",0,WBRERA/P/HOW/2023/000096,100
r421123,Sri Garudadri Gardens,100,BySri Garudadri Constructions,100,"99acres: Hemmigepura | Housing: Rajarajeshwarinagar, Bangalore",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",0,PRM/KA/RERA/1251/310/PR/291223/006517,100
r419026,Aigin Royal Park,100,ByAIGIN Group,100,"99acres: NH 24 Highway | Housing: Aditya World City, NH - 24 Ghaziabad, Ghaziabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2025",0,UPRERAPRJ844481,100
r423661,Primark Northwave,100,99acres: Primark Projects | Housing: ByPrimark Developers,0,"Bahadurpally, Komaplly, North Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2018",0,P02200007723,100
